sample_id,decision,time_h,slope,r.squared,w_size
191104_PC_1_2,341,569.66666667,0.05014725,0.92552702,15
191104_PC_1_2,342,570.66666667,0.05172628,0.97621478,14
191104_PC_1_2,342,570.66666667,0.05172628,0.97621478,14
191104_PC_1_2,343,571.66666667,0.0506573,0.95962103,12
191104_PC_1_2,343,571.66666667,0.0506573,0.95962103,12
191104_PC_1_2,344,572.66666667,0.04687815,0.96277988,22
191104_PC_1_2,344,572.66666667,0.04687815,0.96277988,22
191104_PC_1_2,346,574.50027778,0.06087944,0.97549089,14
191104_PC_1_2,346,574.50027778,0.06087944,0.97549089,14
191104_PC_1_2,348,576.41666667,0.05152664,0.99155811,26
191104_PC_1_2,348,576.41666667,0.05152664,0.99155811,26
191104_PC_1_2,350,578.25027778,0.05733404,0.98201763,12
191104_PC_1_2,351,579.16694444,0.0481259,0.98173808,13
191104_PC_1_2,352,580.16666667,0.05225805,0.97279114,16
191104_PC_1_2,352,580.16666667,0.05225805,0.97279114,16
191104_PC_1_2,353,581.16666667,0.05342437,0.97541888,14
191104_PC_1_2,353,581.16666667,0.05342437,0.97541888,14
191104_PC_1_2,356,584.16694444,0.05299108,0.97621798,20
191104_PC_1_2,357,584.91666667,0.05872757,0.92846895,13
191104_PC_1_2,357,584.91666667,0.05872757,0.92846895,13
191104_PC_1_2,358,586.00027778,0.05283602,0.96731619,15
191104_PC_1_2,359,587.16666667,0.05359547,0.97311426,18
191104_PC_1_2,359,587.16666667,0.05359547,0.97311426,18
191104_PC_1_2,361,589,0.047406040000000003,0.97938547,14
191104_PC_1_2,362,589.91666667,0.05218154,0.90443956,17
191104_PC_1_2,362,589.91666667,0.05218154,0.90443956,17
191104_PC_1_2,363,590.91666667,0.05466689,0.96776747,16
191104_PC_1_2,363,590.91666667,0.05466689,0.96776747,16
191104_PC_1_2,364,591.75,0.05058526,0.91069656,12
191104_PC_1_2,365,592.75027778,0.04822419,0.9896394,16
191104_PC_1_2,366,593.75,0.0441745,0.91930997,20
191104_PC_1_2,367,594.66694444,0.05420746,0.95423478,13
191104_PC_1_3,226,456.25027778,0.03367647,0.98033689,16
191104_PC_1_3,227,457.58361111,0.03427648,0.9555152,16
191104_PC_1_3,228,459.08361111,0.03158923,0.92472026,18
191104_PC_1_3,229,460.50027778,0.04127702,0.95275405,17
191104_PC_1_3,230,461.83361111,0.04387067,0.94017237,16
191104_PC_1_3,231,463.00027778,0.04661144,0.97392806,14
191104_PC_1_3,232,464.08361111,0.04565175,0.9519453,13
191104_PC_1_3,233,465.25027778,0.04991477,0.96555045,14
191104_PC_1_3,234,466.25027778,0.04970448,0.94592846,12
191104_PC_1_3,235,467.33361111,0.05124643,0.94780178,13
191104_PC_1_3,236,468.33361111,0.04762398,0.95565711,12
191104_PC_1_3,237,469.50027778,0.04281059,0.93405475,14
191104_PC_1_3,238,470.33361111,0.04846889,0.95588854,10
191104_PC_1_3,239,471.33361111,0.05566725,0.97715496,12
191104_PC_1_3,240,472.41694444,0.05038871,0.96227905,13
191104_PC_1_3,241,473.33361111,0.05369772,0.94257981,11
191104_PC_1_3,245,474.33361111,0.05085915,0.93945434,9
191104_PC_1_3,246,475.16694444,0.05423115,0.91120269,10
191104_PC_1_3,247,476.25027778,0.05052823,0.9661836,13
191104_PC_1_3,248,477.16694444,0.05652445,0.96850551,11
191104_PC_1_3,249,478.08361111,0.06353569,0.97665162,11
191104_PC_1_3,250,479.00027778,0.05184323,0.93704438,11
191104_PC_1_3,251,480.08388889,0.05119984,0.92763269,13
191104_PC_1_3,252,480.91694444,0.04993533,0.97803082,10
191104_PC_1_3,253,481.75027778,0.05406693,0.95797871,10
191104_PC_1_3,254,482.75027778,0.04754419,0.80777262,12
191104_PC_1_3,255,483.75027778,0.04992305,0.9674196,12
191104_PC_1_3,256,484.75027778,0.05679942,0.9439929,12
191104_PC_1_3,257,485.66694444,0.05658093,0.99103343,11
191104_PC_1_3,258,486.58361111,0.06144416,0.96514091,11
191104_PC_1_3,259,487.66694444,0.05308404,0.97175537,13
191104_PC_1_3,260,488.66694444,0.05218362,0.97446652,12
191104_PC_1_3,261,489.58361111,0.05373039,0.91235079,11
191104_PC_1_3,262,490.58361111,0.05031856,0.9606957,12
191104_PC_1_3,263,491.58361111,0.04584187,0.96214851,12
191104_PC_1_3,264,492.41694444,0.06506736,0.97944563,10
191104_PC_1_3,265,493.50027778,0.05130096,0.94444866,13
191104_PC_1_3,266,494.50027778,0.05052307,0.96721823,12
191104_PC_1_3,267,495.41694444,0.05535714,0.96481091,11
191104_PC_1_3,268,496.33361111,0.05929614,0.98263736,11
191104_PC_1_3,269,497.08361111,0.06329838,0.9429034,9
191104_PC_1_3,270,498.08361111,0.05557966,0.97754307,12
191104_PC_1_3,271,499.00027778,0.05366852,0.97876943,11
191104_PC_1_3,272,499.83361111,0.05847202,0.96700597,10
191104_PC_1_3,273,500.66694444,0.05285808,0.83648178,10
191104_PC_1_3,274,501.75027778,0.05101969,0.96052886,13
191104_PC_1_3,275,502.66694444,0.05107112,0.90883167,11
191104_PC_1_3,276,503.41722222,0.05082175,0.93889753,9
191104_PC_1_3,277,504.41694444,0.05386735,0.98394678,12
191104_PC_1_3,278,505.25027778,0.05750438,0.95479443,10
191104_PC_1_3,279,506.16694444,0.06183765,0.95214827,11
191104_PC_1_3,280,507.16694444,0.05817145,0.96129279,12
191104_PC_1_3,281,508.16694444,0.04685008,0.93994209,12
191104_PC_1_3,282,509.00027778,0.05770763,0.9718692,10
191104_PC_1_3,283,510.00027778,0.05492295,0.85744814,12
191104_PC_1_3,284,510.83361111,0.06166504,0.98000781,10
191104_PC_1_3,285,511.75027778,0.05439134,0.93749252,11
191104_PC_1_3,286,512.91722222,0.04710614,0.96889549,14
191104_PC_1_3,287,513.75027778,0.04741349,0.9126639,10
191104_PC_1_3,288,514.58361111,0.05860394,0.98026044,10
191104_PC_1_3,289,515.58361111,0.05888166,0.93549675,12
191104_PC_1_3,290,516.58361111,0.05061933,0.93566184,12
191104_PC_1_3,291,517.50027778,0.05238037,0.96656043,11
191104_PC_1_3,292,518.50055556,0.05040234,0.96856055,12
191104_PC_1_3,293,519.16694444,0.0669709,0.95560922,8
191104_PC_1_3,294,520.25027778,0.05703493,0.98173201,13
191104_PC_1_3,295,521.16694444,0.04448573,0.96250556,11
191104_PC_1_3,296,522.08361111,0.05440916,0.9241879,11
191104_PC_1_3,297,523.00027778,0.05314962,0.94502285,11
191104_PC_1_3,298,523.91694444,0.05519859,0.96435722,11
191104_PC_1_3,299,524.91722222,0.05039259,0.9680524,12
191104_PC_1_3,300,525.75027778,0.05457996,0.97930203,10
191104_PC_1_3,301,526.75027778,0.05274815,0.97217734,12
191104_PC_1_3,302,527.58361111,0.044651830000000003,0.93091768,10
191104_PC_1_3,303,528.50027778,0.05356905,0.96159653,11
191104_PC_1_3,304,529.41694444,0.05285868,0.97390107,11
191104_PC_1_3,305,530.33361111,0.05212593,0.9671983,11
191104_PC_1_3,306,531.25055556,0.05548763,0.96798439,11
191104_PC_1_3,307,532.16694444,0.05446437,0.95973199,11
191104_PC_1_3,308,533.08361111,0.05199359,0.95810064,11
191104_PC_1_3,309,533.91722222,0.0589671,0.97174515,10
191104_PC_1_3,310,534.91722222,0.05492907,0.96926596,12
191104_PC_1_3,311,535.91694444,0.04588098,0.91534964,12
191104_PC_1_3,312,536.91722222,0.0568076,0.93717259,12
191104_PC_1_3,313,537.66694444,0.05225549,0.94719751,9
191104_PC_1_3,314,538.66694444,0.06289369,0.98134068,12
191104_PC_1_3,315,539.58361111,0.05134213,0.98070517,11
191104_PC_1_3,316,540.41694444,0.0607057,0.9404029,10
191104_PC_1_3,317,541.50027778,0.05266442,0.98347405,13
191104_PC_1_3,318,542.33388889,0.05373914,0.97674656,10
191104_PC_1_3,319,543.33361111,0.05222954,0.98801427,12
191104_PC_1_3,320,544.33388889,0.0512877,0.95608154,12
191104_PC_1_3,321,545.25027778,0.04999527,0.97142201,11
191104_PC_1_3,322,546.08361111,0.05677043,0.9447574,10
191104_PC_1_3,323,547.16694444,0.05245554,0.95872122,13
191104_PC_1_3,324,548.08361111,0.05782526,0.97020177,11
191104_PC_1_3,325,549.00027778,0.04607146,0.9157167,11
191104_PC_1_3,326,550.00027778,0.05421853,0.97602291,12
191104_PC_1_3,327,550.91694444,0.05652613,0.98819358,11
191104_PC_1_3,328,551.83361111,0.05469288,0.93472071,11
191104_PC_1_3,329,552.83361111,0.05418944,0.97321077,12
191104_PC_1_3,330,553.66694444,0.04887398,0.94133346,10
191104_PC_1_3,331,554.75027778,0.05271971,0.96189092,13
191104_PC_1_3,332,555.58361111,0.05333667,0.95421744,10
191104_PC_1_3,333,556.58361111,0.05352002,0.94935728,12
191104_PC_1_3,334,557.58361111,0.05368612,0.95651967,12
191104_PC_1_3,335,558.50027778,0.05197423,0.96482003,11
191104_PC_1_3,336,559.33361111,0.05480637,0.97863932,10
191104_PC_1_3,337,560.33361111,0.05565083,0.93974728,12
191104_PC_1_3,338,561.25027778,0.05000456,0.94778146,11
191104_PC_1_3,339,562.25027778,0.05449986,0.95836843,12
191104_PC_1_3,340,563.33388889,0.05004843,0.94984035,13
191104_PC_1_3,341,564.08361111,0.05079834,0.96506636,9
191104_PC_1_3,342,565.25027778,0.04696586,0.96540333,14
191104_PC_1_3,343,566.00027778,0.05954288,0.93495841,9
191104_PC_1_3,344,567.08361111,0.0521039,0.96034746,13
191104_PC_1_3,345,568.08361111,0.05363167,0.96318054,12
191104_PC_1_3,346,569.00027778,0.0580787,0.95551615,11
191104_PC_1_3,347,569.83361111,0.05415743,0.97088738,10
191104_PC_1_3,348,570.75055556,0.04638155,0.87548805,11
191104_PC_1_3,349,571.83361111,0.05244872,0.95430262,13
191104_PC_1_3,350,572.58361111,0.0530921,0.93713586,9
191104_PC_1_3,351,573.75027778,0.05522338,0.97070055,14
191104_PC_1_3,352,574.66694444,0.05271785,0.94074221,11
191104_PC_1_3,353,575.66694444,0.05519907,0.9207285,12
191104_PC_1_3,354,576.58361111,0.04452298,0.84114047,11
191104_PC_1_3,355,577.58361111,0.05187069,0.96004003,12
191104_PC_1_3,356,578.41694444,0.0535004,0.95850295,10
191104_PC_1_3,357,579.25027778,0.0539048,0.91930628,10
191104_PC_1_3,358,580.25027778,0.05241886,0.95813032,12
191104_PC_1_3,359,581.25027778,0.04856012,0.96937113,12
191104_PC_1_3,360,582.25027778,0.05009614,0.97307841,12
191104_PC_1_3,361,583.08388889,0.05423424,0.86278048,10
191104_PC_1_3,362,584.08361111,0.05559081,0.91444555,12
191104_PC_1_3,363,585.08361111,0.05597826,0.97245113,12
191104_PC_1_3,364,586.16694444,0.04985022,0.96188236,13
191104_PC_1_3,365,587.08361111,0.05144134,0.96188433,11
191104_PC_1_3,366,588.08361111,0.05540923,0.94858983,12
191104_PC_1_3,367,589.08361111,0.05350899,0.95090491,12
191104_PC_1_3,368,590.08361111,0.05071564,0.9783719,12
191104_PC_1_3,369,590.91694444,0.05273331,0.88841377,10
191104_PC_1_3,370,591.83361111,0.06002038,0.98396724,11
191104_PC_1_3,371,592.75027778,0.05612925,0.95988371,11
191104_PC_1_3,372,593.75027778,0.04906305,0.94249071,12
191104_PC_1_3,373,594.66694444,0.47042623,0.30501369,11
191104_PC_1_1,190,456.91666667,0.02637583,0.97986443,23
191104_PC_1_1,191,458.91666667,0.02498382,0.93801834,24
191104_PC_1_1,192,460.75,0.02798651,0.95700163,22
191104_PC_1_1,193,462.33333333,0.02900536,0.94621716,19
191104_PC_1_1,194,463.66666667,0.03773418,0.96341918,16
191104_PC_1_1,195,465.41666667,0.03601489,0.9405725,23
191104_PC_1_1,196,466.66666667,0.0394159,0.96649694,15
191104_PC_1_1,197,468.16666667,0.03818799,0.98493544,18
191104_PC_1_1,198,469.41666667,0.03692269,0.98068917,15
191104_PC_1_1,199,470.91666667,0.03766208,0.97018677,18
191104_PC_1_1,200,472.16666667,0.0402244,0.95957709,15
191104_PC_1_1,201,473.66666667,0.03802101,0.96630624,18
191104_PC_1_1,202,475,0.04118048,0.9758034,16
191104_PC_1_1,203,476.25,0.04066028,0.95615292,15
191104_PC_1_1,204,477.75,0.03606401,0.98817597,18
191104_PC_1_1,205,478.58333333,0.05773375,0.97807349,10
191104_PC_1_1,206,479.66694444,0.04826465,0.97312809,13
191104_PC_1_1,207,480.75,0.04590858,0.9644646,13
191104_PC_1_1,208,481.83333333,0.04296883,0.97567682,13
191104_PC_1_1,209,483.08333333,0.04271394,0.96872416,15
191104_PC_1_1,210,484.25,0.04901623,0.96195016,14
191104_PC_1_1,211,485.41666667,0.0466753,0.9743129,14
191104_PC_1_1,212,486.33333333,0.05302912,0.97671662,11
191104_PC_1_1,213,487.66666667,0.04281464,0.96576899,16
191104_PC_1_1,214,488.58333333,0.04546294,0.96229554,13
191104_PC_1_1,215,489.66666667,0.05384911,0.93412517,13
191104_PC_1_1,216,490.75,0.04520617,0.96958648,13
191104_PC_1_1,217,491.75,0.049826960000000003,0.94966188,12
191104_PC_1_1,218,493,0.04432792,0.97131824,15
191104_PC_1_1,219,494,0.05017334,0.96640914,12
191104_PC_1_1,220,495.25,0.04759838,0.95927815,15
191104_PC_1_1,221,496.16666667,0.05178508,0.95245461,11
191104_PC_1_1,222,497.25,0.0497686,0.96508356,13
191104_PC_1_1,223,498.33333333,0.04803427,0.97218936,13
191104_PC_1_1,224,499.33333333,0.05651888,0.90983175,12
191104_PC_1_1,225,500.33333333,0.0419326,0.9445877,12
191104_PC_1_1,226,501.33333333,0.04688356,0.92611949,12
191104_PC_1_1,227,502.33333333,0.05131775,0.98246411,12
191104_PC_1_1,228,503.33333333,0.05259529,0.94736842,12
191104_PC_1_1,229,504.33333333,0.04649917,0.96848068,12
191104_PC_1_1,230,505.33333333,0.05124127,0.95702024,12
191104_PC_1_1,231,506.33333333,0.04839967,0.9523142,12
191104_PC_1_1,232,507.5,0.04650373,0.96268737,14
191104_PC_1_1,233,508.5,0.04586547,0.95081227,12
191104_PC_1_1,234,509.5,0.05157513,0.95700552,12
191104_PC_1_1,235,510.58333333,0.04737453,0.97140743,13
191104_PC_1_1,236,511.75,0.05124852,0.96873089,14
191104_PC_1_1,237,512.75,0.04829072,0.94356249,18
191104_PC_1_1,238,513.91666667,0.04692723,0.97590949,24
191104_PC_1_1,238,513.91666667,0.04692723,0.97590949,24
191104_PC_1_1,239,515,0.04457029,0.98027496,21
191104_PC_1_1,240,516.16666667,0.04066972,0.97659852,24
191104_PC_1_1,240,516.16666667,0.04066972,0.97659852,24
191104_PC_1_1,241,516.91666667,0.05700509,0.95115316,15
191104_PC_1_1,241,516.91666667,0.05700509,0.95115316,15
191104_PC_1_1,242,518.25,0.04617145,0.96977454,26
191104_PC_1_1,243,519.16666667,0.05514466,0.9704083,19
191104_PC_1_1,243,519.16666667,0.05514466,0.9704083,19
191104_PC_1_1,244,520.16666667,0.0560382,0.99352761,20
191104_PC_1_1,244,520.16666667,0.0560382,0.99352761,20
191104_PC_1_1,245,521.25,0.05332218,0.97993829,21
191104_PC_1_1,248,524.41666667,0.0457607,0.96325635,22
191104_PC_1_1,248,524.41666667,0.0457607,0.96325635,22
191104_PC_1_1,249,525.41666667,0.04822698,0.95733941,22
191104_PC_1_1,249,525.41666667,0.04822698,0.95733941,22
191104_PC_1_1,252,528.25,0.05344792,0.97989053,21
191104_PC_1_1,253,529.41666667,0.04853934,0.9610997,22
191104_PC_1_1,253,529.41666667,0.04853934,0.9610997,22
191104_PC_1_1,254,530.41666667,0.04702485,0.95651612,20
191104_PC_1_1,254,530.41666667,0.04702485,0.95651612,20
191104_PC_1_1,257,533.66666667,0.04601441,0.97563393,24
191104_PC_1_1,257,533.66666667,0.04601441,0.97563393,24
191104_PC_1_1,258,534.5,0.03562839,0.77428577,16
191104_PC_1_1,259,535.91666667,0.04608146,0.96911811,29
191104_PC_1_1,259,535.91666667,0.04608146,0.96911811,29
191104_PC_1_1,260,537.16666667,0.05261404,0.96532961,23
191104_PC_1_1,260,537.16666667,0.05261404,0.96532961,23
191104_PC_1_1,261,538.16666667,0.05153721,0.94089554,22
191104_PC_1_1,261,538.16666667,0.05153721,0.94089554,22
191104_PC_1_1,262,539.41666667,0.04521144,0.9283992,23
191104_PC_1_1,262,539.41666667,0.04521144,0.9283992,23
191104_PC_1_1,264,541.5,0.05219528,0.91119594,21
191104_PC_1_1,265,542.91666667,0.04259964,0.9660654,29
191104_PC_1_1,265,542.91666667,0.04259964,0.9660654,29
191104_PC_1_1,266,543.91666667,0.04842548,0.96893775,20
191104_PC_1_1,267,545.16666667,0.0428327,0.95917935,23
191104_PC_1_1,267,545.16666667,0.0428327,0.95917935,23
191104_PC_1_1,268,546.16666667,0.04574443,0.95703199,20
191104_PC_1_1,268,546.16666667,0.04574443,0.95703199,20
191104_PC_1_1,269,547.16666667,0.0453748,0.95718757,18
191104_PC_1_1,269,547.16666667,0.0453748,0.95718757,18
191104_PC_1_1,270,548.41666667,0.04023658,0.94976568,25
191104_PC_1_1,270,548.41666667,0.04023658,0.94976568,25
191104_PC_1_1,271,549.66666667,0.04251642,0.95023079,25
191104_PC_1_1,271,549.66666667,0.04251642,0.95023079,25
191104_PC_1_1,272,550.91666667,0.04603327,0.94558374,23
191104_PC_1_1,272,550.91666667,0.04603327,0.94558374,23
191104_PC_1_1,273,552.16666667,0.04373433,0.93208553,25
191104_PC_1_1,273,552.16666667,0.04373433,0.93208553,25
191104_PC_1_1,276,555.66666667,0.04002649,0.959608,25
191104_PC_1_1,276,555.66666667,0.04002649,0.959608,25
191104_PC_1_1,278,558,0.04451157,0.96866969,28
191104_PC_1_1,281,561.41666667,0.04275635,0.9678505,25
191104_PC_1_1,281,561.41666667,0.04275635,0.9678505,25
191104_PC_1_1,282,562.5,0.04176846,0.89544267,21
191104_PC_1_1,283,563.91666667,0.04180262,0.95841037,25
191104_PC_1_1,283,563.91666667,0.04180262,0.95841037,25
191104_PC_1_1,285,566.41666667,0.04080103,0.95410992,27
191104_PC_1_1,285,566.41666667,0.04080103,0.95410992,27
191104_PC_1_1,286,567.25,0.0443466,0.86550987,18
191104_PC_1_1,287,568.5,0.04709414,0.93604079,25
191104_PC_1_1,288,569.5,0.04597764,0.90223829,20
191104_PC_1_1,289,570.75,0.04974489,0.95061014,25
191104_PC_1_1,290,571.91666667,0.04447532,0.95319743,22
191104_PC_1_1,290,571.91666667,0.04447532,0.95319743,22
191104_PC_1_1,293,575.66666667,0.04348834,0.953523,26
191104_PC_1_1,293,575.66666667,0.04348834,0.953523,26
191104_PC_1_1,296,579.16666667,0.0477842,0.97010296,24
191104_PC_1_1,296,579.16666667,0.0477842,0.97010296,24
191104_PC_1_1,297,580.25,0.04685774,0.88318159,21
191104_PC_1_1,298,581.41666667,0.04404345,0.96543133,24
191104_PC_1_1,298,581.41666667,0.04404345,0.96543133,24
191104_PC_1_1,299,582.66666667,0.04983504,0.96876836,23
191104_PC_1_1,299,582.66666667,0.04983504,0.96876836,23
191104_PC_1_1,301,584.91666667,0.04402259,0.9232735,24
191104_PC_1_1,301,584.91666667,0.04402259,0.9232735,24
191104_PC_1_1,302,586.16666667,0.0429025,0.91831853,21
191104_PC_1_1,302,586.16666667,0.0429025,0.91831853,21
191104_PC_1_1,304,588.5,0.04807593,0.94824997,23
191104_PC_1_1,305,589.66666667,0.04924556,0.92771739,22
191104_PC_1_1,305,589.66666667,0.04924556,0.92771739,22
191104_PC_1_1,306,590.91666667,0.03984024,0.91719272,25
191104_PC_1_1,306,590.91666667,0.03984024,0.91719272,25
191104_PC_1_1,308,593.16666667,0.04560401,0.90647449,23
191104_PC_1_1,308,593.16666667,0.04560401,0.90647449,23
191104_PC_1_1,309,594.41666667,0.04513653,0.96954289,27
191104_PC_1_1,309,594.41666667,0.04513653,0.96954289,27
