"Bucket label","RT","m/z","Name","Formula","202002_TTP_SILS2665_RA_1_1 _merged_","202002_TTP_SILS2666_RA_1_1 _merged_","202002_TTP_SILS2667_R1_1 _merged_","202002_TTP_SILS2668_R_1_1 _merged_","202002_TTP_SILS2669_R_1_ _merged_","202002_TTP_SILS2670_R_1_ _merged_"
"162.06811 Da 1137.91 s",18.97,163.07538,,"C10H10O2",1028.0,922.0,1046.0,0.0,996.0,920.0
"227.18894 Da 1139.10 s",18.98,228.19622,,"C13H25NO2",1558.0,1540.0,1720.0,1764.0,1856.0,1700.0
"116.92784 Da 18.36 s",0.31,115.92056,,,1308.0,2214.0,1408.0,690.0,1124.0,860.0
"103.94078 Da 18.37 s",0.31,102.93351,,,1616.0,1572.0,1278.0,1464.0,2388.0,2768.0
"147.97267 Da 18.38 s",0.31,146.96540,,,1426.0,1706.0,1690.0,2836.0,3032.0,1780.0
"130.98299 Da 18.39 s",0.31,129.97572,,,4120.0,0.0,4522.0,4818.0,5292.0,3974.0
"117.93568 Da 18.41 s",0.31,116.92840,,,0.0,4556.0,2784.0,3118.0,2640.0,2368.0
"115.99612 Da 18.47 s",0.31,114.98884,,,376.0,1808.0,1644.0,1378.0,1700.0,2434.0
"131.97352 Da 18.49 s",0.31,130.96625,,,85.0,628.0,2092.0,2080.0,1782.0,1990.0
"312.17691 Da 20.10 s",0.34,311.16964,,"C10H28N6OS2",978.0,1406.0,886.0,1178.0,870.0,880.0
"498.17488 Da 20.43 s",0.34,248.08016,,"C15H36N2O12P2",3644.0,0.0,1568.0,794.0,1022.0,832.0
"311.93825 Da 20.61 s",0.34,310.93097,,,72.0,404.0,1158.0,1350.0,902.0,1022.0
"103.96416 Da 20.93 s",0.35,102.95688,,,1206.0,1172.0,826.0,1032.0,708.0,1014.0
"227.97253 Da 22.20 s",0.37,226.96526,,"C8H4O6S",572.0,1222.0,1258.0,1368.0,1304.0,1348.0
"243.95081 Da 24.01 s",0.40,242.94353,,"C9H8S4",101.0,606.0,1388.0,1492.0,1618.0,1590.0
"522.92110 Da 35.22 s",0.59,521.91382,,,960.0,1000.0,0.0,1430.0,1396.0,908.0
"657.89216 Da 35.71 s",0.60,656.88489,,,4508.0,5988.0,5870.0,6230.0,5758.0,5424.0
"250.97327 Da 35.73 s",0.60,249.96599,,"C8H2N3O5P",938.0,1020.0,1514.0,1272.0,1432.0,1252.0
"454.93359 Da 35.82 s",0.60,453.92631,,"C10H9N5O8S4",1346.0,1272.0,1034.0,1506.0,1090.0,950.0
"317.95541 Da 36.28 s",0.60,316.94814,,"C7H4N4O7P2",16470.0,14808.0,18674.0,18192.0,17958.0,16324.0
"589.90551 Da 36.29 s",0.60,588.89824,,"C18H9O17P3",6326.0,6916.0,8558.0,7742.0,7146.0,8454.0
"793.86638 Da 36.30 s",0.60,792.85910,,"C22H5N8O18P3S",2630.0,5092.0,5946.0,5376.0,4590.0,4828.0
"521.91777 Da 36.31 s",0.61,520.91049,,"C14H10N2O12P4",6346.0,9024.0,10846.0,9182.0,8360.0,8558.0
"181.98033 Da 36.36 s",0.61,180.97305,,"C4H7O4PS",5746.0,5602.0,6596.0,6638.0,5184.0,5788.0
"453.93068 Da 36.50 s",0.61,452.92340,,"C11H3N8O7PS2",7120.0,9582.0,11010.0,9696.0,8736.0,9722.0
"658.89860 Da 36.50 s",0.61,657.89133,,"C20H7NO21P2",648.0,1384.0,1204.0,870.0,986.0,1026.0
"929.84315 Da 36.72 s",0.61,928.83587,,,1946.0,3956.0,5564.0,3912.0,3954.0,4712.0
"726.88863 Da 36.73 s",0.61,725.88135,,"C16H17N13OS10",554.0,1228.0,1182.0,882.0,0.0,640.0
"318.95891 Da 37.23 s",0.62,317.95163,,,1220.0,1142.0,1386.0,2244.0,1294.0,1514.0
"331.03206 Da 39.30 s",0.65,330.02478,,"C9H10N5O7P",0.0,0.0,0.0,1854.0,2306.0,2108.0
"263.04383 Da 39.49 s",0.66,262.03655,,"C13H5N5O2",0.0,0.0,0.0,6596.0,9898.0,13980.0
"467.00597 Da 39.82 s",0.66,465.99869,,"C20H9N3O9S",198.0,0.0,0.0,1736.0,2156.0,2448.0
"412.09570 Da 40.31 s",0.67,411.08842,,"C11H24N8OS4",0.0,126.0,0.0,1006.0,2832.0,5214.0
"195.05665 Da 40.87 s",0.68,194.04938,"2-_N-morpholino_ethanesulfonic acid","C6H13NO4S",282.0,0.0,0.0,33694.0,62328.0,122916.0
"155.95517 Da 41.20 s",0.69,154.94789,,,1132.0,764.0,644.0,668.0,520.0,1230.0
"191.04414 Da 41.28 s",0.69,190.03687,,,416.0,0.0,0.0,1410.0,1934.0,638.0
"318.12356 Da 41.38 s",0.69,317.11629,,"C14H23O6P",1026.0,970.0,1094.0,1234.0,738.0,394.0
"335.94565 Da 41.39 s",0.69,334.93837,,,1458.0,2756.0,0.0,316.0,516.0,0.0
"370.11202 Da 41.41 s",0.69,369.10474,,"C8H19N8O7P",640.0,0.0,2224.0,2244.0,2292.0,750.0
"158.01890 Da 41.63 s",0.69,157.01162,,"C10H6S",990.0,622.0,750.0,1068.0,1262.0,1032.0
"396.00441 Da 41.68 s",0.69,394.99713,,,1238.0,2658.0,396.0,450.0,408.0,54.0
"266.07837 Da 41.68 s",0.69,265.07110,,,1006.0,1514.0,786.0,730.0,576.0,0.0
"215.15251 Da 41.75 s",0.70,214.14523,,"C11H21NO3",1798.0,1430.0,2144.0,2904.0,0.0,1018.0
"160.07341 Da 41.75 s",0.70,159.06614,,"C7H12O4",1010.0,1746.0,960.0,1472.0,998.0,692.0
"559.13835 Da 41.78 s",0.70,558.13107,,"C18H37N7OS6",0.0,0.0,1424.0,1102.0,1042.0,0.0
"112.08875 Da 41.86 s",0.70,111.08148,,"C7H12O",728.0,856.0,682.0,1430.0,1154.0,674.0
"306.08998 Da 41.86 s",0.70,305.08270,,"C9H23O7PS",3050.0,1628.0,1276.0,844.0,790.0,576.0
"88.01609 Da 41.94 s",0.70,87.00881,,"C3H4O3",1624.0,2224.0,1960.0,1682.0,1870.0,1390.0
"601.14714 Da 42.01 s",0.70,600.13987,,"C17H37N3O14P2S",0.0,0.0,1046.0,966.0,1140.0,0.0
"58.04221 Da 42.14 s",0.70,57.03494,,,1198.0,1986.0,1718.0,2056.0,1502.0,1232.0
"116.02763 Da 42.18 s",0.70,115.02036,,,1012.0,970.0,586.0,2810.0,3454.0,3072.0
"469.98416 Da 42.26 s",0.70,468.97688,,"C16H22O4S6",1210.0,2198.0,0.0,526.0,380.0,0.0
"146.05749 Da 42.32 s",0.71,145.05021,,"C6H10O4",1104.0,1720.0,1074.0,1728.0,1114.0,938.0
"118.06330 Da 42.33 s",0.71,117.05602,,"C5H10O3",1068.0,1278.0,980.0,1170.0,808.0,482.0
"229.16809 Da 42.33 s",0.71,228.16082,,"C12H23NO3",3036.0,2416.0,3216.0,3646.0,2250.0,1268.0
"84.05788 Da 42.35 s",0.71,83.05060,,,742.0,636.0,1054.0,1018.0,572.0,726.0
"126.10461 Da 42.43 s",0.71,125.09733,,"C8H14O",1356.0,1182.0,1968.0,1972.0,794.0,800.0
"579.16734 Da 42.54 s",0.71,578.16006,,"C15H26N13O10P",1006.0,0.0,4466.0,4208.0,5588.0,1278.0
"174.08936 Da 42.54 s",0.71,173.08209,,"C8H14O4",1702.0,1682.0,2380.0,2968.0,1774.0,1026.0
"272.12747 Da 42.61 s",0.71,271.12019,,"C14H16N4O2",664.0,1412.0,758.0,1038.0,790.0,516.0
"200.10521 Da 42.87 s",0.71,199.09793,,"C10H16O4",678.0,1066.0,1086.0,1094.0,592.0,950.0
"132.07867 Da 43.02 s",0.72,131.07140,,"C6H12O3",1194.0,1428.0,1484.0,2040.0,810.0,718.0
"76.01611 Da 43.10 s",0.72,75.00884,,,1672.0,1738.0,1222.0,1200.0,1186.0,2046.0
"145.05288 Da 43.20 s",0.72,144.04560,,"C9H7NO",1238.0,1030.0,1040.0,954.0,448.0,764.0
"172.07383 Da 43.32 s",0.72,171.06655,,"C8H12O4",710.0,698.0,1006.0,1332.0,1058.0,798.0
"567.14156 Da 43.32 s",0.72,566.13429,,"C19H32N5O9P3",0.0,0.0,2012.0,1960.0,1934.0,836.0
"202.12078 Da 43.46 s",0.72,201.11350,,"C10H18O4",1950.0,1368.0,1196.0,2150.0,1222.0,886.0
"243.18355 Da 43.58 s",0.73,242.17628,,"C13H25NO3",11724.0,7398.0,9220.0,12428.0,10282.0,6228.0
"258.10977 Da 43.68 s",0.73,257.10249,,"C12H18O6",1032.0,1186.0,596.0,878.0,698.0,544.0
"260.12649 Da 43.70 s",0.73,259.11921,,"C13H24OS2",2320.0,1442.0,1168.0,2978.0,1566.0,582.0
"216.13606 Da 43.96 s",0.73,215.12878,,"C11H20O4",2158.0,1544.0,1654.0,2458.0,1370.0,1002.0
"159.98305 Da 44.25 s",0.74,158.97578,,"C5H4O4S",7426.0,7858.0,4350.0,4744.0,4734.0,3556.0
"168.11529 Da 44.39 s",0.74,167.10801,,"C10H16O2",1622.0,1382.0,1006.0,1628.0,1174.0,820.0
"60.02145 Da 44.44 s",0.74,59.01417,,,5298.0,5762.0,4288.0,5892.0,5310.0,3934.0
"330.24120 Da 45.81 s",0.76,329.23392,,"C11H34N6O3S",10704.0,6796.0,5374.0,7990.0,3830.0,2894.0
"160.10988 Da 46.90 s",0.78,159.10260,,"C8H16O3",1174.0,1318.0,1144.0,1822.0,800.0,668.0
"326.20731 Da 46.92 s",0.78,325.20004,,"C12H31N4O4P",1766.0,1338.0,506.0,1656.0,830.0,766.0
"72.05775 Da 47.03 s",0.78,71.05048,,,2368.0,2242.0,1970.0,2638.0,2164.0,1208.0
"290.07734 Da 47.05 s",0.78,289.07006,,"C9H23O4PS2",1094.0,1064.0,1058.0,1188.0,1136.0,720.0
"178.09971 Da 47.07 s",0.78,177.09243,,"C11H14O2",1606.0,1118.0,832.0,1540.0,1112.0,736.0
"184.01176 Da 47.12 s",0.79,183.00448,"2,4-DINITROPHENOL","C6H4N2O5",3010.0,2342.0,2900.0,3288.0,2298.0,2998.0
"222.08942 Da 47.21 s",0.79,221.08214,,"C12H14O4",11708.0,7764.0,7338.0,12052.0,8570.0,4184.0
"78.04692 Da 47.27 s",0.79,77.03965,,,2234.0,1430.0,1674.0,2442.0,1580.0,956.0
"135.04468 Da 47.47 s",0.79,134.03740,,,1610.0,1072.0,1088.0,0.0,1224.0,724.0
"214.12049 Da 47.75 s",0.80,213.11321,,"C11H18O4",2354.0,2440.0,1864.0,2284.0,1720.0,920.0
"326.17582 Da 47.79 s",0.80,325.16854,,"C18H22N4O2",1246.0,1290.0,988.0,1096.0,972.0,1014.0
"254.15209 Da 47.97 s",0.80,253.14481,"_-_-trans-C75","C14H22O4",20980.0,14852.0,9844.0,13634.0,8004.0,7424.0
"322.13918 Da 48.36 s",0.81,321.13191,,"C21H22OS",2486.0,1936.0,1252.0,1568.0,1408.0,1798.0
"244.16774 Da 48.53 s",0.81,243.16047,,"C13H24O4",1580.0,1310.0,1092.0,1448.0,1244.0,890.0
"210.16215 Da 48.84 s",0.81,209.15487,,"C13H22O2",17992.0,14224.0,9202.0,12430.0,7832.0,7006.0
"138.03130 Da 49.80 s",0.83,137.02402,,,1978.0,702.0,934.0,5198.0,822.0,1036.0
"94.04200 Da 50.10 s",0.83,93.03472,,"C6H6O",1934.0,612.0,1104.0,4594.0,836.0,1050.0
"378.16516 Da 50.92 s",0.85,377.15789,,"C17H18N10O",2354.0,2014.0,1512.0,2270.0,1566.0,1164.0
"237.11265 Da 51.31 s",0.86,236.10537,,"C9H20NO4P",8432.0,7398.0,5500.0,9110.0,4644.0,2864.0
"220.11070 Da 51.50 s",0.86,219.10343,,"C6H16N6OS",1064.0,726.0,1012.0,836.0,780.0,1196.0
"188.14141 Da 51.50 s",0.86,187.13413,,"C10H20O3",1932.0,1434.0,1204.0,1690.0,1110.0,788.0
"236.17756 Da 51.95 s",0.87,235.17028,,"C15H24O2",1274.0,1088.0,962.0,1538.0,1192.0,520.0
"432.19280 Da 52.08 s",0.87,431.18552,,"C11H28N8O10",2146.0,2222.0,1532.0,2040.0,1686.0,1320.0
"243.08928 Da 52.82 s",0.88,242.08201,,"C14H13NO3",970.0,1158.0,1412.0,678.0,1160.0,906.0
"196.14651 Da 53.04 s",0.88,195.13924,,"C12H20O2",2442.0,3080.0,2962.0,1492.0,1894.0,1932.0
"179.10639 Da 54.36 s",0.91,178.09911,,,1020.0,462.0,646.0,1486.0,518.0,254.0
"344.08001 Da 55.99 s",0.93,343.07273,,"C13H12N8O2S",754.0,1948.0,2086.0,1702.0,1072.0,2724.0
"310.21280 Da 60.65 s",1.01,309.20553,,"C12H31N4O3P",1048.0,696.0,730.0,776.0,1042.0,1110.0
"346.14008 Da 63.12 s",1.05,345.13281,,"C13H23N4O5P",1840.0,1460.0,1088.0,1142.0,886.0,824.0
"272.23547 Da 64.70 s",1.08,271.22820,,"C16H32O3",1260.0,1026.0,1228.0,1060.0,992.0,0.0
"317.95559 Da 69.49 s",1.16,316.94832,,"C7H4N4O7P2",864.0,1006.0,970.0,894.0,962.0,1064.0
"567.45235 Da 70.55 s",1.18,566.44507,,"C24H66N5O5PS",590.0,1002.0,1130.0,584.0,852.0,582.0
"243.95122 Da 70.97 s",1.18,242.94394,,,82.0,832.0,1076.0,1318.0,1134.0,1430.0
"130.98316 Da 71.63 s",1.19,129.97589,,,1918.0,1852.0,1664.0,1760.0,2004.0,2140.0
"318.06238 Da 72.11 s",1.20,317.05511,,"C9H18O10S",9570.0,2192.0,20962.0,12448.0,17188.0,3522.0
"242.01817 Da 73.48 s",1.22,241.01090,,"C8H6N2O7",702.0,0.0,1198.0,950.0,1028.0,466.0
"251.15273 Da 73.79 s",1.23,250.14546,,"C7H21N7OS",0.0,2124.0,3184.0,1176.0,1308.0,1700.0
"298.21544 Da 75.63 s",1.26,297.20816,,"C10H30N6O2S",1434.0,570.0,810.0,1142.0,840.0,116.0
"192.86502 Da 75.81 s",1.26,191.85774,,,654.0,1064.0,706.0,1192.0,1162.0,684.0
"266.04574 Da 75.97 s",1.27,265.03846,,"C11H11N2O4P",768.0,1552.0,542.0,640.0,1180.0,576.0
"190.86880 Da 76.09 s",1.27,189.86152,,,622.0,792.0,696.0,1386.0,1288.0,666.0
"220.85250 Da 76.21 s",1.27,219.84522,,,804.0,1226.0,1448.0,2002.0,2544.0,1466.0
"169.84382 Da 76.46 s",1.27,168.83654,,,2524.0,1820.0,1292.0,2186.0,0.0,1842.0
"147.97264 Da 76.49 s",1.27,146.96536,,,4752.0,5968.0,5732.0,3336.0,4244.0,7350.0
"161.84878 Da 76.53 s",1.28,160.84151,,,1084.0,658.0,770.0,2340.0,1046.0,1000.0
"120.95417 Da 76.54 s",1.28,119.94689,,,736.0,1024.0,1042.0,1460.0,1272.0,1162.0
"217.88772 Da 76.77 s",1.28,216.88044,,,1356.0,2236.0,1270.0,1388.0,1938.0,1018.0
"171.84054 Da 76.79 s",1.28,170.83326,,,2524.0,2418.0,2026.0,2186.0,2102.0,1842.0
"244.90652 Da 77.09 s",1.28,243.89924,,,23624.0,15836.0,8920.0,4260.0,3126.0,3398.0
"70.00328 Da 79.24 s",1.32,68.99600,,,16314.0,13164.0,6184.0,46770.0,10988.0,8360.0
"113.99277 Da 79.35 s",1.32,112.98549,,,13066.0,8068.0,4348.0,64320.0,5280.0,5002.0
"700.38879 Da 80.40 s",1.34,699.38151,,"C31H52N14OS2",2022.0,2692.0,1730.0,3962.0,2984.0,1370.0
"300.26756 Da 83.61 s",1.39,299.26029,,,1704.0,882.0,784.0,1204.0,586.0,674.0
"531.29200 Da 85.05 s",1.42,530.28473,,"C17H45N11O2S3",1192.0,878.0,820.0,1108.0,640.0,490.0
"530.28985 Da 85.98 s",1.43,529.28257,,"C21H55O6PS3",2402.0,1862.0,1406.0,2726.0,2082.0,1232.0
"985.55244 Da 93.21 s",1.55,984.54517,,,1730.0,1106.0,516.0,1196.0,886.0,0.0
"984.54176 Da 93.31 s",1.56,983.53448,,,1700.0,780.0,812.0,1572.0,1280.0,434.0
"538.33681 Da 93.51 s",1.56,537.32953,,"C27H46N4O7",11436.0,10366.0,8032.0,13114.0,9804.0,4788.0
"492.33112 Da 94.17 s",1.57,491.32384,,"C26H44N4O5",1380.0,1336.0,1296.0,1644.0,1290.0,726.0
"269.99006 Da 96.16 s",1.60,268.98278,,"C6H3N6O5P",2260.0,1052.0,830.0,1044.0,1116.0,2026.0
"984.55218 Da 96.27 s",1.60,983.54490,,"C28H81N20O12PS2",2152.0,1084.0,1060.0,1664.0,1080.0,0.0
"682.30581 Da 96.36 s",1.61,681.29853,,"C41H47O7P",11414.0,8146.0,3830.0,9120.0,5168.0,3612.0
"131.97350 Da 101.47 s",1.69,130.96623,,,108.0,686.0,804.0,1322.0,1140.0,1268.0
"272.23522 Da 106.12 s",1.77,271.22794,"3-hydroxy-hexadecanoic acid","C16H32O3",1554.0,1200.0,780.0,1198.0,748.0,572.0
"753.54133 Da 110.72 s",1.85,752.53405,,"C44H67N9O2",13846.0,23088.0,0.0,18464.0,17368.0,5922.0
"281.12624 Da 112.93 s",1.88,280.11896,,"C14H19NO5",2314.0,1798.0,2470.0,2556.0,2598.0,940.0
"355.19909 Da 113.53 s",1.89,354.19182,,"C18H29NO6",1076.0,812.0,874.0,1264.0,1492.0,584.0
"278.22469 Da 117.68 s",1.96,277.21741,,"C18H30O2",0.0,0.0,1166.0,2592.0,1350.0,730.0
"450.31977 Da 118.83 s",1.98,449.31249,,"C16H46N6O6S",1632.0,990.0,1482.0,2016.0,1060.0,598.0
"743.51415 Da 119.39 s",1.99,742.50688,,"C30H78N7O7PS2",878.0,1176.0,1050.0,802.0,948.0,342.0
"889.51989 Da 122.59 s",2.04,888.51261,,,474.0,1016.0,622.0,652.0,1024.0,246.0
"533.93330 Da 128.29 s",2.14,532.92602,,,1768.0,1194.0,1268.0,966.0,950.0,818.0
"305.92139 Da 128.75 s",2.15,304.91411,,,0.0,334.0,790.0,812.0,1014.0,1046.0
"243.95069 Da 129.96 s",2.17,242.94341,,,0.0,868.0,1742.0,1832.0,1704.0,1856.0
"103.94062 Da 130.68 s",2.18,102.93334,,,1002.0,1326.0,864.0,1026.0,586.0,718.0
"649.92104 Da 131.42 s",2.19,648.91377,,,1600.0,810.0,1154.0,868.0,796.0,870.0
"376.28315 Da 133.90 s",2.23,375.27587,,,3380.0,2298.0,2418.0,2500.0,2602.0,810.0
"62.99590 Da 134.30 s",2.24,61.98863,,,10422.0,8684.0,7040.0,9146.0,7568.0,5730.0
"193.93600 Da 136.72 s",2.28,192.92873,,,1426.0,1440.0,1052.0,1004.0,1036.0,1026.0
"699.91944 Da 137.71 s",2.30,698.91216,,"C19H5N6O22P",1466.0,916.0,1032.0,1006.0,914.0,576.0
"379.92544 Da 151.38 s",2.52,378.91816,,"C11H9O7PS3",0.0,546.0,992.0,1630.0,1492.0,1190.0
"270.13859 Da 158.60 s",2.64,269.13131,,"C14H23O3P",1928.0,2068.0,1990.0,1848.0,1744.0,1566.0
"329.91062 Da 161.61 s",2.69,328.90334,,,802.0,1086.0,1148.0,952.0,862.0,680.0
"266.15544 Da 162.12 s",2.70,265.14816,,"C12H26O4S",13584.0,5620.0,5054.0,8458.0,5706.0,10442.0
"227.97279 Da 162.36 s",2.71,226.96551,,"C8H4O6S",326.0,896.0,1270.0,878.0,1020.0,822.0
"298.16054 Da 169.80 s",2.83,297.15327,,"C8H22N6O6",1418.0,880.0,822.0,1592.0,1026.0,1120.0
"478.35223 Da 171.58 s",2.86,477.34496,,"C19H54N6OS3",1658.0,1222.0,1354.0,1118.0,1064.0,484.0
"397.89846 Da 174.60 s",2.91,396.89119,,"C13H6N2O3S5",810.0,1156.0,834.0,1050.0,750.0,918.0
"649.92065 Da 178.74 s",2.98,648.91337,,,1636.0,1340.0,1314.0,992.0,684.0,880.0
"699.91783 Da 180.58 s",3.01,698.91055,,"C23H7N6O15P3",2050.0,2086.0,2322.0,1864.0,1692.0,1682.0
"533.93303 Da 181.00 s",3.02,532.92576,,"C10H19N2O11PS5",1914.0,1134.0,1132.0,958.0,780.0,948.0
"789.98482 Da 181.09 s",3.02,788.97754,,"C37H16N2O13P2S",3166.0,1708.0,1038.0,1068.0,1206.0,940.0
"256.24056 Da 182.67 s",3.04,255.23328,"2-Hexyldecanoic acid","C16H32O2",12686.0,11612.0,13348.0,14458.0,10232.0,15878.0
"356.16604 Da 182.76 s",3.05,355.15877,,"C18H28O5S",2046.0,1426.0,1382.0,1190.0,628.0,928.0
"404.17087 Da 183.55 s",3.06,403.16359,,"C17H29N2O7P",1466.0,956.0,1010.0,884.0,724.0,770.0
"324.22807 Da 184.00 s",3.07,323.22080,,"C15H28N6O2",2028.0,1814.0,2914.0,2416.0,2354.0,2262.0
"310.18157 Da 184.36 s",3.07,309.17430,,"C14H30O5S",2176.0,1118.0,492.0,1900.0,942.0,1170.0
"350.24558 Da 193.17 s",3.22,349.23831,,"C15H35N4O3P",1144.0,850.0,776.0,1176.0,812.0,438.0
"282.25606 Da 193.20 s",3.22,281.24878,,"C18H34O2",3256.0,1776.0,1958.0,2546.0,1304.0,1024.0
"701.91450 Da 193.62 s",3.23,700.90723,,"C27H18N4O3S8",1356.0,1096.0,914.0,1056.0,734.0,802.0
"62.99590 Da 194.29 s",3.24,61.98862,,,12288.0,8282.0,7578.0,7984.0,8606.0,7278.0
"404.31448 Da 194.91 s",3.25,403.30720,,"C15H44N6O4S",3336.0,4790.0,2910.0,4462.0,2660.0,1610.0
"405.31826 Da 195.17 s",3.25,404.31098,,,1238.0,1070.0,1300.0,1102.0,1036.0,824.0
"354.20813 Da 197.11 s",3.29,353.20086,,"C9H26N10O5",1276.0,644.0,454.0,1368.0,360.0,480.0
"284.27176 Da 197.68 s",3.29,283.26448,,"C18H36O2",1040.0,934.0,1110.0,830.0,732.0,828.0
"312.17646 Da 198.16 s",3.30,311.16918,,"C10H28N6OS2",3180.0,2554.0,2288.0,4664.0,2274.0,3274.0
"311.93838 Da 198.24 s",3.30,310.93111,,"C8H4N6S4",142.0,434.0,1528.0,1388.0,1358.0,992.0
"379.92571 Da 206.74 s",3.45,378.91844,,"C12H5N4O3PS3",0.0,540.0,1262.0,1200.0,1542.0,1676.0
"557.29618 Da 222.51 s",3.71,556.28890,,,1342.0,1662.0,2308.0,1130.0,1438.0,1078.0
"556.29358 Da 223.62 s",3.73,555.28631,,"C26H44N4O7S",4832.0,4376.0,4858.0,4070.0,2128.0,3442.0
"294.18662 Da 224.98 s",3.75,293.17934,,"C14H30O4S",2844.0,3524.0,1182.0,2268.0,1408.0,1416.0
"484.28111 Da 225.89 s",3.76,483.27383,,"C15H45N6O7PS",3686.0,2282.0,2864.0,2318.0,1444.0,1378.0
"326.19164 Da 227.38 s",3.79,325.18436,,"C18H30O3S",3920.0,3200.0,4606.0,9432.0,3774.0,2962.0
"444.25579 Da 239.10 s",3.99,443.24851,,"C16H32N10O5",1038.0,724.0,974.0,1160.0,874.0,932.0
"832.56031 Da 239.37 s",3.99,831.55303,,,2412.0,2422.0,1740.0,1998.0,1242.0,750.0
"147.97263 Da 239.72 s",4.00,146.96535,,,914.0,1182.0,1166.0,1044.0,1368.0,1492.0
"453.93043 Da 243.42 s",4.06,452.92316,,"C11H3N8O7PS2",588.0,1376.0,1044.0,1504.0,1450.0,1122.0
"103.96437 Da 247.07 s",4.12,102.95709,,,754.0,816.0,642.0,1048.0,1056.0,1294.0
"666.42658 Da 251.91 s",4.20,665.41931,,"C33H54N12OS",2538.0,2648.0,2610.0,3186.0,1424.0,3196.0
"976.60167 Da 252.03 s",4.20,975.59439,,,1696.0,1856.0,1282.0,1768.0,874.0,0.0
"352.25965 Da 255.33 s",4.26,351.25237,,"C15H37N4O3P",2010.0,2104.0,2536.0,2798.0,2138.0,2038.0
"384.19777 Da 255.73 s",4.26,383.19049,,,1382.0,1094.0,1126.0,936.0,818.0,626.0
"284.27194 Da 256.37 s",4.27,283.26467,,"C18H36O2",10522.0,13718.0,14212.0,15658.0,11942.0,12872.0
"830.54432 Da 259.73 s",4.33,829.53704,,,1000.0,1300.0,1024.0,1324.0,508.0,0.0
"340.20778 Da 264.06 s",4.40,339.20050,,"C11H28N6O6",2672.0,2920.0,3726.0,9394.0,3158.0,2974.0
"521.91741 Da 275.21 s",4.59,520.91014,,"C8H10N8O9S5",368.0,1220.0,1188.0,754.0,1214.0,1432.0
"649.92072 Da 282.40 s",4.71,648.91345,,,1038.0,1050.0,682.0,560.0,556.0,596.0
"978.61825 Da 283.70 s",4.73,977.61098,,"C37H83N22O3PS2",3398.0,3032.0,1946.0,2278.0,1266.0,356.0
"699.91322 Da 290.59 s",4.84,698.90594,,"C15H16N12O5S8",1624.0,1338.0,1118.0,1160.0,1078.0,1060.0
"565.35288 Da 291.88 s",4.86,564.34560,,"C19H39N19O2",2584.0,2350.0,1666.0,2954.0,2206.0,1128.0
"773.50186 Da 310.23 s",5.17,772.49459,,,1666.0,1022.0,1916.0,2014.0,1220.0,856.0
"774.50806 Da 311.61 s",5.19,773.50079,,,1288.0,384.0,1210.0,836.0,634.0,486.0
"147.97283 Da 312.89 s",5.21,146.96555,,,1172.0,1016.0,1142.0,1566.0,1518.0,1130.0
"408.30387 Da 314.52 s",5.24,407.29660,,"C21H40N6S",1466.0,1444.0,1914.0,1808.0,1686.0,2254.0
"818.51960 Da 320.07 s",5.33,817.51232,,"C40H78N6O5S3",1528.0,1686.0,1690.0,2066.0,1008.0,932.0
"982.58910 Da 321.48 s",5.36,981.58183,,"C70H78O4",3036.0,1968.0,1452.0,2232.0,1800.0,0.0
"411.32250 Da 326.37 s",5.44,410.31522,,"C19H46N3O4P",1288.0,1224.0,1238.0,1666.0,1238.0,1628.0
"410.31990 Da 326.51 s",5.44,409.31262,,"C13H38N12O3",3148.0,3206.0,5200.0,4440.0,3632.0,3976.0
"103.96420 Da 330.35 s",5.51,102.95692,,,668.0,854.0,1442.0,650.0,1134.0,718.0
"733.55568 Da 331.54 s",5.53,732.54841,,"C39H80N3O5PS",1146.0,1194.0,910.0,1248.0,670.0,138.0
"732.55335 Da 332.63 s",5.54,731.54607,,"C34H68N16S",2544.0,2508.0,1738.0,2264.0,1468.0,474.0
"686.54752 Da 332.96 s",5.55,685.54024,,"C37H75N4O5P",1836.0,1734.0,1334.0,1318.0,1076.0,452.0
"933.57781 Da 335.22 s",5.59,932.57053,,"C49H84N5O8PS",1430.0,1304.0,1072.0,1024.0,844.0,338.0
"884.55260 Da 335.85 s",5.60,883.54532,,"C42H80N10O4S3",1254.0,1002.0,666.0,1024.0,688.0,0.0
"816.56271 Da 336.74 s",5.61,815.55544,,"C31H76N16O5S2",8096.0,4890.0,4776.0,6934.0,3192.0,2466.0
"397.89841 Da 338.86 s",5.65,396.89114,,,784.0,1194.0,1054.0,896.0,798.0,948.0
"794.52163 Da 351.73 s",5.86,793.51435,,"C32H66N20S2",3804.0,3434.0,3016.0,4808.0,3052.0,1960.0
"781.53807 Da 353.91 s",5.90,780.53079,,"C33H79N7O9S2",1436.0,1208.0,1480.0,1222.0,456.0,652.0
"542.27869 Da 356.05 s",5.93,541.27141,,"C26H38N8O3S",1016.0,920.0,1144.0,800.0,924.0,1042.0
"815.51401 Da 356.11 s",5.94,814.50674,,,1866.0,592.0,1040.0,2200.0,500.0,416.0
"474.29107 Da 356.64 s",5.94,473.28379,,"C19H38N8O6",12474.0,11150.0,11080.0,12752.0,10962.0,13584.0
"816.51799 Da 357.03 s",5.95,815.51072,,"C30H73N16O4PS2",1124.0,0.0,764.0,1348.0,1288.0,0.0
"920.56896 Da 359.63 s",5.99,919.56168,,,1020.0,556.0,952.0,562.0,612.0,1146.0
