"Bucket label","RT","m/z","Name","Formula","2020020_TTP_SILS2665_RA1_1_23 _merged_","2020020_TTP_SILS2666_RA2_1_23 _merged_","2020020_TTP_SILS2667_RA3_1_23 _merged_","2020020_TTP_SILS2668_RA4_1_23 _merged_","2020020_TTP_SILS2669_RA5_1_239 _merged_","2020020_TTP_SILS2670_RA6_1_238 _merged_"
"507.11661 Da 49.72 s",0.83,508.12389,,"C13H22N11O7PS",0.0,0.0,0.0,1318.0,1194.0,904.0
"1028.19660 Da 49.89 s",0.83,515.10558,,,0.0,0.0,0.0,6388.0,7576.0,8174.0
"327.56754 Da 50.04 s",0.83,328.57482,,,0.0,0.0,0.0,0.0,276.0,1236.0
"222.01677 Da 50.04 s",0.83,223.02404,,,0.0,0.0,0.0,0.0,0.0,6122.0
"904.71402 Da 50.08 s",0.83,905.72130,,,0.0,0.0,0.0,2922.0,2298.0,3248.0
"312.13616 Da 50.15 s",0.84,313.14343,,"C19H20O4",0.0,0.0,0.0,5092.0,3888.0,1284.0
"421.07733 Da 50.25 s",0.84,422.08460,,"C11H19N9O3S3",0.0,0.0,0.0,1154.0,1092.0,0.0
"833.14054 Da 50.25 s",0.84,417.57754,,,0.0,0.0,0.0,3922.0,5958.0,5816.0
"879.14685 Da 50.25 s",0.84,440.58070,,"C31H34N11O14PS2",0.0,0.0,0.0,1570.0,2790.0,0.0
"1001.74122 Da 50.34 s",0.84,1002.74850,,,0.0,0.0,0.0,1514.0,1910.0,0.0
"702.17194 Da 50.41 s",0.84,703.17922,,"C22H34N14O5S4",0.0,0.0,0.0,1094.0,1292.0,904.0
"409.59191 Da 50.41 s",0.84,410.59919,,,0.0,0.0,0.0,1110.0,1174.0,806.0
"638.08183 Da 50.42 s",0.84,639.08910,,,0.0,0.0,0.0,1732.0,2438.0,2874.0
"319.04158 Da 50.43 s",0.84,320.04886,,,0.0,0.0,0.0,1930.0,3102.0,2622.0
"610.63020 Da 50.61 s",0.84,611.63748,,"C30H86N6OS2",0.0,0.0,0.0,1258.0,1564.0,1322.0
"443.02423 Da 50.64 s",0.84,444.03150,,"C21H10N5O3PS",106.0,0.0,0.0,1328.0,1808.0,1844.0
"71.07330 Da 50.77 s",0.85,72.08058,,"C4H9N",45136.0,56280.0,51044.0,22394.0,17264.0,9522.0
"446.03167 Da 50.83 s",0.85,447.03894,,"C21H18O5S3",0.0,0.0,0.0,0.0,1056.0,980.0
"342.54549 Da 50.83 s",0.85,343.55277,,,0.0,0.0,0.0,1732.0,2926.0,1714.0
"230.51804 Da 50.84 s",0.85,231.52532,,,0.0,0.0,0.0,1810.0,1418.0,1838.0
"702.24928 Da 50.97 s",0.85,703.25656,,,0.0,0.0,0.0,1018.0,0.0,0.0
"799.19839 Da 50.97 s",0.85,800.20567,,"C32H45N7O7S5",0.0,0.0,0.0,1394.0,1194.0,0.0
"54.04650 Da 51.02 s",0.85,55.05378,,,9008.0,11564.0,12404.0,2776.0,2828.0,1754.0
"293.97307 Da 51.13 s",0.85,294.98035,,,0.0,0.0,0.0,2946.0,4506.0,5962.0
"216.11651 Da 51.19 s",0.85,217.12379,,,1842.0,1764.0,1534.0,1132.0,1506.0,0.0
"294.97829 Da 51.39 s",0.86,295.98557,,"C11H5NO7S",0.0,0.0,0.0,1390.0,1342.0,1728.0
"343.04432 Da 51.39 s",0.86,344.05160,,"C8H17N5O4S3",0.0,0.0,0.0,1348.0,1066.0,1282.0
"248.97570 Da 51.41 s",0.86,249.98297,,,134.0,0.0,0.0,1156.0,1126.0,1092.0
"323.54907 Da 51.61 s",0.86,324.55635,,,0.0,0.0,0.0,1004.0,1038.0,874.0
"290.00301 Da 51.80 s",0.86,146.00878,,"C9H2N6O6",0.0,0.0,0.0,2464.0,2474.0,3788.0
"521.19632 Da 52.29 s",0.87,522.20360,,"C32H23N7O",1014.0,190.0,360.0,0.0,0.0,0.0
"526.15280 Da 52.29 s",0.87,527.16008,,"C17H32N6O7P2S",1146.0,644.0,648.0,0.0,0.0,0.0
"424.14514 Da 52.69 s",0.88,425.15241,,"C16H32N4OS4",0.0,0.0,0.0,19422.0,13040.0,1716.0
"311.55770 Da 52.79 s",0.88,312.56498,,,0.0,0.0,0.0,1574.0,206.0,0.0
"440.14031 Da 52.94 s",0.88,441.14759,,"C15H20N8O8",0.0,0.0,0.0,7724.0,6638.0,2196.0
"511.09059 Da 52.98 s",0.88,512.09787,,,0.0,2008.0,884.0,764.0,1072.0,0.0
"283.00800 Da 52.98 s",0.88,284.01527,,"C9H5N3O8",974.0,1710.0,914.0,1052.0,1062.0,0.0
"341.61798 Da 53.14 s",0.89,342.62525,,,902.0,3784.0,1792.0,4342.0,2860.0,0.0
"557.08069 Da 53.14 s",0.89,558.08796,,,1386.0,1392.0,1514.0,0.0,266.0,0.0
"328.00539 Da 53.24 s",0.89,329.01267,,"C17H4N4O2S",1104.0,1980.0,1876.0,1250.0,1638.0,400.0
"325.60879 Da 53.40 s",0.89,326.61607,,,0.0,0.0,0.0,1204.0,638.0,0.0
"228.58224 Da 53.40 s",0.89,229.58951,,,3082.0,6658.0,2978.0,5222.0,5016.0,1302.0
"228.08122 Da 53.44 s",0.89,229.08850,,,0.0,0.0,0.0,0.0,0.0,4388.0
"558.08720 Da 53.99 s",0.90,559.09448,,"C29H10N12S",1056.0,0.0,0.0,60.0,0.0,0.0
"582.16888 Da 54.44 s",0.91,583.17616,,"C27H35O10PS",1942.0,1102.0,2240.0,0.0,1660.0,448.0
"255.04133 Da 54.80 s",0.91,256.04861,,"C7H13NO7S",782.0,1234.0,0.0,820.0,0.0,0.0
"212.11566 Da 57.59 s",0.96,213.12294,,"C10H16N2O3",1014.0,1802.0,1516.0,1634.0,922.0,0.0
"96.96112 Da 60.18 s",1.00,97.96839,,,1554.0,3774.0,1632.0,1738.0,1706.0,1650.0
"719.13566 Da 60.25 s",1.00,720.14294,,"C21H40NO20P3",1508.0,1328.0,1042.0,0.0,0.0,0.0
"303.10692 Da 60.35 s",1.01,304.11419,,"C11H17N3O7",710.0,952.0,1050.0,890.0,592.0,0.0
"144.92227 Da 60.40 s",1.01,145.92955,,,5224.0,5038.0,6130.0,5556.0,6816.0,6350.0
"116.92746 Da 60.67 s",1.01,117.93473,,,1286.0,1524.0,1966.0,1560.0,1462.0,1762.0
"564.17482 Da 60.70 s",1.01,565.18210,,"C15H44N6O4S6",986.0,1076.0,1630.0,1684.0,980.0,170.0
"109.85335 Da 61.25 s",1.02,55.93395,,,0.0,10226.0,0.0,8764.0,10080.0,0.0
"62.99023 Da 61.57 s",1.03,63.99751,,,534.0,988.0,1308.0,2362.0,1958.0,1450.0
"216.12167 Da 62.64 s",1.04,217.12894,,,1314.0,1846.0,1598.0,1932.0,1346.0,396.0
"277.07306 Da 62.67 s",1.04,278.08034,,"C9H15N3O5S",6920.0,5394.0,3162.0,4296.0,3006.0,1742.0
"149.05097 Da 63.57 s",1.06,150.05824,"L-Methionine","C5H11NO2S",6502.0,15122.0,8976.0,11402.0,7184.0,1802.0
"132.02444 Da 63.58 s",1.06,133.03171,,"C5H8O2S",4926.0,10496.0,7082.0,7026.0,5538.0,1262.0
"389.11885 Da 64.69 s",1.08,390.12612,,"C14H31NO3S4",2078.0,2508.0,974.0,1322.0,1016.0,0.0
"275.11179 Da 64.82 s",1.08,276.11906,"Ala Ala Asp","C10H17N3O6",2022.0,3008.0,2634.0,2122.0,1962.0,842.0
"323.05217 Da 65.25 s",1.09,324.05945,"5_-CMP","C9H14N3O8P",2096.0,0.0,1284.0,1436.0,1254.0,616.0
"646.10299 Da 65.33 s",1.09,324.05877,,,0.0,1758.0,0.0,0.0,0.0,0.0
"79.93772 Da 65.83 s",1.10,80.94499,,,0.0,0.0,1012.0,0.0,0.0,0.0
"218.12695 Da 65.90 s",1.10,219.13423,,"C9H18N2O4",732.0,1402.0,1716.0,1292.0,730.0,0.0
"203.15231 Da 65.90 s",1.10,204.15959,,"C10H21NO3",592.0,1034.0,296.0,530.0,522.0,0.0
"302.06080 Da 66.17 s",1.10,303.06808,,"C8H18N2O6S2",0.0,0.0,0.0,1104.0,1010.0,400.0
"274.20567 Da 66.31 s",1.11,275.21295,,,436.0,618.0,700.0,716.0,1014.0,862.0
"423.02289 Da 66.50 s",1.11,424.03016,,"C20H9NO10",3516.0,3922.0,4180.0,3198.0,3522.0,0.0
"218.08991 Da 66.72 s",1.11,219.09719,"Ala Glu","C8H14N2O5",7918.0,10752.0,8956.0,9936.0,6570.0,1810.0
"534.15789 Da 67.20 s",1.12,268.08622,,"C17H43O8PS4",3512.0,6774.0,0.0,4984.0,0.0,304.0
"424.02794 Da 67.35 s",1.12,425.03522,,"C10H20N2O10S3",1152.0,1168.0,1356.0,1378.0,814.0,0.0
"387.13856 Da 67.44 s",1.12,388.14584,,"C14H29NO7S2",2982.0,1382.0,1026.0,1034.0,684.0,0.0
"259.15349 Da 67.50 s",1.13,260.16077,"Val Ala Ala","C11H21N3O4",538.0,1038.0,1138.0,992.0,534.0,0.0
"309.96791 Da 67.81 s",1.13,310.97518,,"C8H3N6O4PS",0.0,0.0,0.0,3222.0,3422.0,1084.0
"846.04533 Da 68.09 s",1.13,424.02994,,,0.0,0.0,0.0,0.0,0.0,1466.0
"492.31557 Da 68.89 s",1.15,247.16506,,,2232.0,0.0,0.0,0.0,0.0,0.0
"159.10025 Da 69.02 s",1.15,160.10753,,,3750.0,3084.0,1706.0,2790.0,1686.0,1156.0
"373.12398 Da 69.14 s",1.15,374.13126,,"C13H19N5O8",1500.0,2198.0,2196.0,2486.0,1282.0,460.0
"366.03958 Da 69.67 s",1.16,184.02706,,,0.0,0.0,0.0,2758.0,0.0,858.0
"246.15828 Da 69.70 s",1.16,247.16556,,"C11H22N2O4",0.0,4248.0,1592.0,2612.0,1538.0,614.0
"183.01981 Da 71.09 s",1.18,184.02708,"L-Homocysteic acid","C4H9NO5S",2516.0,2314.0,2276.0,0.0,2310.0,0.0
"122.04789 Da 74.09 s",1.23,123.05517,"Niacinamide","C6H6N2O",8070.0,11384.0,5894.0,7730.0,5668.0,1576.0
"293.11182 Da 74.41 s",1.24,294.11910,,"C12H23NO3S2",642.0,1532.0,300.0,0.0,0.0,0.0
"204.97984 Da 74.77 s",1.25,205.98712,,"C5H7N3S3",1388.0,2000.0,1176.0,2564.0,1646.0,714.0
"189.95584 Da 75.06 s",1.25,190.96312,,,1280.0,1378.0,1176.0,1178.0,1206.0,1036.0
"139.97957 Da 75.16 s",1.25,140.98685,,,1650.0,2204.0,1734.0,2700.0,2310.0,1814.0
"232.97442 Da 75.21 s",1.25,233.98170,,,3418.0,5318.0,2304.0,6088.0,3764.0,2010.0
"176.98412 Da 76.17 s",1.27,177.99140,,,668.0,1268.0,128.0,1168.0,746.0,0.0
"156.02789 Da 76.17 s",1.27,157.03517,,"C4H12O2S2",760.0,1484.0,396.0,994.0,978.0,210.0
"160.95333 Da 76.60 s",1.28,161.96061,,,674.0,612.0,686.0,1022.0,982.0,516.0
"377.89627 Da 76.79 s",1.28,189.95541,,,0.0,2412.0,0.0,0.0,0.0,0.0
"202.57051 Da 79.67 s",1.33,203.57779,,,2382.0,2350.0,1804.0,3168.0,1994.0,214.0
"352.11228 Da 82.11 s",1.37,177.06342,,,0.0,0.0,0.0,1436.0,0.0,0.0
"360.14914 Da 82.11 s",1.37,181.08185,,"C20H25O4P",766.0,750.0,844.0,1200.0,852.0,0.0
"350.09911 Da 82.60 s",1.38,176.05683,,,0.0,2070.0,0.0,0.0,0.0,152.0
"131.09464 Da 82.82 s",1.38,132.10192,"L-Leucine","C6H13NO2",10328.0,9056.0,8412.0,6590.0,4572.0,1694.0
"538.19776 Da 84.92 s",1.42,539.20504,,"C16H44O13P2S",1310.0,720.0,1106.0,0.0,1630.0,0.0
"537.19312 Da 86.51 s",1.44,538.20039,,"C20H27N9O9",4672.0,2452.0,4934.0,5112.0,5192.0,1162.0
"185.15253 Da 88.73 s",1.48,186.15981,,,802.0,1050.0,672.0,1118.0,654.0,282.0
"242.01917 Da 88.94 s",1.48,243.02645,,,1122.0,220.0,286.0,366.0,388.0,0.0
"127.06327 Da 89.80 s",1.50,128.07054,,"C6H9NO2",2442.0,1844.0,1520.0,1300.0,1276.0,704.0
"173.06876 Da 90.52 s",1.51,174.07603,,"C7H11NO4",3496.0,3248.0,2374.0,1766.0,1894.0,1382.0
"128.04505 Da 90.72 s",1.51,129.05232,,,956.0,1284.0,1244.0,2096.0,1760.0,604.0
"162.93249 Da 93.47 s",1.56,163.93977,,,898.0,332.0,1044.0,0.0,0.0,1402.0
"76.03078 Da 96.23 s",1.60,77.03805,,,548.0,1000.0,1108.0,1068.0,716.0,244.0
"136.07148 Da 97.55 s",1.63,137.07876,,,2002.0,2222.0,1614.0,1694.0,1726.0,578.0
"189.99380 Da 97.72 s",1.63,191.00107,,"C6H6O5S",954.0,1474.0,796.0,816.0,416.0,0.0
"226.01446 Da 97.72 s",1.63,227.02173,,,934.0,1218.0,538.0,544.0,0.0,0.0
"292.07229 Da 98.06 s",1.63,147.04342,,,2478.0,0.0,0.0,0.0,0.0,0.0
"118.04155 Da 98.17 s",1.64,119.04883,,"C8H6O",2718.0,3800.0,2522.0,2836.0,1996.0,676.0
"376.13132 Da 98.29 s",1.64,377.13860,,"C16H28N2O2S3",0.0,0.0,0.0,1208.0,660.0,0.0
"499.13839 Da 98.42 s",1.64,500.14566,,"C19H27N5O7P2",3418.0,6026.0,2586.0,1856.0,1316.0,0.0
"135.06846 Da 98.49 s",1.64,136.07573,"PHENACYLAMINE","C8H9NO",17044.0,23370.0,16484.0,18496.0,13238.0,3988.0
"122.03668 Da 98.51 s",1.64,123.04395,"Salicylaldehyde","C7H6O2",3862.0,5346.0,4022.0,3658.0,2464.0,1264.0
"636.12253 Da 100.16 s",1.67,637.12981,,"C24H35N2O10P3S",2004.0,3426.0,1080.0,0.0,0.0,0.0
"689.03853 Da 100.75 s",1.68,690.04581,,,1388.0,1250.0,0.0,0.0,252.0,0.0
"264.02937 Da 101.01 s",1.68,265.03665,,,1264.0,1870.0,844.0,940.0,0.0,316.0
"335.08973 Da 101.06 s",1.68,336.09701,,"C9H23NO8P2",3858.0,1832.0,1000.0,910.0,500.0,192.0
"625.21004 Da 101.72 s",1.70,626.21732,,"C18H28N17O7P",0.0,0.0,602.0,1766.0,554.0,0.0
"371.97876 Da 101.84 s",1.70,372.98604,,"C13H8O11S",2900.0,1782.0,1906.0,1404.0,1034.0,684.0
"370.97357 Da 102.19 s",1.70,371.98085,,,0.0,0.0,4880.0,3290.0,2604.0,2318.0
"563.17253 Da 103.21 s",1.72,564.17980,,"C21H25N9O10",1162.0,1312.0,1188.0,1434.0,782.0,0.0
"258.12229 Da 104.01 s",1.73,259.12957,,"C12H22N2S2",790.0,500.0,700.0,1358.0,0.0,0.0
"289.12716 Da 104.20 s",1.74,290.13443,,"C11H19N3O6",9080.0,5882.0,7812.0,5598.0,5856.0,1786.0
"741.94703 Da 104.35 s",1.74,371.98079,,,6628.0,4376.0,0.0,3196.0,0.0,0.0
"290.13119 Da 104.51 s",1.74,291.13847,,"C13H18N6S",1532.0,1124.0,1542.0,834.0,784.0,0.0
"356.00985 Da 105.48 s",1.76,357.01712,,"C18H5N4O3P",1024.0,844.0,0.0,600.0,554.0,0.0
"56.06224 Da 107.51 s",1.79,57.06952,,,0.0,1044.0,0.0,0.0,0.0,0.0
"348.07342 Da 115.12 s",1.92,349.08069,,"C11H24O6S3",1456.0,1258.0,1110.0,1348.0,0.0,0.0
"276.09543 Da 115.54 s",1.93,277.10271,,"C10H16N2O7",842.0,1150.0,1240.0,624.0,808.0,158.0
"232.10555 Da 119.30 s",1.99,233.11282,,"C9H16N2O5",2174.0,2838.0,2216.0,1796.0,1334.0,552.0
"228.96634 Da 119.42 s",1.99,229.97361,,,1200.0,1130.0,1342.0,1030.0,1082.0,424.0
"227.95871 Da 119.65 s",1.99,228.96598,,"C5H8O4S3",1328.0,1174.0,1016.0,1002.0,1020.0,802.0
"213.04935 Da 119.69 s",1.99,214.05663,,"C6H15NO3S2",502.0,968.0,580.0,1044.0,508.0,0.0
"273.96502 Da 119.87 s",2.00,274.97230,,"C7H14OS5",1406.0,1478.0,1720.0,1422.0,1888.0,614.0
"62.93489 Da 120.26 s",2.00,63.94217,,,0.0,0.0,0.0,1132.0,836.0,802.0
"256.24047 Da 122.19 s",2.04,257.24774,"Palmitic acid","C16H32O2",1204.0,1522.0,1152.0,0.0,1332.0,2152.0
"83.03696 Da 122.74 s",2.05,84.04424,,"C4H5NO",6004.0,8754.0,4950.0,5808.0,2852.0,1756.0
"216.94327 Da 123.06 s",2.05,217.95054,,"C5H3N3OS3",1712.0,1466.0,1994.0,1672.0,1384.0,614.0
"162.11548 Da 124.24 s",2.07,163.12275,,"C10H14N2",2266.0,0.0,1218.0,1082.0,1106.0,944.0
"316.54371 Da 124.38 s",2.07,317.55098,,,0.0,0.0,594.0,0.0,1064.0,0.0
"202.13153 Da 124.95 s",2.08,203.13881,,"C9H18N2O3",1238.0,1148.0,1200.0,830.0,634.0,0.0
"169.05826 Da 125.86 s",2.10,170.06553,,,0.0,0.0,4570.0,5186.0,3032.0,0.0
"227.06496 Da 127.67 s",2.13,228.07224,,"C7H17NO3S2",2166.0,2252.0,1118.0,1538.0,1406.0,756.0
"185.94843 Da 127.74 s",2.13,186.95571,,,4832.0,3948.0,5326.0,4014.0,4500.0,4936.0
"316.03945 Da 128.04 s",2.13,317.04673,,"C10H13N4O4PS",1554.0,1206.0,664.0,1190.0,0.0,0.0
"633.08413 Da 128.16 s",2.14,317.54934,,"C35H19N7S3",1618.0,1428.0,102.0,962.0,0.0,564.0
"632.07914 Da 128.45 s",2.14,633.08641,,,2358.0,1690.0,874.0,1340.0,1480.0,0.0
"338.11726 Da 129.06 s",2.15,170.06591,,,2886.0,5752.0,0.0,0.0,0.0,938.0
"169.55809 Da 129.40 s",2.16,170.56537,,,1330.0,1038.0,126.0,934.0,232.0,184.0
"308.55798 Da 129.84 s",2.16,309.56526,,,0.0,1516.0,614.0,0.0,590.0,664.0
"617.11290 Da 130.11 s",2.17,309.56373,,"C21H20N11O10P",1266.0,0.0,0.0,1250.0,0.0,0.0
"190.94637 Da 131.09 s",2.18,191.95364,,,592.0,1498.0,1214.0,2672.0,1002.0,766.0
"203.92841 Da 131.13 s",2.19,204.93569,,"C5HO5PS",584.0,894.0,1054.0,1964.0,872.0,746.0
"74.01858 Da 131.44 s",2.19,75.02586,,,1248.0,2330.0,1614.0,3982.0,1954.0,1548.0
"231.97237 Da 131.69 s",2.19,232.97964,,,606.0,752.0,1274.0,1558.0,814.0,886.0
"253.15411 Da 131.93 s",2.20,254.16139,,"C11H19N5O2",658.0,850.0,1118.0,762.0,246.0,92.0
"85.05304 Da 133.41 s",2.22,86.06031,,,594.0,1208.0,0.0,464.0,314.0,42.0
"332.07878 Da 133.44 s",2.22,333.08605,,"C13H13N6O3P",2200.0,3152.0,2120.0,2702.0,912.0,406.0
"284.27239 Da 135.26 s",2.25,285.27967,,,0.0,916.0,1140.0,960.0,902.0,0.0
"170.04375 Da 136.28 s",2.27,171.05103,,"C5H6N4O3",650.0,962.0,88.0,606.0,1180.0,760.0
"228.08106 Da 137.41 s",2.29,229.08834,,,1146.0,996.0,798.0,946.0,476.0,0.0
"468.15893 Da 137.93 s",2.30,469.16620,,"C12H33N6O7PS2",784.0,1148.0,1208.0,1314.0,76.0,108.0
"260.05219 Da 138.45 s",2.31,261.05947,,,1374.0,804.0,656.0,1448.0,326.0,0.0
"153.99534 Da 142.86 s",2.38,155.00261,,"C4H2N4OS",504.0,592.0,1054.0,594.0,798.0,1016.0
"208.01337 Da 143.36 s",2.39,209.02065,,,438.0,1160.0,364.0,802.0,138.0,0.0
"184.97718 Da 143.78 s",2.40,185.98445,,,634.0,778.0,912.0,914.0,722.0,1026.0
"342.98652 Da 146.45 s",2.44,343.99379,,,706.0,530.0,406.0,1480.0,1214.0,320.0
"112.12426 Da 147.95 s",2.47,57.06941,,,976.0,0.0,914.0,0.0,1070.0,0.0
"300.55944 Da 152.63 s",2.54,301.56672,,,0.0,1938.0,0.0,1504.0,1422.0,764.0
"256.24031 Da 153.04 s",2.55,257.24759,"Isopalmitic acid","C16H32O2",1302.0,1394.0,1196.0,1162.0,1394.0,1402.0
"62.93492 Da 153.43 s",2.56,63.94219,,,0.0,0.0,846.0,0.0,1034.0,0.0
"308.04364 Da 155.05 s",2.58,309.05092,,"C9H16N4O2S3",992.0,1174.0,662.0,0.0,708.0,0.0
"566.18086 Da 155.05 s",2.58,567.18814,,"C24H26N10O5S",1166.0,1014.0,0.0,1076.0,508.0,0.0
"70.92201 Da 155.94 s",2.60,71.92929,,,846.0,0.0,0.0,1118.0,882.0,0.0
"308.54578 Da 156.83 s",2.61,309.55306,,,1896.0,2008.0,0.0,1492.0,1342.0,774.0
"568.54365 Da 157.72 s",2.63,285.27910,,,0.0,752.0,0.0,1094.0,752.0,1174.0
"601.11974 Da 158.24 s",2.64,301.56714,,"C16H34N3O15P3",1204.0,0.0,1300.0,0.0,1216.0,0.0
"309.04817 Da 158.56 s",2.64,310.05545,,"C13H11NO8",1244.0,1164.0,560.0,602.0,672.0,350.0
"309.54717 Da 159.08 s",2.65,310.55444,,,1136.0,982.0,216.0,912.0,746.0,562.0
"52.93120 Da 159.11 s",2.65,53.93848,,,0.0,0.0,1072.0,0.0,0.0,0.0
"422.14043 Da 160.22 s",2.67,212.07749,,,2056.0,0.0,0.0,0.0,0.0,0.0
"185.94840 Da 161.36 s",2.69,186.95568,,,4260.0,5202.0,6158.0,5050.0,5848.0,5550.0
"194.90432 Da 162.32 s",2.71,195.91159,,,0.0,614.0,1038.0,522.0,1054.0,1024.0
"267.56277 Da 166.84 s",2.78,268.57004,,,728.0,2078.0,762.0,2002.0,1062.0,284.0
"83.07330 Da 168.06 s",2.80,84.08057,,"C5H9N",1092.0,1646.0,1900.0,1718.0,732.0,336.0
"401.22790 Da 168.68 s",2.81,402.23517,,"C18H27N9O2",1024.0,0.0,1406.0,1572.0,0.0,0.0
"95.95341 Da 169.04 s",2.82,96.96069,,,1276.0,1390.0,1406.0,2168.0,1744.0,1194.0
"188.12561 Da 169.26 s",2.82,189.13288,,,466.0,406.0,1070.0,608.0,388.0,112.0
"502.20348 Da 169.39 s",2.82,252.10902,,,852.0,0.0,452.0,1068.0,1042.0,204.0
"549.11936 Da 169.52 s",2.83,275.56696,,"C16H11N19O5",0.0,0.0,0.0,1340.0,0.0,0.0
"194.05886 Da 169.71 s",2.83,195.06614,,"C11H6N4",1274.0,1710.0,1282.0,1354.0,910.0,364.0
"119.05795 Da 169.71 s",2.83,120.06523,,"C4H9NO3",954.0,1580.0,888.0,744.0,690.0,450.0
"226.09544 Da 169.79 s",2.83,227.10272,,"C10H14N2O4",1454.0,2016.0,1466.0,1492.0,940.0,0.0
"297.56426 Da 169.82 s",2.83,298.57154,,,1164.0,0.0,0.0,1006.0,0.0,0.0
"313.07113 Da 169.96 s",2.83,314.07840,,"C16H7N7O",0.0,78.0,0.0,0.0,1132.0,0.0
"292.56219 Da 170.21 s",2.84,293.56946,,,1064.0,1070.0,992.0,1312.0,968.0,714.0
"205.52293 Da 170.23 s",2.84,206.53021,,,1028.0,1110.0,1098.0,1648.0,1084.0,74.0
"211.08491 Da 170.24 s",2.84,212.09219,,"C10H13NO4",1354.0,1866.0,1022.0,1064.0,816.0,450.0
"75.03174 Da 170.24 s",2.84,76.03902,,,1500.0,964.0,582.0,1384.0,1048.0,310.0
"354.06670 Da 170.25 s",2.84,355.07398,,"C9H24O8P2S",1078.0,952.0,606.0,1386.0,1524.0,114.0
"81.99000 Da 170.90 s",2.85,82.99728,,,0.0,1024.0,0.0,0.0,0.0,0.0
"605.18779 Da 170.90 s",2.85,606.19506,,"C23H24N15O4P",0.0,1676.0,0.0,0.0,0.0,0.0
"85.08897 Da 170.92 s",2.85,86.09625,,"C5H11N",4350.0,3982.0,7192.0,4166.0,3362.0,2042.0
"84.02085 Da 171.14 s",2.85,85.02813,,,1484.0,1608.0,1168.0,1342.0,1030.0,350.0
"76.99173 Da 171.26 s",2.85,77.99900,,,834.0,1310.0,1104.0,1060.0,670.0,0.0
"80.93042 Da 171.28 s",2.85,81.93770,,,902.0,1302.0,1488.0,1748.0,948.0,470.0
"1198.15941 Da 171.28 s",2.85,600.08698,,,1910.0,3042.0,2042.0,2878.0,1778.0,874.0
"274.56047 Da 171.29 s",2.85,275.56775,,,1234.0,690.0,1224.0,0.0,2048.0,680.0
"357.12798 Da 171.47 s",2.86,358.13526,,"C13H27NO6S2",1332.0,1986.0,1782.0,1900.0,1422.0,0.0
"483.11038 Da 171.48 s",2.86,484.11766,,"C35H17NS",1376.0,906.0,836.0,1448.0,1266.0,0.0
"601.09317 Da 171.75 s",2.86,602.10044,,"C19H16N13O9P",1850.0,0.0,1778.0,2168.0,1736.0,0.0
"71.92977 Da 171.82 s",2.86,72.93705,,,5972.0,7074.0,5136.0,5620.0,4678.0,2022.0
"96.96117 Da 171.95 s",2.87,97.96844,,,2978.0,5222.0,3940.0,3522.0,2494.0,960.0
"331.55572 Da 172.00 s",2.87,332.56299,,,2636.0,0.0,0.0,2042.0,1282.0,470.0
"358.01009 Da 172.04 s",2.87,359.01737,,"C14H7N4O6P",0.0,1056.0,984.0,0.0,0.0,0.0
"595.12651 Da 172.22 s",2.87,298.57053,,"C20H31N5O10P2S",0.0,1040.0,986.0,0.0,1644.0,0.0
"204.51559 Da 172.30 s",2.87,205.52286,,,0.0,0.0,1190.0,1188.0,0.0,248.0
"122.04785 Da 172.35 s",2.87,123.05512,,"C6H6N2O",2872.0,2850.0,2514.0,2570.0,1572.0,1126.0
"163.97902 Da 172.48 s",2.87,82.99679,,,694.0,0.0,1614.0,1478.0,1252.0,0.0
"716.02299 Da 172.54 s",2.88,359.01877,,"C16H18N10O19P2",1074.0,0.0,728.0,684.0,662.0,544.0
"407.04160 Da 172.79 s",2.88,204.52808,,,0.0,0.0,0.0,0.0,1328.0,0.0
"600.08890 Da 172.79 s",2.88,601.09618,,"C36H24O3S3",2708.0,3042.0,2864.0,2878.0,2478.0,1080.0
"427.03035 Da 172.89 s",2.88,428.03763,,"C11H9N9O8S",1388.0,1246.0,1498.0,1176.0,0.0,0.0
"228.14747 Da 173.20 s",2.89,229.15474,"Pro Ile","C11H20N2O3",2014.0,3202.0,0.0,1968.0,1384.0,0.0
"135.06819 Da 174.04 s",2.90,136.07546,,"C8H9NO",1608.0,1746.0,1284.0,1644.0,736.0,238.0
"195.08974 Da 174.06 s",2.90,196.09702,"L-Tyrosine methyl ester","C10H13NO3",3956.0,3926.0,0.0,0.0,1908.0,728.0
"241.17909 Da 174.29 s",2.90,242.18637,,"C12H23N3O2",560.0,1228.0,1830.0,1634.0,564.0,0.0
"390.17842 Da 174.60 s",2.91,196.09648,,,0.0,0.0,2710.0,2894.0,0.0,0.0
"640.18450 Da 175.97 s",2.93,321.09953,,"C20H49O12PS4",1036.0,986.0,680.0,1844.0,1464.0,0.0
"152.05146 Da 177.70 s",2.96,153.05874,,,210.0,1552.0,922.0,2330.0,1428.0,680.0
"49.00706 Da 178.36 s",2.97,50.01434,,,2038.0,1620.0,1516.0,1398.0,996.0,274.0
"283.09156 Da 178.41 s",2.97,284.09883,"Guanosine","C10H13N5O5",4880.0,10450.0,5918.0,14572.0,16336.0,3970.0
"102.04648 Da 178.47 s",2.97,103.05376,,,3496.0,5276.0,3966.0,4286.0,1746.0,532.0
"165.07896 Da 178.51 s",2.98,166.08623,"L-Phenylalanine","C9H11NO2",37212.0,51510.0,27798.0,32848.0,21494.0,5914.0
