rpl23	871
rpl24	1171
rpl27	2137
rpl28	1937
rpl29	555
rpl3	2917
rpl31	1842
rpl33	1203
rpl34	264
rpl35	2412
rpl36	1816
rpl4	1777
rpl5	2496
rpl6	1850
rpl9	2680
rpoA	4691
rpoB	14385
rpoC1	9521
rpoC2	18013
rpoD	3632
rpoDI	9458
rpoE	9455
rpoF	1273
rps1	14673
rps10	2060
rps11	2379
rps12	6459
rps13	2402
rps14	4090
rps15	2877
rps16	1589
rps17	517
rps18	906
rps19	685
rps2	3700
rps20	4001
rps21	2259
rps3	2809
rps32	774
rps4	3158
rps5	2281
rps6	1614
rps7	3797
rps8	1632
rps9	2166
rrn16Sa	1555695
rrn16Sb	1570719
rrn23Sa	5808867
rrn23Sb	5799985
rrn5Sa	2398
rrn5Sb	2294
rub	627
ruvA	90
ruvB	136
sarA	599
sbpA	26
sdhB	1869
sds	89
secA	2008
secD	1059
secE	3435
secF	794
secY	5431
serA	2987
serS	833
sfsA	410
sgl0001	6
sgl0002	441
shc	1025
sir	2489
ski2	1154
sll0005	1255
sll0007	339
sll0008	52
sll0010	5
sll0012	47
sll0019	779
sll0021	176
sll0022	353
sll0023	747
sll0024	391
sll0031	424
sll0033	478
sll0034	556
sll0036	554
sll0037	1411
sll0038	2853
sll0039	924
sll0040	1411
sll0041	5498
sll0043	2203
sll0044	188
sll0047	413
sll0048	665
sll0051	947
sll0055	327
sll0060	127
sll0062	630
sll0063	1378
sll0064	383
sll0066	663
sll0068	1742
sll0069	370
sll0071	132
sll0072	103
sll0082	48
sll0085	361
sll0086	517
sll0088	338
sll0092	18
sll0094	240
sll0095	331
sll0096	258
sll0098	1170
sll0101	54
sll0102	185
sll0103	579
sll0135	943
sll0141	233
sll0142	1017
sll0146	326
sll0147	484
sll0148	1385
sll0149	1993
sll0154	1435
sll0156	451
sll0157	216
sll0160	458
sll0161	5
sll0162	116
sll0163	2067
sll0167	274
sll0168	238
sll0169	2972
sll0172	367
sll0173	553
sll0174	293
sll0175	331
sll0176	271
sll0177	296
sll0178	477
sll0180	4186
sll0181	315
sll0182	783
sll0183	866
sll0185	1078
sll0188	1241
sll0189	226
sll0191	113
sll0192	80
sll0195	256
sll0198	71
sll0200	45
sll0201	24
sll0205	238
sll0208	2812
sll0209	1167
sll0210	297
sll0216	120
sll0217	220
sll0218	22
sll0219	120
sll0224	291
sll0225	186
sll0228	608
sll0230	126
sll0236	434
sll0237	125
sll0238	201
sll0240	88
sll0241	259
sll0242	384
sll0243	131
sll0245	742
sll0249	30
sll0252	1119
sll0253	538
sll0254	1276
sll0257	101
sll0260	761
sll0261	118
sll0263	643
sll0264	242
sll0265	70
sll0266	196
sll0267	1646
sll0268	413
sll0269	192
sll0272	890
sll0273	865
sll0274	286
sll0280	18
sll0281	66
sll0282	59
sll0283	420
sll0284	521
sll0286	452
sll0293	268
sll0294	295
sll0295	51
sll0296	529
sll0297	773
sll0298	681
sll0301	226
sll0309	232
sll0310	44
sll0312	207
sll0314	313
sll0315	48
sll0317	4
sll0318	257
sll0319	820
sll0321	287
sll0325	430
sll0327	170
sll0328	73
sll0335	241
sll0350	1077
sll0354	175
sll0355	296
sll0359	2633
sll0360	427
sll0361	132
sll0364	39
sll0369	81
sll0371	100
sll0372	705
sll0376	730
sll0381	3481
sll0382	1329
sll0384	964
sll0385	673
sll0394	285
sll0395	297
sll0396	421
sll0397	95
sll0400	293
sll0403	13
sll0405	613
sll0406	242
sll0408	1972
sll0409	102
sll0410	207
sll0412	289
sll0413	988
sll0414	331
sll0415	252
sll0418	658
sll0419	84
sll0422	828
sll0423	336
sll0424	332
sll0426	540
sll0428	14
sll0431	85
sll0436	54
sll0441	310
sll0442	106
sll0443	464
sll0444	318
sll0445	1177
sll0446	354
sll0447	10
sll0448	8
sll0449	33
sll0451	80
sll0456	334
sll0462	314
sll0470	572
sll0471	247
sll0473	445
sll0474	308
sll0477	195
sll0478	48
sll0479	61
sll0480	1338
sll0481	423
sll0482	411
sll0484	112
sll0485	421
sll0486	136
sll0487	594
sll0488	217
sll0489	154
sll0493	251
sll0494	116
sll0496	258
sll0497	103
sll0498	105
sll0499	300
sll0501	118
sll0503	276
sll0505	418
sll0506	334
sll0507	279
sll0508	55
sll0509	75
sll0513	566
sll0514	1516
sll0518	1950
sll0524	305
sll0525	104
sll0528	696
sll0529	2793
sll0536	242
sll0539	162
sll0540	83
sll0543	2103
sll0544	491
sll0545	202
sll0546	445
sll0547	433
sll0549	213
sll0550	1464
sll0552	84
sll0553	267
sll0556	2272
sll0558	647
sll0563	124
sll0564	267
sll0565	135
sll0572	1164
sll0576	983
sll0577	835
sll0585	604
sll0586	174
sll0588	1341
sll0590	311
sll0594	146
sll0595	63
sll0596	167
sll0597	520
sll0601	389
sll0602	1177
sll0606	122
sll0608	62
sll0609	43
sll0611	594
sll0614	52
sll0615	40
sll0623	393
sll0624	132
sll0625	309
sll0630	857
sll0638	474
sll0639	554
sll0641	430
sll0644	128
sll0645	385
sll0647	337
sll0649	610
sll0650	50
sll0651	80
sll0654	229
sll0658	104
sll0659	413
sll0662	989
sll0664	35
sll0665	19
sll0666	2
sll0667	23
sll0668	5
sll0669	7
sll0670	10
sll0671	21
sll0672	632
sll0676	61
sll0677	37
sll0678	1
sll0685	160
sll0686	96
sll0687	39
sll0688	40
sll0689	891
sll0691	251
sll0696	82
sll0699	58
sll0700	30
sll0702	72
sll0703	126
sll0710	320
sll0711	401
sll0720	3
sll0721	525
sll0722	133
sll0723	674
sll0727	309
sll0729	175
sll0732	28
sll0733	76
sll0735	1380
sll0736	654
sll0737	364
sll0739	77
sll0740	70
sll0742	46
sll0743	28
sll0744	118
sll0749	214
sll0752	208
sll0754	613
sll0755	300
sll0756	217
sll0759	420
sll0761	454
sll0762	167
sll0763	145
sll0765	368
sll0772	1020
sll0775	44
sll0777	60
sll0778	186
sll0779	518
sll0780	14
sll0781	196
sll0782	33
sll0783	56
sll0785	21
sll0786	5
sll0787	9
sll0788	35
sll0789	29
sll0790	48
sll0793	41
sll0797	25
sll0798	78
sll0800	77
sll0802	242
sll0803	67
sll0804	311
sll0808	22
sll0809	30
sll0810	191
sll0811	31
sll0812	132
sll0814	1185
sll0815	544
sll0816	339
sll0818	319
sll0821	1935
sll0822	4387
sll0827	255
sll0832	35
sll0833	301
sll0834	860
sll0837	1233
sll0839	152
sll0843	161
sll0844	484
sll0846	372
sll0847	340
sll0853	392
sll0854	453
sll0855	322
sll0857	40
sll0858	163
sll0860	331
sll0861	303
sll0862	969
sll0863	140
sll0864	92
sll0867	179
sll0871	149
sll0872	1022
sll0875	329
sll0877	590
sll0886	222
sll0887	866
sll0888	177
sll0896	118
sll0898	380
sll0909	41
sll0910	131
sll0911	55
sll0912	397
sll0913	165
sll0914	64
sll0921	475
sll0922	0
sll0924	336
sll0925	95
sll0926	195
sll0930	643
sll0931	451
sll0932	593
sll0933	1794
sll0936	455
sll0938	94
sll0939	34
sll0943	179
sll0944	157
sll0980	395
sll0981	146
sll0982	282
sll0983	247
sll0984	55
sll0985	207
sll0986	21
sll0990	510
sll0992	333
sll0993	162
sll0994	89
sll0995	327
sll0996	509
sll0997	646
sll0998	1256
sll1001	393
sll1003	396
sll1004	410
sll1005	181
sll1006	174
sll1011	210
sll1020	131
sll1021	703
sll1022	816
sll1024	137
sll1025	598
sll1033	1817
sll1036	326
sll1037	514
sll1039	188
sll1040	224
sll1041	109
sll1049	789
sll1052	59
sll1053	860
sll1054	249
sll1060	677
sll1061	30
sll1062	52
sll1063	222
sll1064	294
sll1068	56
sll1071	223
sll1072	134
sll1078	109
sll1080	206
sll1081	57
sll1084	1136
sll1086	895
sll1087	1228
sll1089	578
sll1091	7201
sll1092	142
sll1094	13
sll1095	59
sll1102	195
sll1103	538
sll1106	1600
sll1107	173
sll1108	397
sll1109	605
sll1118	193
sll1119	360
sll1120	889
sll1121	187
sll1123	434
sll1124	1562
sll1130	2625
sll1131	333
sll1132	439
sll1135	325
sll1138	137
sll1142	204
sll1144	213
sll1147	169
sll1150	2155
sll1151	909
sll1155	589
sll1156	143
sll1157	86
sll1158	36
sll1159	60
sll1160	50
sll1161	74
sll1162	29
sll1163	15
sll1164	75
sll1166	191
sll1169	13
sll1170	79
sll1173	110
sll1174	190
sll1178	594
sll1186	523
sll1188	288
sll1191	146
sll1192	86
sll1193	984
sll1200	329
sll1201	448
sll1202	24
sll1203	27
sll1204	35
sll1213	1484
sll1214	12943
sll1217	138
sll1219	1022
sll1220	248
sll1222	88
sll1225	61
sll1228	563
sll1229	498
sll1232	50
sll1233	175
sll1236	90
sll1239	677
sll1240	120
sll1241	249
sll1242	3296
sll1247	671
sll1250	47
sll1251	103
sll1252	170
sll1254	308
sll1255	25
sll1256	57
sll1257	26
sll1258	202
sll1262	405
sll1263	420
sll1265	2647
sll1267	1578
sll1268	656
sll1271	612
sll1272	209
sll1273	497
sll1274	190
sll1276	887
sll1280	719
sll1284	185
sll1285	142
sll1286	1002
sll1289	141
sll1291	1117
sll1292	357
sll1293	277
sll1296	1410
sll1300	271
sll1304	624
sll1305	882
sll1306	1387
sll1307	815
sll1308	388
sll1315	303
sll1318	132
sll1319	166
sll1329	360
sll1330	337
sll1333	312
sll1334	992
sll1336	2437
sll1338	20119
sll1340	137
sll1344	482
sll1348	375
sll1350	351
sll1352	131
sll1353	393
sll1355	284
sll1358	1048
sll1359	573
sll1365	213
sll1366	699
sll1367	185
sll1369	612
sll1371	246
sll1372	157
sll1373	74
sll1376	559
sll1377	1656
sll1378	359
sll1380	525
sll1381	166
sll1384	2886
sll1386	60
sll1387	802
sll1388	283
sll1389	52
sll1390	1031
sll1392	80
sll1396	158
sll1397	97
sll1399	539
sll1400	69
sll1401	160
sll1405	23
sll1407	30
sll1411	26
sll1414	826
sll1415	263
sll1418	461
sll1424	669
sll1426	299
sll1428	90
sll1429	152
sll1433	352
sll1436	61
sll1437	20
sll1439	22
sll1442	116
sll1446	324
sll1447	96
sll1455	116
sll1456	276
sll1459	141
sll1461	314
sll1464	601
sll1466	465
sll1469	260
sll1472	1164
sll1473	1115
sll1474	12
sll1475	420
sll1476	16
sll1477	341
sll1481	407
sll1482	228
sll1483	196
sll1485	338
sll1486	673
sll1488	612
sll1489	357
sll1491	408
sll1495	314
sll1496	1549
sll1500	109
sll1503	557
sll1504	65
sll1505	63
sll1507	123
sll1510	87
sll1511	40
sll1512	147
sll1515	3965
sll1516	770
sll1521	836
sll1524	336
sll1526	1426
sll1527	740
sll1528	1443
sll1530	999
sll1531	986
sll1532	467
sll1534	1283
sll1537	39
sll1541	264
sll1542	277
sll1543	69
sll1544	105
sll1547	51
sll1549	26
sll1550	397
sll1552	4
sll1555	536
sll1556	231
sll1558	547
sll1559	1879
sll1560	25
sll1562	182
sll1563	548
sll1568	294
sll1570	178
sll1571	789
sll1573	126
sll1574	158
sll1575	417
sll1582	759
sll1584	362
sll1586	1786
sll1590	330
sll1592	108
sll1595	239
sll1596	94
sll1601	184
sll1606	209
sll1608	1092
sll1609	170
sll1611	599
sll1613	118
sll1618	262
sll1620	362
sll1621	3366
sll1623	147
sll1624	597
sll1628	765
sll1630	33
sll1631	105
sll1632	528
sll1634	90
sll1635	337
sll1638	3273
sll1640	488
sll1642	29
sll1643	242
sll1647	106
sll1652	236
sll1654	932
sll1656	929
sll1658	38
sll1659	471
sll1660	140
sll1663	615
sll1664	476
sll1665	5876
sll1671	64
sll1672	490
sll1673	384
sll1675	96
sll1677	137
sll1678	71
sll1680	504
sll1681	325
sll1682	106
sll1686	530
sll1687	507
sll1691	359
sll1692	343
sll1693	454
sll1696	160
sll1697	683
sll1698	118
sll1699	742
sll1702	230
sll1708	358
sll1710	174
sll1712	5591
sll1714	43
sll1715	44
sll1716	75
sll1717	183
sll1722	228
sll1723	76
sll1725	142
sll1726	67
sll1730	300
sll1734	313
sll1735	201
sll1736	154
sll1737	538
sll1738	383
sll1739	650
sll1749	369
sll1751	180
sll1752	189
sll1755	245
sll1757	1920
sll1758	2067
sll1761	69
sll1762	1195
sll1763	687
sll1764	474
sll1765	397
sll1768	214
sll1769	489
sll1770	1764
sll1771	1235
sll1773	189
sll1774	297
sll1775	1253
sll1780	20
sll1783	862
sll1784	1296
sll1785	1192
sll1786	3897
sll1791	55
sll1792	33
sll1824	1830
sll1825	337
sll1830	3803
sll1832	1621
sll1834	175
sll1835	379
sll1837	873
sll1845	148
sll1848	108
sll1849	42
sll1851	2
sll1853	52
sll1858	1010
sll1860	39
sll1861	20
sll1862	12835
sll1863	4348
sll1864	533
sll1866	335
sll1870	152
sll1871	189
sll1873	3337
sll1878	2584
sll1879	1493
sll1880	409
sll1882	673
sll1884	822
sll1885	1170
sll1886	527
sll1888	1102
sll1891	565
sll1892	380
sll1895	609
sll1897	104
sll1898	758
sll1902	58
sll1905	723
sll1906	765
sll1911	275
sll1912	37
sll1913	216
sll1915	268
sll1916	127
sll1920	812
sll1921	1246
sll1924	163
sll1925	522
sll1926	625
sll1927	1308
sll1930	15
sll1934	112
sll1938	235
sll1939	175
sll1940	149
sll1942	835
sll1945	4865
sll1946	415
sll1949	1651
sll1950	936
sll1951	162857
sll1954	175
sll1956	307
sll1960	106
sll1961	322
sll1965	54
sll1967	864
sll1969	61
sll1971	209
sll1973	492
sll1979	451
sll1982	107
sll1983	44
sll1984	15
sll1985	34
sll1988	817
sll1995	270
sll1997	13
sll1998	91
sll1999	5
sll2002	282
sll2003	614
sll2006	375
sll2007	235
sll2008	1177
sll2009	512
sll2011	193
sll2013	488
sll2015	221
sll5002	143
sll5003	20
sll5004	78
sll5006	43
sll5014	9
sll5026	130
sll5028	236
sll5030	538
sll5032	188
sll5033	412
sll5034	395
sll5035	120
sll5036	121
sll5041	48
sll5042	152
sll5043	24
sll5044	19
sll5046	134
sll5047	135
sll5048	339
sll5049	203
sll5050	148
sll5052	235
sll5057	91
sll5059	277
sll5060	314
sll5061	47
sll5062	72
sll5063	547
sll5066	167
sll5067	23
sll5069	380
sll5072	2
sll5075	82
sll5076	38
sll5079	215
sll5080	291
sll5081	49
sll5083	192
sll5084	9
sll5086	42
sll5089	35
sll5090	56
sll5094	11
sll5097	94
sll5104	53
sll5107	19
sll5109	267
sll5122	52
sll5123	11
sll5128	247
sll5130	15
sll5131	13
sll5132	77
sll6010	61
sll6017	299
sll6036	134
sll6052	15
sll6053	92
sll6054	41
sll6055	156
sll6059	24
sll6060	10
sll6069	56
sll6076	269
sll6093	191
sll6098	414
sll6109	102
sll7001	7
sll7002	10
sll7003	97
sll7006	44
sll7009	16
sll7027	59
sll7028	332
sll7029	198
sll7030	75
sll7031	76
sll7033	31
sll7034	82
sll7043	130
sll7044	191
sll7047	188
sll7050	66
sll7055	108
sll7056	8
sll7062	343
sll7063	1212
sll7064	247
sll7065	513
sll7066	1037
sll7067	1138
sll7069	174
sll7070	304
sll7075	102
sll7077	35
sll7078	75
sll7085	348
sll7086	79
sll7087	213
sll7089	313
sll7090	1132
sll7103	2
sll7106	45
sll8001	405
sll8002	84
sll8004	99
sll8006	365
sll8007	99
sll8009	65
sll8011	54
sll8012	167
sll8017	71
sll8018	203
sll8019	80
sll8020	38
sll8025	10
sll8027	51
sll8032	16
sll8033	13
sll8034	37
sll8035	9
sll8040	38
sll8042	20
sll8043	25
sll8048	132
sll8049	499
slr0001	404
slr0006	787
slr0007	479
slr0013	453
slr0016	131
slr0019	247
slr0022	161
slr0023	227
slr0031	1225
slr0033	328
slr0038	485
slr0039	754
slr0042	88
slr0049	1738
slr0050	850
slr0053	989
slr0058	296
slr0059	124
slr0060	92
slr0061	48
slr0064	634
slr0065	73
slr0067	540
slr0069	46
slr0073	1444
slr0076	1571
slr0078	208
slr0081	595
slr0082	7233
slr0086	162
slr0091	55
slr0092	38
slr0095	60
slr0096	237
slr0099	52
slr0103	358
slr0104	920
slr0105	312
slr0106	153
slr0108	347
slr0109	126
slr0110	850
slr0111	237
slr0112	238
slr0114	255
slr0115	329
slr0116	377
slr0120	52
slr0121	886
slr0142	23
slr0143	721
slr0144	3212
slr0145	1118
slr0146	378
slr0147	1081
slr0148	483
slr0149	607
slr0151	1538
slr0152	374
slr0157	169
slr0166	3
slr0168	948
slr0169	669
slr0179	359
slr0180	35
slr0181	226
slr0184	116
slr0192	239
slr0193	1836
slr0195	64
slr0196	49
slr0197	217
slr0199	150
slr0204	46
slr0207	185
slr0208	757
slr0209	477
slr0210	107
slr0211	1508
slr0214	119
slr0217	785
slr0222	315
slr0224	78
slr0226	989
slr0230	65
slr0231	23
slr0232	78
slr0236	1291
slr0238	78
slr0240	411
slr0241	1290
slr0243	300
slr0244	1442
slr0245	205
slr0249	74
slr0250	968
slr0251	575
slr0252	183
slr0254	123
slr0262	330
slr0263	183
slr0264	322
slr0265	63
slr0267	165
slr0269	169
slr0270	423
slr0271	19
slr0272	29
slr0273	144
slr0280	455
slr0284	1320
slr0285	35
slr0286	99
slr0287	2498
slr0291	68
slr0292	205
slr0294	111
slr0299	68
slr0300	23
slr0302	368
slr0303	163
slr0304	158
slr0305	57
slr0306	307
slr0309	343
slr0311	302
slr0312	229
slr0313	26
slr0314	27
slr0315	48
slr0316	72
slr0317	22
slr0318	87
slr0320	349
slr0322	3235
slr0324	208
slr0325	53
slr0326	330
slr0328	104
slr0333	362
slr0334	305
slr0337	475
slr0338	973
slr0341	270
slr0345	339
slr0347	161
slr0348	625
slr0350	54
slr0351	745
slr0352	76
slr0353	12
slr0354	126
slr0355	1360
slr0356	190
slr0358	382
slr0359	2132
slr0360	573
slr0361	222
slr0362	193
slr0363	97
slr0364	263
slr0366	356
slr0369	5607
slr0373	18193
slr0374	36865
slr0376	22479
slr0377	764
slr0378	613
slr0379	345
slr0380	575
slr0381	145
slr0383	65
slr0384	397
slr0386	227
slr0388	47
slr0392	46
slr0393	71
slr0397	272
slr0398	811
slr0400	461
slr0401	766
slr0402	199
slr0404	2885
slr0407	137
slr0408	1381
slr0416	101
slr0418	488
slr0420	715
slr0421	168
slr0427	276
slr0431	539
