Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143
14,SYBR,98567.929688,96936.421875,95933.757813,95599.093750,95351.218750,95825.585938,96537.375000,97125.367188,97110.000000,97171.960938,97567.859375,98391.523438,100086.710938,103607.171875,110642.164063,124160.812500,149401.328125,194718.062500,269755.718750,379104.656250,512729.093750,646318.500000,755586.062500,830848.562500,877444.625000,905060.000000,921302.312500,930731.937500,936659.437500,940614.750000,942683.500000,943426.000000,943489.625000,943223.250000,942424.125000,941125.562500,939618.125000,937635.187500,935211.437500,932318.937500,875685.250000,846373.812500,822963.812500,805876.062500,792926.437500,782300.812500,773773.000000,766186.250000,759483.000000,753110.562500,747358.875000,741587.937500,735790.187500,730227.062500,724871.500000,719602.000000,713888.625000,708578.750000,703418.625000,698339.687500,692813.562500,687507.625000,682230.437500,676866.437500,671410.500000,665898.125000,660696.125000,655466.750000,650281.187500,644739.562500,639328.375000,634184.562500,629128.000000,624265.625000,618975.562500,613658.875000,608167.125000,603017.187500,597844.625000,592666.937500,587394.562500,582397.750000,577225.187500,572144.875000,566891.375000,561996.187500,557118.812500,552117.437500,546899.000000,541419.750000,536181.437500,530770.812500,525768.812500,521032.500000,516137.875000,510860.062500,505719.656250,500667.468750,495423.125000,490046.093750,484754.187500,479552.843750,474441.218750,469251.031250,464095.406250,458965.187500,453664.781250,448219.906250,442569.343750,435831.656250,426490.656250,411439.906250,386382.562500,345196.343750,280495.343750,202572.656250,134257.500000,93776.296875,75381.007813,67475.484375,61972.742188,56462.148438,50191.339844,43434.953125,38081.003906,35405.316406,34834.636719,34581.824219,34460.593750,34280.597656,33986.394531,33520.980469,33064.746094,32741.031250,32461.796875,32156.769531,31751.343750,31273.246094,30893.246094,30492.554688,30025.791016,29545.755859,29185.671875
15,ROX,176709.453125,176724.015625,176887.671875,177137.468750,177349.921875,177547.531250,177705.437500,177818.750000,177904.593750,178043.953125,178207.062500,178325.296875,178310.296875,178327.828125,178355.203125,178329.781250,178037.453125,177423.875000,176339.468750,174559.796875,171777.734375,168189.046875,164371.578125,161064.656250,158494.265625,156871.625000,155877.421875,155245.875000,154695.968750,154413.031250,154254.359375,154061.453125,153906.843750,153876.812500,153977.781250,154050.250000,154252.593750,154294.546875,154409.171875,154675.234375,162016.234375,162970.296875,163646.968750,164110.875000,164513.937500,164975.500000,165224.843750,165408.656250,165698.375000,166111.265625,166430.609375,166701.078125,166945.250000,167128.328125,167368.218750,167564.218750,167760.062500,167837.781250,168037.312500,168184.046875,168311.625000,168444.156250,168715.125000,168973.828125,169110.500000,169271.531250,169565.203125,169853.625000,170062.234375,170182.078125,170369.296875,170554.218750,170763.453125,170817.281250,170979.531250,171205.593750,171454.781250,171585.718750,171806.234375,172035.343750,172285.796875,172464.031250,172608.171875,172666.343750,172796.718750,172995.718750,173338.406250,173662.828125,173906.921875,174144.140625,174436.656250,174720.875000,175046.687500,175331.234375,175719.843750,176035.140625,176429.812500,176849.093750,177296.703125,177806.781250,178249.328125,178811.140625,179197.140625,179606.453125,179838.656250,179973.187500,179930.437500,179940.375000,179936.156250,179767.671875,179590.671875,179937.281250,180837.546875,182744.656250,185585.562500,187187.250000,186062.078125,182678.343750,180005.156250,178701.671875,178636.343750,178658.718750,178647.093750,178562.218750,178455.515625,178272.171875,178186.765625,178138.906250,178088.734375,177911.578125,177687.000000,177617.281250,177605.875000,177448.468750,177180.406250,176959.500000,176797.031250,176653.531250,176566.578125,176378.921875,176249.312500,175895.750000,175240.687500
15,SYBR,116975.875000,115309.820313,114123.773438,113542.195313,113182.265625,112937.460938,112669.054688,112548.593750,112507.968750,112517.718750,112646.054688,113200.531250,114534.625000,117404.179688,123060.625000,134147.875000,155203.500000,194058.765625,261045.437500,365621.843750,505590.687500,660579.812500,800397.562500,904465.187500,971355.437500,1010921.812500,1033458.750000,1046628.687500,1054525.750000,1059188.375000,1061510.750000,1063035.875000,1063841.500000,1063463.125000,1062498.625000,1061792.500000,1060459.875000,1058638.500000,1056444.750000,1054502.625000,988194.875000,954960.625000,928751.062500,909470.562500,894445.625000,882178.625000,872853.187500,864495.125000,856794.812500,849372.875000,842526.687500,835646.312500,829041.625000,822782.937500,816671.375000,810662.937500,804568.875000,798478.125000,792138.437500,785961.812500,779750.375000,773811.812500,767767.062500,761743.375000,755730.687500,749374.062500,743057.187500,736748.312500,730905.125000,724802.625000,718920.500000,713027.750000,707037.562500,701163.375000,695080.625000,689194.812500,683297.187500,677527.437500,671750.625000,666015.062500,660329.000000,654240.937500,648339.437500,642629.437500,637391.625000,631915.125000,626380.437500,620610.187500,615399.937500,610127.375000,604708.750000,599154.750000,593618.625000,588142.125000,582604.312500,577098.437500,571546.750000,565958.125000,560382.812500,554791.687500,549087.312500,543341.687500,537693.500000,532102.187500,526528.375000,520679.093750,514658.437500,508561.656250,502309.625000,494749.781250,484598.062500,468686.718750,442449.312500,399025.093750,328267.406250,238832.593750,155344.312500,102490.125000,77925.398438,68859.492188,63797.917969,59139.222656,53923.371094,48282.648438,43463.390625,41106.472656,40280.656250,39674.414063,39064.550781,38698.914063,38310.062500,37603.875000,36927.890625,36502.734375,36152.070313,35679.898438,35238.597656,34960.398438,34707.316406,34381.070313,33929.710938,33501.207031,33188.253906
16,ROX,201666.750000,200972.281250,200880.890625,201190.484375,201384.906250,201543.031250,201700.531250,201827.656250,201907.953125,202034.953125,202253.031250,202374.937500,202359.312500,202400.562500,202460.265625,202402.687500,202110.734375,201503.000000,200249.140625,198054.015625,194930.468750,190745.515625,186739.828125,183363.375000,180953.281250,179093.906250,177932.671875,177264.625000,176658.687500,176336.328125,176205.703125,176062.125000,175875.531250,175797.796875,175932.156250,176244.515625,176497.609375,176583.031250,176597.687500,176941.562500,183786.796875,184807.906250,185632.718750,186287.093750,186678.421875,187088.000000,187392.890625,187700.109375,188042.984375,188361.781250,188756.093750,189123.156250,189439.421875,189603.656250,189848.750000,190091.000000,190532.687500,190738.375000,190999.406250,191164.234375,191675.187500,191962.890625,192197.968750,192453.281250,192804.546875,192991.562500,193040.843750,193322.000000,193748.640625,194161.046875,194495.218750,194730.859375,194947.718750,195166.703125,195417.031250,195682.765625,195950.953125,196264.359375,196584.515625,196974.406250,197401.593750,197665.234375,197887.046875,198201.593750,198623.375000,199058.859375,199617.390625,200203.906250,200554.671875,200897.000000,201340.703125,201884.640625,202336.796875,202784.500000,203372.046875,203816.812500,204043.500000,204075.296875,204190.171875,204037.671875,203743.796875,203513.859375,203324.765625,203087.703125,202762.718750,202492.406250,202137.609375,201917.359375,201817.234375,201925.859375,202204.203125,203100.234375,204636.562500,207253.125000,211021.484375,213439.781250,212790.515625,209423.718750,206684.546875,205196.781250,204841.937500,204751.843750,204747.281250,204661.968750,204317.062500,203837.296875,203491.531250,203336.484375,203294.328125,203191.468750,203019.843750,202762.234375,202536.828125,202391.265625,202283.390625,202207.343750,201978.375000,201683.453125,201411.687500,201210.812500,201102.812500,200654.906250,199736.546875
16,SYBR,131680.515625,129583.507813,128337.976563,127859.515625,127495.929688,127303.835938,127084.203125,126940.062500,126918.500000,126940.023438,127174.937500,127906.593750,129554.031250,132743.468750,139161.796875,151682.406250,175613.031250,219439.937500,295298.156250,414497.312500,575544.437500,756168.562500,920405.125000,1043697.187500,1122887.000000,1169621.750000,1196472.250000,1211993.875000,1221672.125000,1227618.250000,1230947.875000,1232584.125000,1233307.375000,1233358.750000,1232255.250000,1230354.500000,1228583.250000,1226633.625000,1224915.875000,1223195.125000,1146965.500000,1109261.375000,1078333.875000,1055435.125000,1037998.687500,1024106.437500,1012673.125000,1002695.000000,993647.250000,985061.312500,976785.187500,968916.750000,961438.250000,954172.000000,946693.000000,939476.750000,932032.250000,924887.250000,917945.750000,911262.625000,903777.312500,896397.187500,889296.375000,882586.187500,875761.625000,868980.562500,862026.375000,854991.312500,847735.125000,840680.625000,833809.562500,827349.437500,820676.500000,813914.875000,806980.125000,800502.562500,794286.875000,787713.812500,780885.750000,774215.062500,767692.125000,761289.937500,754985.312500,748765.875000,742072.875000,735472.125000,728871.375000,722619.062500,716372.500000,710001.875000,703155.312500,696451.250000,690036.812500,684005.937500,677743.125000,671263.312500,664699.937500,658169.250000,651561.062500,645215.937500,638753.625000,631981.937500,625107.125000,618343.000000,611694.312500,605028.625000,598292.250000,591193.875000,583727.437500,575105.875000,563586.000000,545723.625000,516536.218750,468815.750000,389587.500000,287085.937500,188959.437500,124958.859375,93861.437500,81034.460938,73895.281250,67668.984375,61454.132813,54761.308594,49301.460938,46297.894531,45276.660156,44878.062500,44473.929688,44053.117188,43771.234375,43609.296875,43180.875000,42602.816406,42072.980469,41667.953125,41225.796875,40901.125000,40660.000000,40506.335938,39996.617188,39457.109375,39105.578125
17,ROX,204853.156250,204395.843750,204265.375000,204444.593750,204632.531250,204864.000000,204994.312500,205119.421875,205150.781250,205217.468750,205315.718750,205447.171875,205480.609375,205490.406250,205356.765625,205073.546875,204569.531250,203520.796875,201491.203125,198512.343750,194614.328125,190696.734375,187267.984375,184861.093750,183149.843750,182049.843750,181460.500000,180980.296875,180670.718750,180327.406250,180353.859375,180469.625000,180806.906250,181127.000000,181328.187500,181213.703125,181112.250000,181144.937500,181248.468750,181322.125000,189032.250000,189402.343750,189849.812500,190350.093750,190720.171875,191125.031250,191496.703125,191927.031250,192197.140625,192575.078125,192949.265625,193257.562500,193473.562500,193585.406250,193789.625000,194016.859375,194367.640625,194672.671875,194849.828125,195016.000000,195180.187500,195466.453125,195688.562500,195967.859375,196169.968750,196456.640625,196740.937500,197056.421875,197257.750000,197378.437500,197504.437500,197682.609375,197955.359375,198170.859375,198513.265625,198770.703125,198976.343750,199125.890625,199488.000000,199765.859375,200003.593750,200122.593750,200252.109375,200413.843750,200738.031250,201098.609375,201285.046875,201422.218750,201614.156250,201856.562500,202082.546875,202203.937500,202329.531250,202417.921875,202639.531250,202745.421875,202903.312500,203005.718750,203122.015625,203053.468750,203140.875000,203426.890625,203739.859375,203819.531250,203856.109375,203937.265625,204034.421875,204013.546875,204283.921875,204662.156250,205097.640625,205855.500000,207283.796875,209527.875000,212971.484375,215282.921875,214703.140625,211162.062500,208204.343750,206803.281250,206548.406250,206413.906250,206360.328125,206343.312500,206053.171875,205648.781250,205549.250000,205551.109375,205492.437500,205270.031250,205099.828125,205001.781250,205069.187500,205014.062500,204853.937500,204706.609375,204660.156250,204633.156250,204566.812500,204392.640625,204492.734375,204215.609375,203216.031250
17,SYBR,127475.101563,126418.203125,125821.093750,125638.312500,125503.812500,125309.562500,125171.320313,125125.382813,125263.062500,125643.203125,126485.734375,128111.351563,131395.140625,137927.921875,150664.562500,174957.156250,219359.437500,296459.406250,417636.250000,581482.437500,765289.312500,933283.187500,1059925.500000,1141057.750000,1189152.625000,1216860.250000,1233119.500000,1242260.750000,1247786.000000,1251547.250000,1253676.125000,1254925.500000,1254829.375000,1253930.625000,1252436.875000,1250856.875000,1248651.125000,1245745.875000,1243080.375000,1240603.125000,1165838.250000,1128035.375000,1096969.125000,1073772.750000,1055697.625000,1040971.375000,1029093.312500,1018829.250000,1009563.875000,1000698.937500,992430.000000,984590.750000,976996.875000,969700.625000,962027.875000,954660.937500,947185.062500,940072.062500,932914.437500,925894.875000,918487.062500,911299.625000,904388.437500,897565.187500,890494.250000,883162.375000,876095.562500,868872.937500,862119.062500,855141.875000,848299.812500,841414.937500,834769.500000,828093.562500,821171.125000,814446.125000,807878.312500,801235.000000,794513.000000,787767.687500,781093.187500,774775.750000,768481.312500,762057.750000,755361.375000,748795.937500,742534.312500,735816.750000,729116.875000,722411.500000,716181.750000,709842.312500,703192.875000,696807.312500,690412.875000,684193.875000,677633.062500,671304.312500,664865.750000,658430.000000,651589.875000,644557.437500,637314.687500,630513.250000,623914.562500,617373.062500,610530.812500,603775.125000,596333.375000,587618.625000,576590.062500,560040.250000,532883.687500,488576.531250,413281.250000,313205.125000,216376.968750,154103.156250,124953.593750,113000.804688,105804.390625,99225.203125,92118.960938,84257.273438,77526.875000,73500.085938,71484.507813,69949.570313,68447.429688,67236.468750,66059.835938,64636.933594,62940.117188,61304.566406,59628.191406,57508.476563,54292.800781,50315.515625,46008.074219,42180.117188,37472.785156,33017.125000,29294.656250
18,ROX,205196.734375,204958.046875,204972.468750,205191.656250,205369.812500,205557.718750,205684.421875,205817.671875,205890.531250,205933.750000,205984.187500,206093.234375,206236.703125,206286.281250,206292.953125,206240.453125,206207.921875,206119.093750,205827.937500,205218.328125,204126.671875,202295.875000,199225.812500,195141.703125,191171.796875,187690.640625,185176.984375,183162.953125,181972.421875,181116.656250,180712.750000,180361.625000,180009.250000,179777.250000,179901.984375,180003.656250,180029.328125,180060.718750,180254.406250,180275.671875,187153.515625,188319.468750,189210.156250,189870.140625,190461.125000,190922.250000,191252.046875,191545.421875,191849.625000,192238.203125,192576.140625,192828.609375,193151.031250,193591.328125,193849.703125,193980.375000,194316.906250,194675.453125,195017.812500,195244.906250,195603.828125,195769.093750,195917.890625,196009.218750,196233.968750,196504.562500,196717.296875,196921.703125,197175.062500,197411.640625,197636.750000,198003.609375,198370.375000,198646.296875,198769.187500,198869.062500,199211.281250,199572.187500,199862.718750,200088.859375,200446.843750,200661.062500,200829.281250,201095.734375,201426.515625,201706.828125,201874.468750,202058.765625,202287.578125,202663.343750,202964.109375,203175.500000,203413.718750,203725.953125,204086.390625,204447.343750,204813.156250,205254.718750,205657.984375,206155.593750,206713.484375,207352.656250,207924.687500,208437.984375,208849.375000,209085.156250,209220.234375,209229.593750,209172.906250,208982.203125,208872.000000,209003.500000,209745.968750,211007.734375,213755.500000,215605.984375,214866.218750,211399.093750,208758.218750,207725.203125,207594.812500,207563.578125,207518.328125,207600.468750,207599.000000,207462.718750,207308.062500,207262.718750,207252.156250,207316.843750,207402.375000,207513.937500,207601.375000,207628.093750,207522.921875,207382.718750,207457.656250,207424.718750,207133.265625,206538.078125,206604.765625,206083.031250,204332.687500
18,SYBR,135273.484375,133359.031250,132150.453125,131605.890625,131220.656250,130886.804688,130619.453125,130466.328125,130285.023438,130026.351563,129847.335938,129956.585938,130360.023438,130910.687500,132169.906250,134986.687500,140807.359375,152118.187500,173851.359375,213928.500000,284540.156250,398156.281250,556962.125000,741360.562500,916066.375000,1052406.500000,1142179.250000,1195389.000000,1225766.750000,1243494.875000,1254066.625000,1260235.000000,1264096.125000,1265938.000000,1265862.000000,1264884.000000,1263570.000000,1262178.875000,1260125.000000,1258154.750000,1184904.875000,1146277.375000,1114578.375000,1090839.750000,1072285.500000,1057674.250000,1045798.812500,1035590.187500,1026401.812500,1017843.625000,1010075.562500,1002271.625000,994170.750000,986061.000000,978519.625000,971058.375000,963624.625000,956460.687500,949387.250000,942202.250000,934564.562500,927160.375000,920186.062500,913244.500000,906070.875000,898474.187500,891305.812500,884117.187500,877207.625000,870271.500000,863144.062500,856069.812500,848818.625000,842146.375000,835259.687500,828538.375000,821206.750000,814131.812500,807180.750000,800436.250000,793817.187500,787628.562500,781164.937500,774392.062500,767471.812500,760796.250000,754134.875000,747471.687500,740850.750000,734105.937500,727544.562500,720934.500000,714527.500000,707878.562500,701419.750000,694696.687500,688344.750000,681594.062500,674993.687500,668226.250000,661517.875000,654776.000000,648170.625000,641640.375000,634821.937500,628108.562500,621547.437500,614604.000000,607146.062500,598632.062500,587956.062500,572120.437500,546332.937500,505827.343750,438030.687500,347658.437500,260873.265625,206412.500000,182394.875000,171484.437500,163500.968750,155510.859375,147074.750000,137318.937500,128499.812500,122390.093750,119139.398438,116662.875000,114385.578125,111921.531250,109296.242188,106644.968750,104049.835938,101225.492188,98013.046875,93732.953125,87102.429688,78573.523438,69857.101563,62603.324219,54307.457031,45880.566406,38253.746094
19,ROX,219362.015625,218390.453125,218179.375000,218500.765625,218715.062500,218912.281250,219026.000000,219145.562500,219208.234375,219308.890625,219441.203125,219569.953125,219607.375000,219485.703125,219174.921875,218527.093750,217469.859375,215594.234375,212634.781250,208927.046875,204710.156250,200468.046875,196720.156250,194105.062500,192508.578125,191701.578125,191244.921875,190652.687500,190270.015625,190235.406250,190448.000000,190361.531250,190293.906250,190274.531250,190381.546875,190527.437500,190749.984375,190892.156250,190859.765625,190665.437500,198359.734375,199507.078125,200324.046875,201123.515625,201807.343750,202283.984375,202499.781250,202782.937500,203082.843750,203526.359375,203943.531250,204284.968750,204480.593750,204827.921875,205087.406250,205342.750000,205587.781250,205773.796875,206092.062500,206413.984375,206905.593750,207189.937500,207443.078125,207612.015625,207788.937500,207998.906250,208286.953125,208561.500000,208932.500000,209237.937500,209488.953125,209645.203125,209942.093750,210178.250000,210372.031250,210557.937500,210831.812500,211212.250000,211502.843750,211782.687500,211972.593750,212267.171875,212320.625000,212429.140625,212681.250000,212944.718750,213242.500000,213388.687500,213592.078125,213731.828125,214040.812500,214138.500000,214258.281250,214391.984375,214566.718750,214696.015625,214940.515625,215179.468750,215251.359375,215248.890625,215417.234375,215511.375000,215550.703125,215527.046875,215742.125000,215911.937500,216126.375000,216240.390625,216425.921875,216644.828125,217097.875000,217902.000000,219395.093750,221688.437500,225609.500000,228631.093750,228920.687500,225654.718750,222394.156250,220417.187500,219931.640625,219855.343750,219979.031250,220015.062500,219675.562500,219030.781250,218566.500000,218352.937500,218285.750000,218316.687500,218290.781250,218167.187500,218024.390625,218032.421875,217997.328125,217878.906250,217839.234375,217732.156250,217577.375000,217480.343750,217533.421875,217338.843750,216867.984375
19,SYBR,146758.859375,144560.578125,143241.468750,142691.375000,142420.656250,142270.531250,142117.218750,142013.296875,142114.578125,142627.031250,143823.968750,146622.375000,152194.562500,163257.187500,184096.906250,223015.562500,291990.906250,404835.125000,565190.375000,756310.375000,942697.937500,1091813.250000,1192806.250000,1254108.625000,1290045.250000,1310601.750000,1323043.250000,1330877.000000,1335695.125000,1337934.000000,1338868.750000,1339256.250000,1339002.000000,1337879.625000,1335943.750000,1333304.500000,1330192.875000,1327272.250000,1325077.625000,1323694.250000,1248240.750000,1206297.000000,1172745.125000,1147843.250000,1128770.125000,1113454.875000,1101041.500000,1089890.875000,1080098.875000,1070740.250000,1061825.000000,1053315.750000,1045519.875000,1037475.125000,1029367.500000,1021350.437500,1013558.875000,1005792.500000,998015.375000,990548.875000,982912.125000,975400.250000,967729.812500,959960.062500,952256.875000,944759.500000,937473.937500,929843.625000,922163.687500,914465.125000,906957.125000,899780.062500,892599.250000,885665.875000,878474.250000,871538.000000,864463.312500,856960.187500,849392.500000,842113.562500,835390.625000,828421.000000,821763.000000,815040.687500,808045.625000,800815.250000,793856.625000,787201.437500,780268.250000,773070.000000,765962.625000,759211.125000,752377.000000,745267.562500,738227.250000,731213.937500,724424.000000,717527.937500,710669.437500,703585.750000,696385.437500,689216.437500,682579.625000,675671.375000,668225.125000,660538.000000,653155.125000,645801.812500,638133.500000,629710.062500,618891.062500,603131.500000,576880.250000,534242.687500,459821.593750,355591.312500,246593.781250,167921.125000,126994.429688,109430.515625,99967.718750,91029.187500,81102.375000,69269.757813,58328.675781,51857.812500,49873.167969,49424.289063,49017.214844,48581.332031,48280.351563,47958.750000,47400.617188,46749.878906,46261.039063,45859.000000,45062.175781,44369.437500,43818.281250,43441.316406,42657.855469,41884.132813,41166.800781
20,ROX,220238.828125,220343.218750,220551.937500,220844.687500,221055.687500,221195.046875,221300.718750,221468.500000,221589.578125,221690.921875,221829.687500,221920.750000,221927.984375,221978.312500,222123.500000,222117.015625,221901.812500,221574.890625,220999.390625,219961.765625,218081.218750,215143.984375,211437.156250,207191.656250,203016.828125,199331.093750,196950.156250,195453.187500,194580.156250,193810.375000,193422.765625,193252.437500,193223.187500,193223.843750,193151.968750,193159.343750,193234.093750,193364.062500,193415.406250,193551.656250,200753.468750,201958.093750,202876.031250,203465.828125,203905.859375,204384.000000,204737.250000,204985.171875,205180.953125,205609.171875,205906.453125,206091.187500,206360.625000,206685.109375,207015.765625,207281.406250,207620.187500,207821.281250,208105.406250,208286.062500,208435.468750,208544.218750,208792.468750,209097.625000,209365.343750,209598.671875,209745.671875,209986.687500,210130.375000,210245.281250,210510.046875,210911.031250,211259.406250,211419.421875,211493.156250,211609.968750,211862.312500,212087.671875,212159.609375,212287.765625,212572.328125,212899.656250,213083.546875,213331.500000,213508.062500,213729.937500,213887.765625,214115.906250,214155.562500,214401.562500,214637.281250,214857.687500,215025.953125,215310.437500,215593.937500,215750.890625,215944.062500,216199.000000,216462.125000,216670.125000,216872.640625,217281.437500,217798.140625,218257.531250,218840.562500,219435.500000,219922.078125,220280.015625,220679.140625,221097.265625,221497.843750,222361.671875,223697.796875,225725.671875,228777.406250,230158.437500,228339.593750,224169.593750,221376.437500,220179.171875,219934.312500,219822.296875,219812.812500,219650.000000,219355.953125,219056.375000,218885.578125,218853.375000,218819.687500,218804.359375,218792.359375,218887.359375,219048.750000,219020.687500,219021.500000,219051.625000,219205.656250,219122.000000,218859.421875,218461.812500,218696.734375,218345.609375,216754.000000
20,SYBR,145623.328125,144022.265625,142856.562500,142226.609375,141835.390625,141630.500000,141363.984375,141170.187500,140959.812500,140803.062500,140688.718750,140894.187500,141413.765625,142651.921875,145261.218750,150742.218750,161434.812500,182125.859375,220553.125000,288831.406250,400869.187500,562457.000000,758198.062500,950847.562500,1106337.625000,1212073.500000,1276690.625000,1313686.000000,1334515.000000,1347164.250000,1354754.875000,1358954.750000,1361212.625000,1361923.000000,1361815.750000,1360820.750000,1359421.500000,1356735.500000,1353385.250000,1349989.375000,1270092.250000,1227795.000000,1193386.750000,1167886.125000,1148513.500000,1132672.500000,1119865.500000,1108384.500000,1098243.250000,1088245.375000,1079212.250000,1070672.125000,1062534.375000,1054171.125000,1045707.750000,1037344.062500,1028948.062500,1020755.625000,1012659.125000,1005021.250000,996906.562500,988843.000000,980831.000000,972996.625000,965172.625000,957075.812500,949395.250000,941446.000000,933745.375000,925663.062500,917455.375000,909327.375000,901361.812500,893629.562500,886018.250000,878576.437500,870960.500000,863260.250000,855958.375000,848646.625000,841253.875000,834036.125000,826895.937500,819459.500000,812011.437500,804780.125000,797859.500000,790551.687500,783600.562500,776455.062500,769278.562500,761856.500000,754632.500000,747661.187500,740490.312500,733493.187500,726383.812500,719348.125000,712230.000000,705580.500000,698655.250000,691286.625000,683958.562500,676754.375000,669626.500000,662242.375000,655038.562500,647637.875000,639728.812500,630530.562500,618233.687500,599304.000000,568404.625000,519696.781250,440225.718750,339958.843750,249422.281250,196435.046875,173416.359375,162509.437500,154056.484375,145702.546875,136731.531250,127197.812500,119472.835938,114916.093750,112469.812500,110209.406250,107790.312500,105552.210938,103329.281250,101112.078125,98697.265625,96273.554688,93350.320313,89417.015625,83780.156250,77141.750000,70071.203125,63715.992188,55862.144531,48193.898438,41580.062500
21,ROX,212797.296875,212203.531250,212138.000000,212503.359375,212744.859375,212947.156250,213078.609375,213295.078125,213528.703125,213664.109375,213767.375000,213820.937500,213930.234375,213995.125000,214121.453125,214141.281250,214212.531250,214274.937500,214293.218750,214166.609375,213948.734375,213436.687500,212209.234375,210060.406250,207016.859375,203311.968750,199225.562500,195523.203125,192581.718750,190737.734375,189487.312500,188561.937500,187794.343750,187447.796875,187570.625000,187622.656250,187685.890625,187672.906250,187856.000000,187984.265625,195521.656250,196399.937500,197052.578125,197728.593750,198358.562500,198973.281250,199211.046875,199592.125000,199948.296875,200442.171875,200716.156250,200959.593750,201165.187500,201612.343750,202023.453125,202373.578125,202595.828125,202856.031250,203094.093750,203455.859375,203854.531250,204197.296875,204520.593750,204810.796875,204994.781250,205411.031250,205890.609375,206399.359375,206975.078125,207614.937500,208173.796875,208417.000000,208713.718750,208911.500000,209235.265625,209445.656250,209528.796875,209536.109375,209514.875000,209415.781250,209315.640625,209241.250000,209202.156250,209048.859375,208989.218750,208968.546875,209032.531250,209152.078125,209133.515625,209069.765625,209067.125000,209176.937500,209316.765625,209262.296875,209351.390625,209467.468750,209753.812500,209910.281250,210024.703125,210100.421875,210165.281250,210377.156250,210580.140625,210841.906250,211055.093750,211315.734375,211417.187500,211548.703125,211759.593750,212168.015625,212606.953125,213542.531250,215174.046875,217958.343750,221342.843750,222610.453125,220584.718750,216747.468750,214314.953125,213331.046875,213029.968750,212841.625000,212672.171875,212549.062500,212252.109375,212063.156250,211809.875000,211618.078125,211427.546875,211403.218750,211333.593750,211227.578125,211018.000000,210860.343750,210740.515625,210771.781250,210751.937500,210665.421875,210524.906250,210316.718750,210472.843750,210085.500000,208805.609375
