Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143,Reading 144
68,ROX,252837.875000,250349.703125,249413.031250,249676.062500,249866.984375,250141.859375,250331.312500,250592.421875,250689.437500,250876.437500,250995.968750,251220.015625,251339.781250,251411.781250,251473.609375,251498.062500,251555.359375,251597.953125,251663.093750,251521.171875,251138.531250,250373.187500,248860.031250,246252.234375,242788.625000,238486.265625,234047.687500,229759.359375,226898.984375,224870.187500,223765.328125,222910.703125,222723.656250,222674.359375,222641.906250,222459.734375,222283.546875,222346.484375,222371.687500,222192.593750,230471.328125,231835.140625,233076.046875,234215.265625,234940.453125,235659.578125,236190.140625,236791.406250,237379.453125,237987.031250,238488.640625,238879.625000,239236.812500,239703.171875,240129.062500,240681.187500,241088.828125,241501.937500,241705.750000,242332.656250,243020.984375,243841.734375,244235.859375,244609.390625,245110.531250,245794.593750,246524.734375,247035.750000,247708.281250,248222.125000,248730.531250,249027.625000,249281.812500,249506.609375,249603.500000,249616.765625,249595.343750,249626.125000,249494.187500,249372.515625,249330.578125,249206.656250,248992.640625,248841.515625,248922.078125,248965.125000,249153.140625,249349.437500,249511.718750,249612.812500,249856.703125,250140.406250,250365.359375,250592.921875,250908.015625,251159.359375,251301.828125,251467.437500,251625.484375,251781.796875,251897.281250,251989.312500,252189.781250,252308.218750,252385.828125,252307.750000,252252.203125,252331.265625,252516.531250,252760.125000,253073.859375,253668.484375,254629.015625,256528.218750,260087.875000,264055.968750,265252.437500,262220.312500,257702.328125,254868.484375,253945.437500,253718.515625,253723.171875,253745.437500,253423.375000,253071.812500,252855.265625,252793.703125,252539.281250,252313.250000,252203.109375,252132.265625,252033.343750,251792.765625,251635.906250,251468.453125,251531.015625,251640.187500,251457.312500,251185.687500,250881.328125,250591.968750,249858.375000,248874.500000
68,SYBR,151108.000000,146392.515625,144081.593750,143567.015625,143149.296875,142733.125000,142502.125000,142165.734375,141832.875000,141546.031250,141417.687500,141194.781250,140992.453125,141019.531250,141398.218750,142416.593750,144557.750000,148832.828125,157262.250000,173889.781250,205508.875000,263238.625000,361901.468750,512882.437500,710331.500000,922286.000000,1107281.500000,1240925.375000,1324667.250000,1373092.000000,1400234.875000,1416073.625000,1424919.125000,1429575.875000,1431686.750000,1433002.875000,1433275.750000,1432085.250000,1429660.250000,1426930.000000,1342936.125000,1300670.875000,1265162.625000,1237936.500000,1217579.875000,1201216.000000,1188042.500000,1176513.375000,1166046.125000,1156329.250000,1147238.500000,1138375.750000,1129565.125000,1120675.000000,1112018.000000,1103398.500000,1095175.125000,1086768.125000,1078713.000000,1070194.000000,1061994.625000,1053457.375000,1045402.062500,1037102.812500,1028965.375000,1021128.125000,1013296.687500,1005767.937500,997658.000000,989930.937500,981919.250000,974192.500000,965927.000000,957439.250000,949467.875000,941903.875000,934043.500000,925632.812500,917326.375000,909403.375000,901141.562500,892916.187500,884796.625000,876999.375000,869082.062500,861238.312500,853394.187500,845707.000000,837668.125000,829634.187500,821682.312500,814020.687500,806536.437500,798932.562500,791195.000000,783451.437500,776234.500000,768762.500000,760824.312500,752677.750000,745052.875000,737308.000000,729259.625000,721340.562500,713501.187500,705486.437500,697617.500000,689719.875000,681152.562500,671309.500000,659113.750000,642183.625000,617415.000000,576725.187500,506947.500000,403270.781250,285626.843750,191156.437500,139545.218750,120707.812500,113777.640625,108993.531250,103866.648438,97986.226563,92652.046875,89013.773438,86806.312500,85087.679688,83531.835938,81896.390625,80093.515625,78371.835938,76569.070313,74780.882813,72772.609375,70427.406250,67175.429688,62581.281250,57410.367188,51997.343750,47246.320313,40894.730469,36441.226563,35362.519531
69,ROX,243289.906250,241112.281250,240170.687500,240237.875000,240382.296875,240529.562500,240674.781250,240867.515625,240983.281250,241067.171875,241109.625000,241185.406250,241279.578125,241374.578125,241547.421875,241657.203125,241771.625000,241803.343750,242000.640625,242092.078125,242058.828125,241712.750000,241166.687500,240048.234375,238024.859375,235461.609375,231928.140625,227722.843750,223150.656250,219794.437500,217526.578125,216249.187500,215172.312500,214484.187500,214301.984375,214287.312500,214158.484375,214055.281250,214135.218750,214009.125000,221718.875000,223209.093750,224325.359375,225075.390625,225824.531250,226424.968750,226980.406250,227409.906250,227979.484375,228523.546875,228979.625000,229215.421875,229604.875000,230042.343750,230337.062500,230599.937500,230903.437500,231346.593750,231679.546875,231974.250000,232252.437500,232533.515625,232960.906250,233310.312500,233690.062500,234063.312500,234500.531250,234877.500000,235262.078125,235632.843750,235914.562500,236224.781250,236668.250000,237235.250000,237654.484375,237969.453125,238250.656250,238611.562500,238947.000000,239211.781250,239519.406250,239832.906250,240134.328125,240249.234375,240279.390625,240258.953125,240165.984375,240056.250000,240005.812500,240060.375000,239977.343750,239917.921875,239915.562500,239945.546875,239851.515625,239850.109375,239802.531250,239914.109375,240019.343750,240130.562500,240158.093750,240287.734375,240541.187500,240698.359375,240809.546875,240884.453125,240921.125000,241091.046875,241328.484375,241760.968750,242409.687500,243560.593750,245167.937500,247968.968750,251472.500000,253747.000000,252290.250000,248687.515625,245835.125000,245277.812500,244854.515625,243993.234375,243134.625000,243053.859375,242956.234375,242714.890625,242404.906250,242152.031250,241872.734375,241571.312500,241444.281250,241327.062500,241185.750000,240872.046875,240762.609375,240656.437500,240512.718750,240248.250000,239992.015625,239749.218750,239540.812500,239102.062500,238317.125000,237296.640625
69,SYBR,147228.703125,143072.562500,140742.531250,139888.031250,139526.625000,139160.171875,138935.578125,138500.734375,138074.312500,137653.750000,137304.531250,137043.468750,136835.562500,136677.703125,136498.968750,136664.796875,137333.187500,138709.515625,141470.656250,146957.218750,157870.046875,179024.750000,218796.937500,289395.593750,404766.750000,569122.062500,765535.875000,957013.875000,1110481.750000,1213763.750000,1276065.500000,1311458.375000,1332244.500000,1344137.875000,1351147.250000,1355199.500000,1357171.375000,1357291.500000,1356003.750000,1354345.500000,1273201.750000,1231009.375000,1196562.625000,1171184.250000,1151648.625000,1136345.250000,1123612.000000,1112702.500000,1102267.250000,1092843.750000,1084116.875000,1075933.750000,1067281.625000,1058477.875000,1050040.875000,1041923.187500,1033648.125000,1025232.437500,1016981.750000,1009074.312500,1001335.062500,993374.375000,984949.062500,976554.125000,968752.937500,961341.625000,953675.187500,945649.000000,937516.750000,929808.500000,922149.625000,914474.000000,906702.187500,899338.437500,892254.250000,885053.125000,877442.375000,869756.750000,861948.000000,854432.125000,846874.500000,839337.437500,831872.750000,824530.937500,817340.875000,809851.562500,802032.125000,794262.500000,786694.062500,779745.500000,772644.500000,765756.250000,758610.625000,751345.750000,743830.437500,736375.437500,729198.187500,721811.125000,714414.500000,706968.812500,699816.750000,692461.250000,684863.312500,677312.687500,669740.312500,661917.312500,654125.500000,646015.500000,636805.562500,625665.500000,610743.000000,588949.562500,556494.500000,503965.875000,420463.375000,315073.125000,220468.234375,162451.000000,135385.500000,117743.632813,101513.382813,90483.773438,86321.492188,84270.117188,82495.445313,81099.476563,79988.078125,78635.906250,77284.195313,75869.710938,74503.539063,73262.054688,72036.890625,70712.273438,69252.781250,67301.445313,64381.242188,60455.007813,56487.835938,52833.371094,49848.339844,45860.628906,43196.589844,42922.148438
70,ROX,220087.609375,218740.937500,218147.984375,218203.546875,218411.781250,218565.562500,218657.515625,218740.250000,218768.453125,218775.359375,218824.250000,218978.593750,219087.484375,219158.468750,219145.875000,219148.187500,219210.718750,219322.234375,219312.015625,219136.437500,218762.390625,218008.421875,216692.656250,214316.375000,211325.843750,207612.328125,203573.531250,199731.093750,196975.218750,195207.937500,194129.312500,193531.062500,193030.703125,192520.734375,192221.062500,192162.859375,192115.468750,192207.890625,192183.500000,192025.046875,199760.656250,200755.218750,201733.546875,202580.062500,203074.406250,203494.687500,204029.578125,204739.406250,205229.437500,205548.609375,205768.421875,206237.578125,206522.343750,207049.218750,207473.515625,208021.671875,208335.609375,208718.531250,209192.625000,209742.390625,210359.578125,211090.468750,211697.828125,212079.046875,212357.453125,212742.406250,212912.828125,212868.625000,212994.421875,213211.328125,213347.593750,213338.796875,213342.406250,213232.125000,213087.500000,213089.875000,213207.875000,213181.765625,213134.296875,213156.703125,213219.484375,213286.328125,213387.640625,213466.656250,213468.140625,213584.328125,213717.687500,213833.171875,214008.062500,214150.546875,214253.031250,214366.531250,214617.062500,214969.015625,215157.968750,215218.125000,215278.812500,215413.296875,215661.234375,215913.062500,216119.265625,216065.453125,216106.203125,216146.906250,216333.296875,216470.203125,216654.093750,216658.000000,216715.531250,216943.703125,217567.203125,218600.781250,220299.750000,223786.109375,226931.375000,227724.656250,224797.593750,221377.265625,218955.250000,218216.125000,217965.984375,217794.546875,217739.093750,217681.125000,217440.812500,217051.593750,216726.734375,216639.593750,216561.921875,216495.015625,216299.250000,216268.640625,216169.531250,216055.437500,215844.031250,215754.875000,215723.093750,215741.046875,215677.218750,215528.500000,215392.812500,215026.703125,214459.093750,213798.281250
70,SYBR,132018.546875,128701.195313,126844.656250,126136.921875,125633.812500,125318.265625,125073.023438,124719.281250,124329.960938,124196.375000,124098.109375,123924.296875,123685.781250,123586.960938,123891.382813,124750.726563,126509.937500,129867.351563,136777.343750,150357.453125,176096.390625,223061.796875,303736.437500,427739.125000,590048.000000,765281.875000,919729.937500,1032706.750000,1104480.250000,1146436.125000,1170537.000000,1184321.250000,1192724.625000,1197552.250000,1200436.125000,1202046.250000,1202452.500000,1201795.750000,1200286.875000,1198570.625000,1121978.125000,1086048.875000,1056035.250000,1033525.750000,1016502.562500,1003211.312500,991696.062500,981512.812500,972563.250000,964584.875000,957085.812500,949579.750000,942350.000000,934720.125000,927306.437500,919884.250000,913198.000000,906252.250000,899071.875000,891915.375000,885084.000000,878058.250000,870963.312500,864179.062500,857521.625000,850746.687500,843810.562500,837183.812500,830540.687500,823873.625000,816980.187500,810154.000000,803709.250000,797088.062500,790655.562500,783845.562500,777292.437500,770747.062500,764178.187500,757438.750000,750811.687500,744317.375000,737737.375000,731165.437500,724782.062500,718264.562500,711969.312500,705805.437500,699285.500000,692603.500000,686029.875000,679929.562500,673947.437500,667532.187500,660968.250000,654332.062500,647963.500000,641437.125000,634977.750000,628178.437500,621594.187500,615062.187500,608553.937500,601821.875000,595099.312500,588226.375000,581362.312500,574172.937500,565836.375000,555765.375000,541483.812500,518975.968750,484086.093750,422305.781250,331174.468750,229481.031250,152889.218750,112750.585938,98597.328125,93290.367188,89242.984375,85306.359375,80720.500000,75604.570313,71678.445313,69698.796875,68838.109375,67876.312500,66757.773438,65717.468750,64917.039063,63949.656250,62889.765625,61591.222656,60275.648438,58479.792969,55953.789063,52653.160156,49435.214844,46660.078125,44333.902344,41548.640625,39904.148438,40056.578125
71,ROX,189236.515625,188208.859375,187852.828125,188043.203125,188195.578125,188291.062500,188351.078125,188460.187500,188467.562500,188516.781250,188546.343750,188584.546875,188583.812500,188663.906250,188741.046875,188773.031250,188790.031250,188777.671875,188751.484375,188587.953125,188395.781250,187964.046875,187360.078125,186095.890625,183985.593750,180838.250000,177254.625000,173801.671875,171436.203125,169932.296875,169068.515625,168525.140625,168185.937500,167768.093750,167248.453125,167121.187500,167184.343750,167256.406250,167202.937500,167201.875000,173346.640625,174339.343750,174927.625000,175252.531250,175609.796875,176115.656250,176560.625000,176832.875000,177108.187500,177388.171875,177639.703125,177853.000000,178063.687500,178344.296875,178454.859375,178628.812500,178822.609375,179176.609375,179305.109375,179543.515625,179758.687500,180049.593750,180045.671875,180062.687500,180278.906250,180501.062500,180644.625000,180698.421875,180897.437500,181042.578125,181103.890625,181251.828125,181446.281250,181539.125000,181533.234375,181656.859375,181899.515625,182044.859375,182237.546875,182316.281250,182295.812500,182191.812500,182198.125000,182231.468750,182351.578125,182399.609375,182355.203125,182336.562500,182419.500000,182451.921875,182371.453125,182392.328125,182602.718750,182875.984375,183032.671875,182933.031250,182847.375000,182876.140625,182996.453125,183090.890625,183094.890625,183183.171875,183068.718750,182966.031250,182977.125000,183027.484375,183039.968750,183085.875000,183298.171875,183569.125000,184215.109375,185284.812500,187108.578125,190082.046875,192014.812500,191542.312500,188677.234375,186307.812500,185095.078125,184981.109375,185055.359375,185112.937500,185271.265625,185303.125000,185374.140625,185604.218750,185870.093750,185790.062500,185356.937500,184928.468750,184534.906250,184157.859375,183635.687500,183090.250000,182691.562500,182509.515625,182506.140625,182356.015625,182237.781250,182143.140625,182063.187500,181705.453125,181279.062500,180928.828125
71,SYBR,115798.218750,112877.328125,111058.523438,110170.359375,109667.148438,109304.898438,109078.281250,108792.031250,108539.750000,108357.750000,108147.968750,107971.484375,107804.031250,107744.000000,107754.007813,108102.500000,108962.984375,110736.968750,114363.859375,121801.789063,136233.546875,163238.250000,211659.234375,292509.718750,411499.312500,558363.812500,706992.562500,829838.062500,914821.062500,966068.687500,995129.500000,1011599.250000,1021673.062500,1027496.750000,1030908.125000,1032292.937500,1032652.687500,1032530.125000,1031951.750000,1030443.687500,964194.875000,932573.812500,906975.687500,888196.375000,873698.250000,861924.750000,852111.437500,844035.687500,836623.812500,829983.875000,823589.500000,817371.875000,810928.750000,804096.062500,797813.125000,791598.437500,785782.500000,779551.375000,773579.000000,767281.875000,761275.937500,755056.500000,749148.125000,743282.250000,737416.625000,731575.625000,725594.437500,719912.500000,713772.500000,708034.437500,702199.500000,696445.562500,690592.500000,685002.437500,679512.250000,673665.750000,667687.250000,662024.625000,655901.312500,649673.187500,643662.375000,638152.625000,632711.812500,626916.125000,620989.187500,614934.937500,609261.937500,603618.375000,597956.125000,592459.125000,587020.062500,581434.250000,575698.875000,569912.000000,564389.250000,559172.875000,553751.125000,548101.000000,542219.125000,536534.312500,530958.000000,525316.625000,519640.906250,513893.906250,507941.531250,501702.812500,495630.812500,489027.125000,480876.593750,470564.625000,455734.593750,432303.437500,395473.625000,332958.187500,250759.296875,170468.109375,118659.250000,93297.968750,82793.039063,76276.164063,70701.562500,65619.765625,61211.605469,58130.804688,56397.777344,55423.597656,54753.070313,54147.324219,53512.406250,52723.363281,51928.289063,51000.929688,50105.023438,49215.968750,48159.859375,46557.160156,44378.878906,42023.523438,39807.632813,38010.359375,36708.453125,35043.500000,34218.308594,35029.433594
72,ROX,170126.187500,170488.218750,170755.875000,170914.265625,170957.640625,171064.187500,171165.187500,171299.000000,171345.453125,171435.953125,171500.343750,171605.718750,171650.500000,171597.109375,171525.593750,171504.625000,171553.390625,171494.546875,171512.203125,171458.796875,171405.968750,171206.859375,170961.734375,170380.984375,169320.734375,167537.468750,165093.250000,162247.578125,159551.984375,157593.078125,156561.578125,156044.171875,155447.453125,155002.859375,154714.656250,154449.921875,154125.546875,154103.656250,154265.343750,154355.109375,160167.375000,160425.906250,160660.828125,160821.812500,161019.234375,161086.984375,161148.796875,161303.359375,161486.343750,161600.625000,161517.062500,161531.906250,161583.500000,161814.765625,161994.671875,162337.859375,162402.921875,162534.703125,162453.328125,162591.718750,162591.265625,162728.281250,162823.531250,162863.156250,162841.250000,162915.250000,163084.390625,163214.093750,163360.750000,163471.968750,163496.796875,163530.281250,163525.843750,163590.578125,163581.796875,163667.921875,163650.156250,163815.750000,163930.875000,164026.406250,164000.343750,164110.031250,164175.687500,164160.093750,164033.281250,164095.328125,164019.406250,164035.281250,164051.968750,164183.875000,164133.234375,164077.437500,164054.156250,164084.625000,164037.312500,163977.906250,163657.718750,163295.687500,162873.390625,162684.187500,162366.984375,162322.968750,162469.593750,162737.937500,162770.234375,162841.484375,162977.062500,163216.640625,163597.093750,164103.875000,165185.296875,166556.843750,168610.312500,170152.625000,169514.062500,166535.328125,163596.171875,162408.531250,162056.421875,161946.000000,161842.906250,161751.562500,161626.390625,161578.125000,161601.453125,161583.484375,161537.984375,161376.890625,161304.171875,161229.421875,161086.265625,160881.078125,160741.796875,160645.218750,160516.906250,160407.203125,160284.453125,160227.015625,160259.484375,160233.359375,160025.593750,159546.859375,159014.687500,158610.843750
72,SYBR,90924.820313,90573.195313,90294.070313,89942.046875,89645.445313,89426.640625,89283.960938,89072.468750,88808.296875,88655.187500,88464.367188,88223.304688,87952.937500,87730.851563,87599.250000,87596.617188,87895.109375,88760.812500,90472.296875,93930.648438,100821.625000,114300.171875,139515.890625,184404.343750,257769.765625,362547.937500,487753.562500,610355.375000,709131.062500,776791.562500,818569.375000,843821.812500,858973.500000,868057.125000,873608.000000,877260.937500,878939.562500,879372.750000,878829.000000,877559.125000,813970.500000,786537.500000,764042.500000,747360.000000,734329.250000,723990.000000,715308.750000,707659.375000,701143.187500,695041.312500,689420.875000,683702.750000,678184.875000,672366.875000,666895.562500,661202.750000,655956.125000,650758.437500,646007.375000,640675.875000,635480.250000,630062.687500,624782.812500,619624.687500,614894.000000,609796.312500,604623.625000,599605.687500,594484.375000,589171.187500,583888.562500,579054.000000,574457.750000,569569.937500,564585.937500,559433.687500,554460.687500,549188.000000,544084.562500,539126.062500,534347.500000,529488.812500,524449.812500,519321.781250,514396.875000,509372.093750,504514.281250,499596.625000,494679.000000,489587.625000,484780.718750,480052.656250,475127.156250,470077.781250,465105.031250,459947.531250,454405.437500,448446.218750,442407.187500,436264.093750,430650.000000,425380.656250,420512.343750,415885.843750,411367.093750,406055.093750,400001.000000,392785.812500,383090.750000,369107.187500,346155.281250,310606.062500,256555.921875,183736.078125,110819.187500,61525.437500,41994.125000,36872.242188,35682.410156,35002.707031,34318.164063,33764.113281,33468.113281,33152.507813,32871.468750,32460.947266,32085.128906,31853.015625,31539.380859,31216.751953,30828.765625,30766.699219,30401.830078,29872.472656,29139.183594,28668.972656,28128.701172,27600.871094,27101.050781,26737.857422,26370.234375,25893.015625,26090.539063,27183.886719
73,ROX,147529.390625,148100.437500,148387.875000,148479.437500,148577.984375,148653.312500,148705.578125,148756.531250,148644.062500,148378.703125,147763.203125,146594.125000,144650.875000,141864.203125,138561.218750,135436.046875,132945.187500,131393.734375,130427.031250,129924.023438,129425.882813,129110.914063,128941.687500,128886.226563,128868.914063,128948.187500,129044.671875,129030.320313,128935.484375,129105.960938,129402.398438,129515.812500,129478.390625,129332.585938,129332.703125,129300.257813,129382.101563,129325.156250,129363.968750,129597.546875,135665.359375,136254.234375,136640.062500,136940.328125,137174.078125,137474.312500,137699.671875,137947.640625,138175.015625,138522.375000,138777.578125,138961.500000,139008.156250,139213.328125,139398.359375,139604.203125,139781.546875,140042.140625,140259.640625,140390.406250,140493.078125,140672.000000,140919.375000,141080.046875,141110.031250,141251.421875,141418.328125,141563.890625,141595.531250,141728.125000,141917.218750,142049.531250,142230.343750,142272.609375,142415.546875,142547.796875,142647.640625,142590.390625,142616.453125,142685.828125,142770.125000,142692.187500,142590.531250,142540.406250,142869.343750,143294.484375,143608.015625,143721.750000,143758.953125,143803.062500,143847.437500,143993.078125,144124.531250,144231.906250,144373.812500,144440.953125,144464.015625,144423.296875,144360.906250,144309.890625,144391.250000,144465.437500,144519.671875,144527.968750,144619.437500,144555.125000,144626.625000,144812.500000,145156.125000,145556.843750,146325.578125,147389.875000,148638.312500,150510.046875,152104.281250,152391.625000,150522.625000,148286.281250,146683.875000,146109.359375,146020.156250,146075.171875,146049.656250,145928.375000,145893.125000,146004.546875,146001.078125,145817.921875,145650.359375,145512.343750,145506.312500,145443.781250,145467.171875,145442.000000,145393.531250,145240.828125,145106.109375,145089.312500,145075.375000,145021.031250,144811.484375,144434.109375,144030.703125,143797.734375
73,SYBR,89646.429688,89460.601563,89412.718750,89611.984375,90282.906250,91818.601563,94918.304688,100849.968750,112242.015625,133628.593750,172165.375000,236389.421875,330741.593750,446981.781250,564149.187500,660259.500000,726316.562500,765772.375000,787744.000000,799491.625000,806781.937500,811487.500000,814383.500000,815538.187500,816111.687500,815918.312500,815400.562500,814174.937500,812730.750000,810782.500000,808841.812500,807035.562500,805810.375000,804962.625000,803836.437500,802425.750000,801109.875000,799999.562500,799136.375000,798454.312500,745995.625000,722001.750000,702292.437500,687827.875000,677107.937500,668519.125000,661285.562500,654905.187500,649335.687500,644099.937500,639218.875000,634262.875000,629613.750000,624819.875000,620229.250000,615745.187500,611574.687500,606948.750000,602372.437500,598134.437500,594133.000000,589827.500000,585528.125000,581535.000000,577575.812500,573420.062500,569179.500000,564964.562500,560563.375000,556215.812500,551892.000000,547769.937500,543383.187500,539073.750000,534608.500000,530024.687500,525405.000000,520999.218750,516680.000000,511940.750000,506900.375000,501810.312500,496868.218750,492355.781250,488064.468750,483857.812500,479429.656250,475420.875000,471676.218750,468077.500000,464259.343750,460214.000000,456147.062500,452012.156250,447767.500000,443612.187500,439444.593750,435221.468750,430978.656250,426824.062500,422943.312500,418736.968750,414419.781250,410010.281250,405675.187500,400881.687500,395497.843750,389495.625000,381626.343750,371172.343750,355316.906250,331854.000000,299255.906250,253046.093750,193039.796875,129961.679688,83264.757813,59685.253906,52551.054688,51320.277344,50920.902344,50503.281250,50028.085938,49448.386719,48914.230469,48203.429688,47478.148438,46687.664063,45836.136719,44741.316406,43423.382813,41921.050781,40281.820313,38379.207031,36638.789063,34889.261719,33476.734375,32192.933594,31431.710938,30729.707031,30345.710938,29729.562500,29688.667969,30355.671875
74,ROX,168560.718750,167811.093750,167521.531250,167761.109375,168126.750000,168367.468750,168429.203125,168535.421875,168653.187500,168689.593750,168616.859375,168477.265625,168184.234375,167695.703125,166791.859375,165117.609375,162444.859375,159078.734375,155644.875000,152703.859375,150582.062500,149227.734375,148461.453125,148098.937500,147813.921875,147543.718750,147455.546875,147580.484375,147707.500000,147657.046875,147595.375000,147632.031250,147765.734375,147815.671875,147758.312500,147731.390625,147772.296875,147860.531250,147962.453125,148018.828125,154461.031250,155222.968750,155834.937500,156189.625000,156481.781250,156727.781250,157079.281250,157431.390625,157787.328125,157936.500000,158006.968750,158270.265625,158498.656250,158717.296875,158977.171875,159399.687500,159564.640625,159697.281250,159910.843750,160060.515625,160127.218750,160250.453125,160595.750000,160802.218750,160928.281250,160926.593750,161162.578125,161371.031250,161703.812500,161881.125000,162019.984375,162072.953125,162142.765625,162331.421875,162468.750000,162641.484375,162837.750000,163060.312500,163313.421875,163401.531250,163706.046875,163795.593750,163903.125000,163895.593750,164099.750000,164287.500000,164471.125000,164591.125000,164829.937500,165105.593750,165312.546875,165341.234375,165304.062500,165228.093750,165289.984375,165439.093750,165628.406250,165556.468750,165390.250000,165373.281250,165597.875000,165767.203125,165713.484375,165707.250000,165738.062500,165891.078125,165960.593750,166096.421875,166418.718750,166939.812500,167749.281250,168758.828125,170099.187500,171841.078125,173846.687500,175080.593750,173956.453125,171256.828125,168968.796875,168118.812500,167902.015625,167696.281250,167676.875000,167626.187500,167416.906250,167262.359375,167186.531250,167211.500000,167073.234375,166951.000000,166981.578125,166995.687500,166868.406250,166670.375000,166668.203125,166702.125000,166651.750000,166524.515625,166363.703125,166209.093750,166009.515625,165783.390625,165493.562500,165150.062500
74,SYBR,105560.023438,103822.578125,102709.468750,102177.484375,101841.976563,101748.890625,101961.101563,102498.382813,103681.406250,106195.351563,111278.781250,121261.062500,140322.703125,175329.718750,235644.593750,329351.843750,453509.312500,588806.562500,708815.062500,796882.187500,852346.875000,883867.875000,901236.000000,910669.937500,916278.250000,919440.062500,921216.062500,921378.875000,920978.187500,920112.500000,919403.375000,918299.562500,916724.937500,915093.562500,913565.625000,911423.125000,909209.562500,907351.062500,905966.812500,904422.750000,846825.125000,819484.500000,797015.687500,780638.750000,768183.500000,758364.000000,749984.875000,742902.750000,736515.937500,730780.125000,725265.250000,719630.437500,714242.625000,708840.750000,703851.000000,698379.125000,693320.500000,688113.750000,683169.000000,678088.750000,673206.875000,668132.437500,662841.125000,657849.625000,653269.125000,648555.750000,643438.375000,638378.125000,633441.000000,628565.312500,623520.187500,618497.187500,613936.062500,609303.750000,604670.812500,599628.562500,594821.375000,589850.562500,584710.687500,579786.187500,574984.000000,570435.250000,565806.687500,561036.875000,556406.812500,551829.250000,547248.687500,542513.562500,537892.812500,533270.437500,528525.000000,523744.125000,519178.843750,514725.750000,510206.125000,505428.250000,500542.562500,495728.500000,491306.625000,486707.062500,482069.125000,477006.687500,472321.375000,467438.625000,462530.687500,457005.468750,451282.625000,444749.312500,436395.812500,425299.468750,409325.062500,386057.812500,352855.625000,305936.250000,242269.968750,168762.390625,104931.390625,66745.382813,52511.304688,49525.781250,48749.820313,48271.363281,47788.277344,47403.593750,47320.613281,46915.464844,46156.078125,45467.628906,44931.914063,44300.031250,43261.683594,42221.195313,41249.742188,40220.406250,38935.519531,37390.757813,36343.417969,35571.007813,34975.398438,34340.667969,33987.203125,33413.554688,33320.832031,34156.664063
