Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143,Reading 144
23,ROX,183372.687500,182796.203125,182802.593750,183311.750000,183822.578125,184294.515625,184585.703125,184822.921875,185041.453125,185334.390625,185468.406250,185493.515625,185484.937500,185616.609375,185757.156250,185827.578125,185766.796875,185654.171875,185480.953125,185068.625000,184193.187500,182606.578125,180139.765625,176892.421875,173191.750000,169612.406250,167096.390625,165517.406250,164587.656250,163620.703125,162623.046875,161546.359375,160746.375000,160217.171875,159763.859375,159295.843750,158866.781250,158491.812500,158258.812500,158096.937500,163559.421875,163675.843750,163746.406250,163782.468750,163896.343750,164076.750000,164267.546875,164435.265625,164593.843750,164542.062500,164477.796875,164531.609375,164759.375000,164934.609375,165147.546875,165168.531250,165171.250000,165218.281250,165343.656250,165270.171875,165273.421875,165423.500000,165584.859375,165615.562500,165744.187500,165941.921875,166083.687500,166027.875000,165949.828125,165906.140625,165947.562500,166038.968750,166117.125000,166214.421875,166205.718750,166283.109375,166252.312500,166272.953125,166345.312500,166451.515625,166459.390625,166390.234375,166453.781250,166505.421875,166573.812500,166546.500000,166598.593750,166652.968750,166763.312500,166632.000000,166518.093750,166474.687500,166446.312500,166406.156250,166415.765625,166447.875000,166360.203125,166282.500000,166408.187500,166455.781250,166386.093750,166300.671875,166416.796875,166564.375000,166684.156250,166822.125000,167010.687500,167186.468750,167447.671875,167881.625000,168874.031250,170193.265625,172355.375000,175348.312500,177140.859375,176349.234375,173859.156250,172184.953125,171465.937500,171269.656250,171013.500000,170536.718750,169871.421875,169233.765625,168760.015625,168373.375000,167920.593750,167572.468750,167466.531250,167511.593750,167497.500000,167414.468750,167377.468750,167535.609375,167836.375000,167979.468750,167947.562500,167822.343750,167765.312500,167646.562500,167394.187500,166701.203125,165681.015625,164604.390625
23,SYBR,163104.203125,161218.656250,160466.781250,160518.062500,160622.531250,160702.500000,160923.390625,161039.531250,161093.718750,160991.875000,160968.875000,161094.984375,161296.031250,161711.796875,162669.453125,164930.218750,169631.718750,178609.484375,195417.640625,226410.453125,281109.625000,368368.281250,488662.593750,626412.250000,755862.875000,856088.125000,922632.062500,962333.500000,985536.250000,999141.437500,1007765.625000,1012898.375000,1015899.000000,1017171.500000,1017557.500000,1017217.812500,1016448.375000,1014987.062500,1012620.187500,1009467.562500,945831.750000,914270.125000,888263.375000,869107.562500,854736.812500,843448.250000,833709.062500,825369.375000,817992.125000,811515.250000,805337.562500,799153.812500,792882.500000,786523.687500,780544.000000,774464.875000,768543.125000,762335.250000,756464.500000,750566.812500,744838.812500,738804.187500,732942.250000,726877.000000,720656.125000,714475.000000,708725.750000,703287.875000,697711.312500,692140.500000,686227.125000,680308.687500,674621.250000,669088.375000,663232.812500,657066.187500,651366.875000,645849.125000,639946.250000,633764.125000,627821.687500,622034.250000,616235.500000,610396.125000,604655.000000,598909.062500,593318.375000,587737.687500,581849.625000,576134.875000,570677.375000,565305.875000,559883.687500,554271.812500,548577.500000,542866.062500,537024.562500,531130.875000,525062.250000,519160.187500,513340.531250,507685.812500,502247.812500,496628.343750,491020.312500,485189.281250,479427.250000,473051.718750,465528.375000,455695.781250,440531.125000,416311.968750,377387.125000,313451.781250,233927.375000,162069.531250,119927.601563,101334.617188,94845.796875,91138.171875,88445.812500,85839.062500,83088.617188,80384.789063,78579.093750,77242.250000,76130.601563,74950.390625,73776.921875,72413.500000,71043.632813,69761.851563,68382.234375,66882.539063,65068.917969,62582.519531,59401.656250,55975.433594,52847.292969,50231.843750,48066.425781,45381.996094,44137.218750,45503.992188
24,ROX,152441.921875,152360.531250,152399.062500,152619.343750,152848.906250,153148.781250,153343.125000,153520.703125,153690.984375,153868.375000,153938.546875,153932.031250,153986.578125,154103.062500,154158.281250,154190.921875,154162.546875,154047.156250,153750.906250,153279.750000,152381.203125,150803.593750,148474.296875,145575.640625,142701.484375,140243.250000,138479.500000,137051.750000,136081.625000,135494.453125,135370.125000,135079.546875,134846.765625,134509.593750,134296.781250,134079.265625,134063.031250,134085.656250,134180.734375,134450.906250,140685.078125,141145.687500,141521.640625,141796.312500,141955.906250,141983.515625,142054.140625,142210.234375,142409.390625,142621.812500,142743.375000,142868.109375,142899.406250,143093.875000,143250.796875,143370.828125,143397.781250,143470.953125,143648.218750,143848.906250,143894.687500,143957.859375,144103.093750,144414.140625,144584.359375,144685.906250,144750.234375,144786.500000,144869.859375,144936.031250,145009.234375,145129.109375,145251.296875,145456.703125,145497.796875,145635.875000,145641.187500,145738.875000,145762.156250,145794.890625,145861.531250,145873.468750,145967.656250,146004.515625,146081.671875,146113.328125,146231.953125,146189.203125,146171.390625,146071.921875,146065.734375,145870.984375,145758.468750,146084.093750,146697.890625,147196.953125,147261.531250,147329.265625,147424.375000,147479.000000,147532.671875,147601.203125,147677.031250,147686.812500,147734.703125,147819.843750,147830.140625,147884.734375,148092.593750,148688.671875,149688.125000,151314.765625,153472.500000,154966.265625,154085.390625,151507.843750,149173.406250,148223.078125,147842.828125,147764.500000,147672.843750,147635.093750,147577.687500,147417.968750,147186.593750,146976.390625,146941.234375,146841.156250,146706.859375,146543.156250,146562.593750,146565.859375,146518.156250,146447.484375,146425.750000,146241.843750,146042.656250,145903.375000,145859.578125,145838.781250,145640.796875,145210.109375,144603.031250,144053.718750
24,SYBR,92363.890625,92507.296875,92691.023438,92871.320313,92958.195313,93068.726563,93229.453125,93358.906250,93373.507813,93388.242188,93441.804688,93523.382813,93702.562500,94272.914063,95567.125000,98207.132813,103568.046875,113862.726563,133386.390625,168703.625000,228539.484375,318834.593750,435044.718750,557104.562500,661820.937500,737197.437500,785625.500000,815109.375000,832707.250000,843211.687500,849390.937500,853497.812500,855918.625000,857442.375000,858224.812500,858566.687500,857788.250000,856787.062500,855269.125000,853230.375000,795264.937500,769169.125000,747312.250000,730936.625000,718560.125000,709040.437500,700719.500000,693321.562500,686736.437500,680929.875000,675580.562500,670327.625000,665120.750000,659628.125000,654191.750000,648841.937500,644073.812500,639258.500000,634360.875000,629143.937500,624325.250000,619326.375000,614243.875000,608966.250000,604201.937500,599344.375000,594273.875000,589301.312500,584744.062500,580083.500000,575225.312500,570250.312500,565601.625000,560716.000000,556001.250000,551026.375000,546236.500000,541252.250000,536377.000000,531609.750000,526869.062500,522211.031250,517541.531250,512561.625000,507614.437500,502759.093750,498018.343750,493041.437500,487910.500000,482824.968750,477567.625000,472209.250000,467060.156250,462720.937500,458620.906250,454232.937500,449652.406250,445142.937500,440667.937500,436068.406250,431461.062500,426675.000000,421838.093750,417182.062500,412570.906250,407840.187500,402581.093750,396415.500000,388145.562500,376411.125000,357237.000000,325728.281250,275592.468750,208572.109375,143753.343750,101195.101563,83662.851563,77640.984375,74659.898438,71903.625000,68860.289063,65455.453125,62086.921875,59689.406250,58474.535156,57858.070313,57101.152344,56335.152344,55421.769531,54424.878906,53183.250000,51857.890625,50424.953125,48620.425781,46078.683594,42917.183594,40009.816406,37583.441406,35678.875000,33959.476563,32336.951172,30670.998047,30123.308594,31197.677734
25,ROX,145447.937500,145895.968750,146008.109375,145956.125000,146024.828125,146148.828125,146294.781250,146452.250000,146547.156250,146626.156250,146717.906250,146781.250000,146786.359375,146759.687500,146787.125000,146789.546875,146834.593750,146860.890625,146879.437500,146806.828125,146628.312500,146408.468750,146004.328125,145172.671875,143612.781250,141302.140625,138455.531250,135556.796875,133050.156250,131153.468750,129966.835938,129199.453125,128781.406250,128415.546875,128271.171875,128131.046875,128099.562500,128160.117188,128073.562500,127678.375000,133718.109375,134636.812500,135234.156250,135552.218750,135851.296875,136162.406250,136530.484375,136909.062500,137171.000000,137337.421875,137456.781250,137698.171875,137915.265625,138190.390625,138398.687500,138564.250000,138724.859375,138926.312500,139110.875000,139362.031250,139562.843750,139682.187500,139777.390625,140022.781250,140206.156250,140244.640625,140361.250000,140564.531250,140797.359375,140953.328125,141093.750000,141252.656250,141435.734375,141563.734375,141563.781250,141549.140625,141659.859375,141816.593750,141990.718750,142145.796875,142343.765625,142389.218750,142468.781250,142548.312500,142661.109375,142820.125000,142995.578125,143050.484375,143007.968750,143070.468750,143165.828125,143241.000000,143309.781250,143438.968750,143500.703125,143598.109375,143640.203125,143791.187500,143879.281250,143889.921875,143880.171875,143894.156250,144005.640625,143996.109375,143957.187500,143959.125000,144038.609375,144112.375000,144236.593750,144457.406250,144713.000000,145113.906250,145954.890625,147691.843750,149969.593750,151696.750000,151210.578125,148826.406250,146367.156250,145109.875000,144565.453125,144390.468750,144761.593750,145291.046875,145360.875000,145113.968750,145018.750000,145137.015625,145235.937500,145217.265625,145132.562500,145118.421875,145035.937500,144937.500000,144773.234375,144688.281250,144619.609375,144533.906250,144465.859375,144383.484375,144233.546875,143715.921875,143128.515625,142610.093750
25,SYBR,86539.898438,86160.851563,85716.296875,85213.015625,84940.257813,84606.453125,84391.992188,84153.640625,84028.015625,83916.875000,83762.843750,83583.929688,83459.218750,83418.914063,83412.031250,83587.953125,84081.195313,85214.539063,87524.500000,92193.484375,101291.757813,118591.210938,150182.437500,204342.812500,287793.281250,397482.468750,516378.718750,621038.125000,697642.812500,746485.312500,775202.750000,791675.000000,801103.875000,806713.187500,809744.437500,812031.812500,813284.937500,813163.687500,812458.062500,812522.687500,762422.125000,737514.250000,717584.875000,703130.375000,691747.000000,682416.625000,674951.000000,668561.937500,662799.437500,657433.687500,652431.312500,647440.000000,642638.812500,638052.062500,633345.562500,628545.625000,623777.687500,619249.062500,614728.812500,610055.062500,605557.875000,601215.687500,596505.875000,591488.500000,586695.250000,582490.625000,578214.562500,573795.437500,569167.312500,564708.937500,560381.937500,555751.812500,551356.562500,546797.562500,542399.500000,537714.687500,532913.187500,528002.125000,523369.781250,519133.968750,514693.531250,510228.000000,505616.531250,501030.937500,496553.281250,492163.750000,487624.312500,483188.250000,478921.968750,474734.062500,470526.031250,466221.156250,462015.062500,457775.687500,453544.812500,449140.093750,444956.781250,440654.750000,436141.031250,431430.843750,426972.718750,422521.125000,418114.062500,413768.125000,409383.062500,404830.218750,400332.687500,395770.062500,390563.218750,384336.781250,376147.062500,364225.468750,346220.906250,315806.812500,265459.968750,199251.265625,135164.953125,91846.765625,70889.859375,62517.667969,56819.253906,51921.761719,48074.375000,44804.378906,41600.789063,39143.734375,37864.585938,37204.453125,36626.625000,36032.687500,35548.875000,34942.714844,34455.960938,33870.769531,33309.363281,32563.476563,31642.990234,30153.630859,28496.058594,26985.638672,25764.324219,24081.541016,22952.546875,22960.531250
26,ROX,166259.046875,165900.546875,165983.406250,166439.578125,166803.140625,167079.296875,167323.375000,167539.921875,167680.109375,167771.609375,167878.750000,167976.515625,167985.625000,168017.312500,167950.671875,167950.234375,167896.828125,167867.828125,167730.531250,167544.203125,167194.343750,166435.968750,165073.875000,162913.687500,159892.140625,156506.328125,153421.406250,151070.906250,149439.250000,148360.875000,147552.031250,147027.062500,146673.890625,146522.562500,146497.093750,146601.453125,146668.265625,146681.687500,146674.875000,146539.921875,153572.718750,153993.750000,154671.437500,155316.437500,155571.671875,155768.468750,156082.750000,156417.500000,156632.906250,156861.140625,157094.031250,157365.296875,157460.156250,157520.828125,157653.625000,157914.640625,158226.343750,158502.765625,158818.140625,159002.703125,159018.125000,159118.921875,159336.687500,159668.531250,159924.296875,160132.390625,160100.687500,160206.500000,160494.609375,160810.968750,160960.484375,161105.640625,161240.828125,161223.875000,161219.687500,161321.078125,161506.453125,161646.078125,161824.281250,162032.031250,162207.109375,162296.171875,162346.078125,162484.234375,162624.250000,162709.640625,162769.187500,162720.500000,162842.796875,162920.890625,163075.437500,163026.250000,163103.875000,163369.781250,163554.125000,163596.687500,163553.343750,163702.734375,163781.687500,163773.171875,163738.609375,163816.078125,163917.156250,163947.500000,164055.421875,164111.828125,164102.703125,164081.828125,164238.515625,164308.906250,164525.375000,165221.781250,166336.296875,168075.421875,170703.296875,173420.937500,173939.906250,171685.875000,168726.828125,167138.531250,166889.156250,167057.671875,167424.437500,167984.359375,168531.031250,169070.265625,169676.859375,170355.843750,170913.093750,171096.906250,170956.187500,170563.406250,170140.281250,169651.671875,169096.015625,168432.078125,167752.890625,167102.015625,166700.265625,166733.093750,167057.312500,167352.984375,167378.953125,167171.171875
26,SYBR,112673.156250,110315.414063,108987.718750,108621.117188,108611.023438,108598.117188,108646.843750,108613.281250,108318.906250,107877.906250,107510.062500,107476.093750,107414.273438,107460.859375,107817.835938,108686.875000,110556.187500,114480.132813,122600.414063,137804.375000,166136.687500,216514.437500,298500.468750,414484.093750,551454.250000,683463.312500,788165.500000,858568.687500,900901.000000,924646.437500,938462.000000,946972.687500,952589.625000,955495.312500,956775.875000,956898.562500,956645.812500,955652.562500,954681.187500,954192.875000,895160.562500,866660.187500,843186.250000,825724.687500,812385.812500,801861.625000,793117.125000,785577.125000,778795.625000,772469.437500,766413.187500,760551.125000,754950.500000,749376.250000,743627.312500,737918.500000,732468.562500,727145.750000,721658.312500,716099.375000,710852.062500,705439.187500,699914.437500,694335.500000,688936.375000,683760.625000,678570.187500,673531.375000,667956.625000,662403.125000,656905.187500,651673.500000,646561.812500,641410.250000,636333.125000,630946.062500,625437.687500,620043.000000,614949.500000,609801.500000,604477.750000,599075.312500,593841.750000,588437.500000,583217.062500,578022.312500,572954.000000,567954.062500,562818.250000,557712.812500,552519.250000,547471.000000,542447.125000,537376.937500,532206.812500,527016.937500,521949.031250,516786.687500,511524.281250,506513.187500,501384.687500,495960.406250,490503.500000,485518.843750,480551.250000,475205.437500,469829.437500,464350.718750,458569.843750,452103.000000,443659.625000,431052.218750,411912.750000,379965.656250,325678.312500,249403.593750,167906.734375,105912.820313,72766.570313,61031.234375,56784.414063,53634.804688,49766.046875,45551.753906,41971.769531,40110.878906,39197.828125,38749.273438,38270.257813,38143.527344,37971.851563,37719.175781,37351.957031,37009.441406,36683.796875,36450.406250,36134.324219,35817.054688,35420.156250,35198.406250,34897.507813,34592.191406,34794.562500,35822.007813
27,ROX,185021.031250,183823.718750,183462.468750,183699.968750,183956.937500,184133.062500,184327.328125,184402.250000,184509.765625,184608.515625,184761.656250,184807.578125,184822.500000,184858.765625,184914.578125,184976.593750,184954.500000,184915.937500,184792.671875,184550.031250,183940.500000,182874.218750,181091.312500,178254.359375,174343.390625,170060.390625,166425.937500,164005.687500,162580.562500,161715.062500,161101.468750,160696.937500,160352.421875,160340.000000,160422.000000,160598.328125,160574.531250,160721.546875,160746.968750,160630.953125,168399.390625,170275.437500,171657.859375,172625.171875,173542.203125,174521.406250,175275.828125,176015.515625,176765.687500,177635.906250,178310.562500,178755.656250,179032.968750,179188.203125,179409.046875,179459.375000,179318.125000,179147.062500,179006.906250,179006.640625,178937.968750,178927.203125,178808.015625,178851.750000,178873.859375,178809.125000,178753.593750,178934.359375,179236.953125,179466.687500,179987.703125,180664.593750,181320.484375,181780.843750,182260.609375,182554.281250,182621.765625,182673.140625,182828.250000,182988.593750,183055.156250,183029.328125,182930.250000,182913.406250,182974.718750,182980.843750,182878.265625,182722.031250,182785.718750,182789.109375,182808.031250,182737.125000,182856.968750,182972.828125,183059.593750,183089.468750,183152.875000,183334.562500,183487.156250,183402.875000,183315.656250,183374.281250,183555.390625,183626.859375,183671.671875,183740.453125,183662.000000,183715.953125,183930.765625,184304.156250,184667.796875,185288.593750,186363.812500,188058.593750,190671.593750,193534.953125,194384.359375,192206.140625,188851.140625,186786.406250,186108.890625,185844.453125,185639.406250,185550.937500,185428.812500,185298.453125,185123.562500,185026.687500,184910.437500,184809.640625,184733.187500,184661.531250,184557.296875,184463.390625,184440.406250,184418.234375,184328.062500,184253.156250,184241.453125,184114.703125,183927.296875,183696.031250,183301.843750,182589.828125
27,SYBR,117308.648438,114604.156250,113007.804688,112464.679688,112132.156250,111977.726563,111779.421875,111536.226563,111281.312500,111030.351563,110764.929688,110632.875000,110645.492188,110847.390625,111315.367188,112699.882813,115613.281250,121297.000000,132302.750000,153258.531250,191638.734375,258110.484375,362103.031250,501343.906250,655611.500000,795392.250000,899567.500000,965559.500000,1003244.062500,1024139.750000,1035986.187500,1043290.625000,1048091.875000,1050647.250000,1051754.500000,1051676.500000,1051427.500000,1050152.125000,1048456.375000,1046256.625000,983390.750000,952404.625000,926863.625000,907825.187500,893323.375000,881629.062500,871984.125000,863604.500000,856071.750000,848822.937500,842144.375000,835921.687500,829733.750000,823307.937500,816804.625000,810685.000000,804976.437500,799001.437500,792866.187500,786548.875000,780754.562500,774888.937500,769243.062500,763287.812500,757118.000000,751124.875000,745292.062500,739550.187500,733548.000000,727881.437500,722286.312500,716828.750000,711276.437500,705511.812500,699716.375000,694020.375000,688651.250000,683215.812500,677770.437500,672252.375000,666608.750000,660751.125000,654966.375000,649254.875000,643442.750000,637871.812500,632393.375000,627189.125000,621658.500000,616339.500000,611145.062500,606028.500000,600591.125000,595111.250000,589780.625000,584498.437500,578791.312500,572987.812500,567398.937500,561992.687500,556586.375000,551025.250000,545463.312500,539889.312500,534237.312500,528458.812500,522661.093750,516484.062500,509661.562500,501930.000000,491872.187500,476989.750000,454651.531250,418717.750000,360852.187500,278804.968750,188717.265625,117479.492188,78949.359375,64507.164063,58287.941406,54179.476563,51087.773438,48552.718750,46185.796875,44229.851563,42707.062500,41494.046875,40650.378906,40003.847656,39314.210938,38443.449219,37517.097656,36692.367188,36062.609375,35570.957031,35135.636719,34688.710938,34254.406250,33899.968750,33654.355469,33149.679688,33073.101563,33841.144531
28,ROX,200956.781250,201364.265625,201865.921875,202377.250000,202736.703125,202958.875000,203201.000000,203481.218750,203983.703125,203997.015625,203617.500000,203032.625000,202825.187500,202756.218750,202731.843750,202743.359375,202692.109375,202562.171875,202477.515625,202331.187500,202064.671875,201350.203125,200108.218750,198001.359375,194718.703125,190703.265625,186594.531250,182972.000000,180131.312500,178779.750000,178216.718750,177789.265625,177338.781250,177067.781250,176771.468750,176407.453125,176156.937500,175966.921875,175992.156250,176290.968750,182551.781250,183459.375000,184349.625000,185079.265625,185556.406250,185993.593750,186335.062500,186720.812500,187033.515625,187418.843750,187691.062500,187976.468750,188178.906250,188546.750000,188912.125000,189215.937500,189445.750000,189762.500000,190017.640625,190237.781250,190476.312500,190755.312500,190945.265625,191134.625000,191310.296875,191618.296875,191887.625000,192068.812500,192237.375000,192457.031250,192678.828125,192773.343750,192822.937500,193036.156250,193364.046875,193567.765625,193542.921875,193492.343750,193650.984375,193838.593750,194101.312500,194224.250000,194380.203125,194528.218750,194642.750000,194800.375000,194916.031250,195026.562500,195026.687500,195110.359375,195268.359375,195441.828125,195492.625000,195476.968750,195625.421875,195948.687500,196244.046875,196342.593750,196330.640625,196296.515625,196264.187500,196313.406250,196301.640625,196320.453125,196274.125000,196325.859375,196418.062500,196467.265625,196563.234375,196761.046875,197114.265625,197555.968750,198233.375000,199751.093750,202531.265625,205871.937500,206978.828125,204719.453125,201517.375000,199813.625000,199497.359375,199351.734375,199236.046875,199174.078125,199110.046875,198922.078125,198549.234375,198303.234375,198373.937500,198588.718750,198762.843750,198937.968750,199347.593750,199930.140625,200486.843750,201055.031250,201644.953125,202240.375000,202585.187500,202773.812500,202566.968750,201454.375000,199887.234375,198484.500000
28,SYBR,139532.937500,137907.703125,136863.406250,136297.500000,135916.703125,135638.406250,135645.156250,135980.156250,137048.609375,136976.078125,135481.375000,133430.609375,132667.890625,132522.468750,132622.921875,133238.687500,134726.671875,137890.312500,144162.468750,156258.796875,179160.828125,221587.640625,295067.000000,409259.375000,561648.250000,729829.750000,881032.000000,993809.062500,1066109.250000,1107805.250000,1131775.625000,1146403.625000,1155627.250000,1160272.375000,1163318.375000,1164544.375000,1164757.625000,1163948.500000,1162599.500000,1159937.625000,1094650.375000,1060393.500000,1031963.375000,1010737.250000,994464.000000,981331.125000,970538.812500,961361.750000,953024.812500,945082.625000,937783.375000,930794.687500,924003.750000,916768.375000,909691.125000,902734.125000,895979.250000,888929.000000,882429.125000,876024.687500,869516.812500,862475.875000,855824.375000,849243.562500,842812.875000,836246.687500,829650.250000,823207.500000,816681.562500,810166.000000,803229.937500,796624.750000,790386.250000,784223.062500,777619.062500,770883.437500,764370.375000,758172.625000,751567.937500,744571.562500,737541.625000,731097.062500,724793.812500,718181.437500,711861.125000,705321.812500,699072.750000,692982.750000,687057.312500,680479.000000,673993.500000,667927.750000,662249.375000,656456.000000,650239.562500,643653.625000,637124.750000,630838.687500,624444.000000,617814.500000,611451.437500,605106.437500,598878.812500,592721.875000,586556.062500,579914.812500,573307.875000,566920.500000,560119.937500,552409.625000,542987.125000,530329.687500,511473.968750,479856.125000,425848.562500,345289.812500,253494.406250,178927.140625,136466.015625,117425.867188,105886.914063,95865.632813,86084.164063,75554.945313,64085.847656,54761.691406,49849.085938,48679.605469,48361.925781,47954.546875,47695.367188,47471.285156,47236.460938,46871.875000,46535.250000,46085.136719,45531.382813,44945.539063,44494.046875,44069.964844,43797.378906,43166.632813,42947.636719,43319.019531
29,ROX,201470.437500,200711.109375,200619.578125,200955.078125,201172.531250,201316.046875,201430.906250,201574.375000,201721.593750,201870.062500,201961.015625,202023.890625,202036.031250,202133.437500,202211.500000,202232.609375,202205.250000,202074.671875,201897.906250,201628.109375,201117.765625,200052.000000,198172.031250,195263.062500,191453.453125,187107.328125,183099.125000,180049.812500,178089.093750,176809.781250,176036.968750,175635.125000,175318.375000,175051.375000,174880.156250,174844.750000,175442.906250,176125.218750,176440.281250,176075.468750,182678.890625,184119.546875,185250.781250,186099.968750,186604.625000,187037.671875,187481.187500,188015.750000,188281.765625,188490.140625,188780.718750,189132.906250,189468.390625,189831.250000,190126.406250,190333.921875,190604.734375,191071.140625,191428.843750,191682.000000,191745.000000,192058.390625,192430.328125,192706.984375,192777.093750,192967.812500,193148.515625,193297.078125,193475.343750,193635.093750,193921.828125,194257.046875,194620.250000,194756.921875,194884.375000,195122.359375,195337.625000,195503.703125,195577.140625,195739.578125,195972.062500,196167.859375,196231.875000,196308.515625,196334.421875,196476.593750,196608.515625,196735.421875,196859.000000,197073.187500,197288.546875,197444.281250,197560.687500,197716.906250,197765.937500,197776.312500,197761.375000,197929.593750,198175.250000,198318.203125,198315.687500,198375.562500,198472.500000,198491.406250,198501.484375,198723.609375,198912.734375,199035.281250,199132.421875,199320.781250,199639.937500,200159.687500,201217.531250,202917.734375,205915.437500,209085.968750,210119.000000,207865.531250,204769.968750,203035.359375,202651.921875,202526.937500,202514.281250,202669.562500,202804.703125,202863.765625,202893.046875,203232.281250,203754.250000,204304.359375,204825.968750,205439.437500,206040.750000,206546.968750,206791.312500,206701.046875,206369.140625,205795.328125,205026.890625,204168.296875,203447.125000,202568.921875,201302.109375,199695.562500
29,SYBR,126959.507813,124792.054688,123343.046875,122636.671875,122297.835938,122023.007813,121770.906250,121475.718750,121200.406250,120980.265625,120838.140625,120742.656250,120766.953125,120915.789063,121391.726563,122519.031250,125154.796875,130518.234375,140900.250000,160746.750000,197566.921875,262602.937500,367194.125000,513402.750000,683323.437500,845228.500000,972011.187500,1056180.875000,1106375.375000,1135532.125000,1152200.750000,1162018.500000,1168156.500000,1172307.875000,1174203.375000,1174819.375000,1174378.250000,1173816.625000,1172683.750000,1171015.125000,1107763.500000,1072965.250000,1043603.500000,1021545.312500,1004881.312500,991880.312500,980892.750000,971327.750000,962814.187500,955080.375000,947918.125000,940838.562500,933879.375000,926729.000000,919631.937500,912541.312500,905719.875000,898771.000000,892024.375000,885236.187500,878935.875000,872130.875000,865313.125000,858433.000000,851858.562500,845131.437500,838132.125000,831280.125000,824587.875000,818434.312500,811920.437500,805355.937500,798560.187500,791870.812500,785239.500000,778584.437500,771982.500000,765397.125000,758965.125000,752360.750000,745982.625000,739673.875000,733331.500000,726638.312500,720375.750000,714028.250000,707755.250000,701592.187500,695199.750000,688827.875000,682598.500000,676472.750000,670019.062500,663592.375000,657454.500000,651121.187500,644640.687500,638054.375000,631595.125000,625297.875000,619177.437500,612824.875000,606491.875000,600135.687500,594052.250000,587519.687500,581200.625000,574940.562500,568407.375000,560717.750000,551010.812500,537744.187500,518019.406250,485793.187500,430748.312500,348755.593750,256087.203125,183454.968750,144865.515625,130465.937500,123449.515625,117730.437500,111689.296875,105109.750000,98385.562500,93202.500000,90128.625000,88300.117188,86381.539063,84551.414063,82935.117188,81342.570313,79782.828125,77910.718750,75949.210938,73417.398438,69860.054688,64923.828125,59613.031250,54538.871094,50072.949219,43943.796875,39364.167969,38051.316406
30,ROX,221788.203125,219954.078125,219170.718750,219315.437500,219562.000000,219738.671875,219919.125000,220165.000000,220289.468750,220359.828125,220320.515625,220334.656250,220361.421875,220473.921875,220498.625000,220531.593750,220540.218750,220491.671875,220395.453125,220370.062500,220404.656250,220445.781250,220452.375000,220320.093750,220025.953125,219541.453125,218877.687500,217629.046875,215457.406250,212188.078125,207877.437500,203849.593750,200425.203125,197987.359375,196131.390625,195179.171875,194603.000000,194168.484375,193566.671875,192659.265625,200585.921875,201896.750000,202726.906250,203336.609375,203914.156250,204554.484375,205025.015625,205507.843750,205962.968750,206363.546875,206600.328125,206760.281250,206937.000000,207395.562500,207797.078125,208128.859375,208271.859375,208569.093750,208867.046875,209232.812500,209397.921875,209654.250000,209985.062500,210239.656250,210437.921875,210698.343750,210923.265625,211110.468750,211295.625000,211586.781250,211815.500000,212161.812500,212323.515625,212383.906250,212501.687500,212855.546875,213254.187500,213629.390625,213834.468750,214010.640625,214225.687500,214462.750000,214674.765625,214861.250000,215098.453125,215236.250000,215485.453125,215781.312500,216078.343750,216277.656250,216417.453125,216615.062500,216903.578125,217161.859375,217356.734375,217519.562500,217733.453125,217851.781250,218217.062500,218549.546875,218872.687500,219125.187500,219682.343750,220072.000000,220507.437500,221004.031250,221483.406250,221925.343750,222651.250000,223572.656250,224591.625000,225781.187500,227199.406250,229128.812500,232010.031250,235687.750000,237775.843750,236109.156250,231582.671875,227488.812500,225499.203125,224550.406250,224024.250000,223582.156250,223084.718750,222493.890625,222107.031250,221808.593750,221598.859375,221428.843750,221361.937500,221300.359375,221287.406250,221228.921875,221186.109375,221228.734375,221315.562500,221422.250000,221488.734375,221487.796875,221417.984375,221209.015625,220633.328125,219769.406250
