Well,Dye Name,Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Reading 9,Reading 10,Reading 11,Reading 12,Reading 13,Reading 14,Reading 15,Reading 16,Reading 17,Reading 18,Reading 19,Reading 20,Reading 21,Reading 22,Reading 23,Reading 24,Reading 25,Reading 26,Reading 27,Reading 28,Reading 29,Reading 30,Reading 31,Reading 32,Reading 33,Reading 34,Reading 35,Reading 36,Reading 37,Reading 38,Reading 39,Reading 40,Reading 41,Reading 42,Reading 43,Reading 44,Reading 45,Reading 46,Reading 47,Reading 48,Reading 49,Reading 50,Reading 51,Reading 52,Reading 53,Reading 54,Reading 55,Reading 56,Reading 57,Reading 58,Reading 59,Reading 60,Reading 61,Reading 62,Reading 63,Reading 64,Reading 65,Reading 66,Reading 67,Reading 68,Reading 69,Reading 70,Reading 71,Reading 72,Reading 73,Reading 74,Reading 75,Reading 76,Reading 77,Reading 78,Reading 79,Reading 80,Reading 81,Reading 82,Reading 83,Reading 84,Reading 85,Reading 86,Reading 87,Reading 88,Reading 89,Reading 90,Reading 91,Reading 92,Reading 93,Reading 94,Reading 95,Reading 96,Reading 97,Reading 98,Reading 99,Reading 100,Reading 101,Reading 102,Reading 103,Reading 104,Reading 105,Reading 106,Reading 107,Reading 108,Reading 109,Reading 110,Reading 111,Reading 112,Reading 113,Reading 114,Reading 115,Reading 116,Reading 117,Reading 118,Reading 119,Reading 120,Reading 121,Reading 122,Reading 123,Reading 124,Reading 125,Reading 126,Reading 127,Reading 128,Reading 129,Reading 130,Reading 131,Reading 132,Reading 133,Reading 134,Reading 135,Reading 136,Reading 137,Reading 138,Reading 139,Reading 140,Reading 141,Reading 142,Reading 143
19,ROX,218005.312500,217164.328125,216969.453125,217297.281250,217586.312500,217684.578125,217677.734375,217603.703125,217431.984375,216860.031250,215587.000000,213140.718750,209660.234375,205541.109375,201346.328125,197355.265625,194503.593750,192661.531250,191746.984375,190954.687500,190749.531250,190513.656250,190307.531250,189874.718750,189762.765625,189814.515625,189920.984375,190073.500000,190292.375000,190455.406250,190479.968750,190517.968750,190649.828125,190677.140625,190651.968750,190621.703125,190614.562500,190615.921875,190528.437500,190267.578125,198596.171875,199854.187500,201003.468750,201837.593750,202473.453125,203032.593750,203579.421875,204086.593750,204649.640625,205206.562500,205652.703125,206089.593750,206681.093750,207196.187500,207668.031250,208249.578125,208887.687500,209511.890625,210098.484375,210585.546875,211088.734375,211524.921875,211992.984375,212395.343750,212650.218750,212762.046875,212816.156250,212959.859375,212988.750000,212833.187500,212638.406250,212310.281250,212144.671875,211985.203125,211990.703125,212101.859375,212345.093750,212569.156250,212641.250000,212638.250000,212683.796875,212800.593750,212989.953125,213080.406250,213297.125000,213536.359375,213751.687500,213812.312500,213993.546875,214288.750000,214625.156250,214783.078125,214980.312500,215287.625000,215597.312500,215691.125000,215771.953125,215947.468750,216278.625000,216614.031250,216827.765625,216940.812500,217064.734375,217245.843750,217367.203125,217551.484375,217674.937500,217780.218750,218028.546875,218642.218750,219624.968750,221014.515625,223093.468750,225846.968750,228556.031250,229564.218750,227306.171875,223396.875000,220339.000000,219271.390625,218993.203125,218894.843750,218722.031250,218602.421875,218499.390625,218490.593750,218451.437500,218438.390625,218299.718750,218051.671875,217963.140625,217959.078125,217935.265625,217778.078125,217670.140625,217540.187500,217373.062500,217172.390625,216972.750000,216835.125000,216587.015625,216010.046875,214962.921875
19,SYBR,143298.328125,141426.156250,140670.125000,141117.406250,142654.875000,146141.906250,153293.140625,167189.968750,193655.109375,242195.171875,326629.656250,459300.812500,638157.500000,838039.187500,1019782.000000,1156177.375000,1242696.750000,1293199.625000,1321398.875000,1337625.125000,1346057.750000,1351079.500000,1354407.750000,1356680.625000,1357599.250000,1357308.625000,1355878.500000,1353232.625000,1350374.750000,1347861.875000,1345219.875000,1342665.625000,1339669.875000,1337426.125000,1335528.875000,1334367.875000,1332682.500000,1331010.000000,1329278.750000,1327644.375000,1243676.875000,1202983.625000,1169673.625000,1145628.500000,1128069.375000,1114432.750000,1102819.625000,1092397.750000,1082676.500000,1073575.625000,1065027.750000,1057138.750000,1049335.125000,1041446.250000,1033798.812500,1026335.562500,1018653.687500,1010652.312500,1002985.812500,995711.875000,988222.750000,980795.000000,972947.062500,965407.875000,957843.500000,950904.312500,943641.562500,936251.812500,928727.375000,921430.812500,914418.937500,907551.937500,900837.062500,893580.812500,886364.250000,879130.187500,872194.062500,865154.312500,858173.187500,851304.062500,844344.875000,837170.375000,829744.812500,822372.687500,815067.187500,807872.062500,800855.312500,794345.125000,787645.937500,780584.750000,773340.625000,766365.062500,759576.750000,752771.687500,745809.375000,739120.937500,732141.125000,725098.812500,717813.750000,710872.125000,704049.500000,696954.187500,689682.687500,682475.812500,675446.187500,667896.125000,659545.750000,650068.312500,638467.312500,623147.687500,601632.000000,569778.750000,520894.156250,450089.437500,357036.843750,252557.093750,164011.328125,112653.546875,95679.734375,92359.804688,91183.953125,90322.914063,89369.007813,88243.406250,86929.875000,85634.390625,84058.242188,82136.843750,79957.156250,77528.890625,74584.171875,71004.554688,67168.601563,63163.000000,59210.246094,55509.632813,52586.929688,50340.523438,48764.566406,47516.175781,46200.500000,46429.296875,49006.218750
20,ROX,223389.437500,221268.359375,220350.953125,220375.593750,220508.421875,220560.671875,220604.531250,220500.031250,220195.875000,219605.265625,218524.578125,216534.328125,213395.906250,209551.671875,205245.578125,201069.484375,197539.140625,195149.375000,193598.734375,192739.031250,192123.546875,191976.687500,191775.703125,191794.140625,191572.984375,191642.156250,191767.609375,191983.859375,192170.046875,192083.765625,192002.109375,191928.062500,192199.578125,192320.781250,192192.875000,191898.609375,191751.031250,191701.968750,191667.671875,191671.156250,199321.078125,200401.078125,201248.531250,201733.593750,202097.406250,202421.156250,202769.812500,203013.421875,203362.171875,203888.140625,204244.531250,204270.390625,204336.328125,204786.546875,205248.843750,205595.906250,205765.109375,206030.328125,206252.796875,206593.640625,206978.734375,207412.437500,207674.484375,207842.828125,208017.546875,208360.812500,208821.078125,209112.218750,209359.843750,209548.906250,209976.765625,210379.875000,210559.500000,210615.500000,210857.312500,211502.453125,211964.484375,212337.437500,212738.734375,213218.312500,213599.500000,213970.500000,214508.218750,215006.125000,215436.734375,215886.828125,216374.718750,216877.015625,217266.875000,217422.953125,217456.843750,217586.562500,217692.125000,217644.093750,217392.937500,217065.968750,216666.562500,216423.140625,216217.593750,215997.968750,215772.531250,215727.375000,215683.843750,215618.687500,215589.609375,215792.343750,215922.156250,216073.187500,216312.750000,217006.890625,217989.515625,219401.656250,221605.750000,224419.375000,227147.375000,228234.437500,226342.953125,222649.062500,219574.968750,218589.421875,218386.031250,218286.109375,218149.359375,218108.437500,217979.046875,217791.546875,217626.062500,217604.937500,217622.734375,217591.328125,217455.843750,217178.578125,216983.578125,216867.875000,216760.593750,216503.453125,216276.062500,216152.937500,216000.140625,215814.828125,215461.609375,214700.343750,213404.500000
20,SYBR,156617.484375,153153.125000,151553.437500,151731.734375,152879.609375,155732.421875,161605.437500,173189.312500,195510.453125,236993.859375,310610.375000,430416.906250,600090.250000,800522.125000,993675.125000,1145914.000000,1246699.625000,1305687.000000,1338677.000000,1356348.000000,1366426.750000,1371433.000000,1374392.375000,1374950.125000,1374804.125000,1374025.125000,1372453.000000,1370037.500000,1366742.000000,1364335.625000,1362005.000000,1359696.250000,1356449.000000,1353620.750000,1351173.250000,1349435.750000,1347253.375000,1345725.250000,1344090.250000,1342447.625000,1252015.875000,1210003.875000,1176229.750000,1152315.625000,1134558.375000,1120313.875000,1107989.250000,1097077.750000,1087110.125000,1077543.625000,1068870.000000,1060872.125000,1053171.000000,1044595.875000,1036382.375000,1028599.000000,1021012.625000,1012977.062500,1005205.250000,997338.750000,989340.562500,981215.562500,973629.625000,966154.250000,958751.125000,951202.500000,943242.625000,935630.875000,928121.125000,921071.937500,913566.250000,906084.437500,898959.375000,891705.625000,884432.625000,876647.000000,869444.062500,862420.562500,855407.500000,848175.750000,840974.187500,833743.500000,826367.187500,818840.812500,811586.312500,804405.687500,797485.250000,790656.187500,783833.062500,776605.562500,769227.937500,761857.687500,754781.125000,747642.250000,740727.062500,733796.750000,726745.375000,719331.750000,712370.000000,705611.187500,698800.500000,691469.062500,684156.312500,677067.937500,670011.875000,662361.750000,653969.875000,644395.687500,632851.375000,617586.000000,595764.250000,563613.312500,514421.250000,443380.218750,350044.875000,245658.343750,156924.609375,105119.351563,87668.523438,84060.132813,82739.890625,81940.296875,81358.343750,80548.117188,79514.937500,78287.437500,76971.015625,75408.460938,73648.953125,71703.617188,69390.375000,66629.132813,63552.199219,60430.718750,57284.601563,54281.085938,51739.828125,49851.023438,48500.660156,47411.609375,46262.238281,46990.046875,50342.792969
21,ROX,211955.125000,211849.781250,211954.359375,212262.765625,212611.812500,212705.531250,212726.968750,212698.031250,212618.562500,212207.343750,211283.328125,209492.000000,206730.203125,203241.500000,199119.406250,195011.765625,191712.062500,189664.437500,188412.375000,187656.968750,187140.140625,187056.265625,186872.812500,186834.140625,186747.359375,186957.875000,186927.250000,187057.656250,187320.203125,187530.546875,187393.687500,187422.531250,187538.312500,187503.937500,187278.750000,187224.484375,187440.171875,187629.000000,187595.984375,187260.156250,195040.265625,196111.687500,196848.562500,197123.171875,197272.531250,197494.312500,197980.296875,198489.593750,198834.843750,199026.312500,199128.171875,199334.718750,199666.265625,200085.140625,200416.187500,200717.734375,200918.046875,201162.359375,201474.734375,201821.250000,202169.265625,202391.875000,202623.625000,202865.375000,203146.375000,203537.468750,203932.750000,204280.718750,204514.171875,204868.781250,205339.890625,205844.671875,206326.437500,206792.031250,207176.687500,207541.437500,207859.718750,208185.453125,208534.875000,208807.156250,209061.140625,209092.828125,209203.312500,209206.687500,209119.093750,208872.031250,208652.046875,208482.859375,208448.234375,208439.546875,208236.250000,208023.812500,207975.609375,208105.015625,208151.890625,208281.000000,208449.968750,208673.281250,208867.984375,208906.046875,208861.640625,208904.109375,209104.953125,209312.140625,209442.953125,209535.093750,209613.156250,209900.843750,210367.390625,211117.765625,212143.328125,213760.453125,216029.359375,218936.093750,220974.937500,220850.312500,217853.390625,214354.328125,212097.000000,211527.000000,211301.281250,211161.140625,211142.781250,211044.843750,210890.281250,210727.937500,210660.031250,210527.406250,210371.578125,210127.203125,210077.250000,210099.015625,210021.531250,209804.718750,209586.734375,209381.281250,209208.187500,209063.000000,208970.437500,208803.937500,208415.375000,207592.515625,206461.750000
21,SYBR,144429.015625,143366.375000,142952.562500,143380.359375,144508.531250,147176.640625,152540.328125,163282.437500,183886.562500,222494.281250,291104.500000,403458.718750,563653.625000,755092.250000,941370.062500,1089533.500000,1187968.625000,1245941.875000,1278333.250000,1295616.250000,1305580.750000,1310542.125000,1313601.125000,1314153.250000,1314404.375000,1313292.125000,1311984.875000,1309652.625000,1307163.375000,1304700.250000,1302307.000000,1299700.000000,1297069.625000,1294702.750000,1292115.625000,1289865.375000,1287412.250000,1285452.500000,1283795.250000,1282803.750000,1193022.375000,1152895.375000,1120779.375000,1098097.750000,1081173.625000,1067729.000000,1056169.625000,1045980.375000,1036624.187500,1027985.312500,1019857.187500,1011869.625000,1003729.375000,995611.937500,987793.937500,980323.250000,972999.500000,965690.187500,958314.000000,950581.562500,942647.437500,935008.062500,927799.187500,920714.437500,913546.000000,906150.750000,898769.562500,891453.125000,884360.937500,877350.937500,870364.625000,863291.562500,856334.812500,849242.000000,842403.000000,835439.562500,828526.625000,821592.437500,814744.500000,808079.625000,801062.812500,794159.312500,787259.437500,780112.750000,773172.312500,766016.187500,759263.312500,752516.187500,745923.187500,738912.500000,732017.125000,725048.437500,718215.187500,711390.062500,704920.562500,698318.812500,691439.250000,684640.437500,677875.250000,671289.250000,664788.875000,658216.437500,651344.875000,644242.625000,637225.500000,629975.750000,621902.000000,611932.125000,599379.375000,583065.750000,559987.125000,525148.625000,472533.406250,396604.875000,301854.781250,204782.421875,132769.218750,96163.375000,86098.546875,84191.265625,83203.875000,82239.695313,81093.726563,79911.351563,78765.421875,77485.093750,76199.398438,74457.218750,72473.351563,70279.015625,67680.742188,64526.851563,61183.335938,57860.683594,54588.941406,51670.941406,49294.847656,47436.652344,46027.808594,45130.976563,44154.777344,45047.132813,48534.355469
22,ROX,185555.906250,184862.625000,184660.890625,184842.234375,185054.515625,185234.828125,185347.796875,185427.453125,185481.187500,185519.281250,185537.453125,185665.093750,185830.968750,185997.000000,186053.375000,186095.328125,186135.593750,186229.796875,186245.453125,186282.437500,186246.484375,186271.500000,186298.906250,186329.640625,186355.812500,186398.812500,186457.437500,186474.343750,186481.359375,186559.656250,186485.000000,186377.562500,186277.265625,186315.250000,186273.375000,186167.546875,185885.828125,185384.531250,184361.031250,182857.984375,186328.515625,185761.093750,185303.359375,185004.171875,184753.890625,184630.609375,184556.609375,184560.937500,184550.562500,184480.312500,184413.640625,184387.437500,184389.062500,184342.062500,184265.718750,184228.500000,184133.765625,183986.609375,183914.968750,183913.859375,183970.109375,183887.625000,183827.937500,183797.156250,183854.546875,183905.281250,183898.046875,183905.515625,183858.812500,183816.515625,183851.234375,183943.140625,183960.531250,183931.750000,183977.250000,184075.531250,184032.046875,184051.875000,184152.203125,184282.671875,184352.796875,184428.500000,184476.468750,184489.187500,184544.562500,184662.421875,184787.718750,184903.437500,185037.750000,185211.437500,185481.015625,185747.218750,185967.656250,186107.265625,186123.437500,185990.218750,185755.687500,185582.750000,185395.437500,185107.031250,184705.828125,184291.796875,183868.500000,183472.750000,183222.453125,183032.859375,182883.328125,182589.796875,182372.203125,182233.421875,182255.640625,182192.140625,182078.296875,181992.968750,181962.437500,181863.734375,181821.703125,181936.921875,182064.484375,182129.156250,182622.140625,182996.234375,182749.093750,182021.656250,181596.312500,181527.500000,181503.640625,181467.328125,181295.031250,181162.718750,180980.656250,180791.593750,180577.843750,180426.781250,180203.765625,179971.921875,179862.734375,179776.000000,179694.875000,179488.250000,179124.140625,178568.875000,178001.796875
22,SYBR,128215.570313,125736.890625,124301.187500,123648.828125,123219.906250,122820.296875,122520.125000,122244.031250,122091.468750,122000.734375,121854.570313,121654.601563,121394.289063,121194.671875,121011.242188,120814.015625,120568.875000,120322.578125,120106.109375,119878.734375,119656.179688,119329.562500,119113.250000,118896.898438,118781.039063,118648.765625,118493.507813,118319.062500,118148.054688,118060.617188,118091.492188,118596.179688,119724.859375,121936.656250,126197.515625,134440.765625,150048.750000,178775.109375,229647.984375,300306.343750,361458.625000,336177.687500,316716.156250,303588.218750,294091.125000,286673.250000,280688.000000,275500.531250,270916.531250,266403.625000,262294.093750,258311.718750,254595.453125,250679.015625,247180.218750,243707.000000,240382.187500,236858.859375,233492.859375,229973.171875,226682.234375,223501.593750,220179.359375,216819.859375,213628.937500,210622.875000,207447.546875,204342.781250,201395.687500,198670.203125,195798.625000,192772.718750,189982.171875,187247.593750,184627.656250,181845.781250,179228.468750,176408.593750,173791.484375,171307.875000,168842.156250,166270.671875,163655.406250,161047.140625,158526.718750,156125.046875,153815.250000,151524.187500,149158.531250,146967.359375,144880.453125,142735.812500,140475.390625,138331.171875,136154.968750,133948.281250,131876.968750,129884.039063,127822.203125,125609.578125,123568.726563,121559.328125,119531.906250,117437.679688,115474.382813,113516.195313,111451.445313,109536.671875,107676.164063,105898.953125,104138.601563,102396.132813,100644.562500,98887.156250,97256.296875,95580.351563,93881.328125,91958.671875,90052.609375,87357.914063,80280.109375,67648.460938,55757.156250,49524.699219,48022.687500,46814.906250,45742.742188,44666.292969,43415.007813,41471.996094,39240.359375,37549.105469,36789.585938,36493.558594,36283.054688,36133.890625,35935.414063,35743.585938,35489.570313,35275.410156,34985.335938,35374.273438,36727.394531
25,ROX,141430.531250,142134.421875,142387.468750,142316.921875,142297.578125,142414.078125,142562.031250,142684.656250,142749.812500,142792.609375,142872.671875,142971.375000,143060.734375,143105.546875,143134.453125,143110.187500,143014.968750,142764.515625,142310.187500,141404.796875,139821.656250,137528.078125,134651.109375,131560.078125,128897.554688,126986.789063,125796.007813,125112.257813,124656.015625,124307.632813,123914.109375,123758.882813,123640.179688,123706.757813,123738.906250,123774.765625,123789.875000,123816.632813,123857.062500,123873.312500,130285.257813,130855.742188,131375.000000,131793.765625,132184.140625,132468.328125,132684.000000,132831.437500,133119.796875,133388.593750,133562.000000,133706.890625,133939.234375,134294.312500,134589.078125,134772.218750,134911.890625,135134.937500,135310.140625,135491.281250,135644.921875,135854.062500,136015.140625,136194.109375,136357.843750,136518.750000,136767.265625,136965.312500,137120.562500,137194.734375,137410.203125,137626.500000,137840.593750,137931.593750,137974.500000,138217.093750,138428.625000,138597.562500,138670.312500,138819.359375,138936.093750,139024.343750,139202.859375,139317.546875,139489.750000,139591.218750,139667.640625,139669.375000,139734.765625,139793.937500,139806.046875,139802.593750,139966.328125,140167.109375,140304.937500,140221.843750,140307.906250,140374.796875,140436.234375,140423.234375,140573.609375,140722.859375,140788.593750,140797.656250,140819.625000,140882.812500,140971.250000,141062.453125,141163.031250,141392.984375,141786.187500,142522.296875,143778.562500,146090.468750,148077.218750,148491.359375,146483.015625,144123.593750,142501.515625,141850.515625,141573.250000,141843.843750,142374.515625,142546.031250,142264.281250,142025.125000,141978.562500,142073.796875,142076.781250,142043.671875,142023.171875,142033.453125,141973.906250,141895.218750,141809.703125,141728.609375,141651.078125,141527.250000,141296.765625,141105.828125,140572.437500,139701.937500,138623.234375
25,SYBR,87298.726563,87193.070313,86730.734375,86145.984375,85783.679688,85570.367188,85369.210938,85116.601563,84948.828125,84977.351563,85122.101563,85294.367188,85638.054688,86762.828125,89269.062500,94186.421875,103603.257813,121502.367188,154111.890625,210159.171875,296708.125000,410361.937500,533008.000000,641162.687500,720508.750000,771025.125000,800756.375000,817927.812500,828291.250000,834640.125000,838471.812500,840575.500000,841532.750000,841711.250000,841270.437500,840974.437500,840070.000000,838889.875000,836957.312500,834798.500000,778477.500000,754876.000000,735610.625000,721738.437500,711267.625000,703069.500000,696021.562500,689923.062500,684015.625000,678314.187500,673085.500000,668350.750000,663571.000000,658511.812500,653698.687500,648927.000000,644259.937500,639364.750000,634851.062500,630040.875000,625311.812500,620330.937500,615575.625000,610813.375000,606240.750000,601707.750000,597023.750000,592303.937500,587635.875000,583178.437500,578748.812500,574134.187500,569373.625000,564635.125000,560257.250000,555639.000000,550764.437500,546019.750000,541443.750000,537123.125000,532485.187500,527706.000000,522898.656250,518287.093750,513681.718750,509130.312500,504756.500000,500228.406250,495159.187500,490116.437500,485425.218750,481154.031250,476797.812500,472288.000000,467603.500000,463145.937500,458620.125000,454260.875000,450026.156250,445663.281250,441012.687500,436345.250000,431919.937500,427479.500000,422830.343750,418126.062500,413091.437500,407887.875000,402127.406250,395588.312500,386507.843750,372118.968750,347920.031250,305425.656250,245891.843750,181105.406250,132307.781250,105364.046875,94353.007813,88013.046875,82460.507813,77120.875000,71471.023438,66061.000000,62112.992188,59924.554688,58678.433594,57456.488281,56235.339844,55019.160156,53647.781250,52215.695313,50771.863281,49189.269531,47082.117188,44096.035156,40401.609375,36607.683594,33199.933594,30191.812500,26502.078125,24693.105469,25874.908203
26,ROX,172914.765625,168362.484375,166851.812500,167492.640625,168073.640625,168508.656250,168897.156250,169066.968750,169255.859375,169371.437500,169455.531250,169406.125000,169425.750000,169510.156250,169598.906250,169585.312500,169403.921875,169055.578125,168413.828125,167184.578125,165035.125000,161951.515625,158264.375000,154848.062500,152103.562500,150286.484375,148973.703125,148229.187500,147760.234375,147566.718750,147336.390625,147072.125000,146858.250000,146839.015625,146908.796875,147106.140625,147137.437500,147184.843750,147166.875000,147274.640625,154682.171875,155439.546875,156027.718750,156370.203125,156764.375000,157193.718750,157644.453125,157888.078125,158107.421875,158360.015625,158682.687500,158888.187500,159019.156250,159267.125000,159594.921875,159896.812500,160064.921875,160263.125000,160373.328125,160697.656250,160922.781250,161183.609375,161370.859375,161677.296875,161862.375000,162024.078125,162134.250000,162290.406250,162441.984375,162682.937500,162911.437500,163133.843750,163205.093750,163358.125000,163591.437500,163859.140625,163978.406250,164148.953125,164361.750000,164549.312500,164723.765625,164890.781250,165073.953125,165176.312500,165214.828125,165352.796875,165401.687500,165488.625000,165638.015625,165873.656250,165980.859375,166043.750000,166157.875000,166304.265625,166395.906250,166467.562500,166502.984375,166533.281250,166527.140625,166586.468750,166645.328125,166719.187500,166755.046875,166892.484375,166887.484375,166927.906250,166873.250000,166931.000000,166961.593750,167183.000000,167555.187500,168167.718750,169309.484375,171749.312500,174501.359375,176228.859375,174985.218750,172300.578125,169875.921875,169185.062500,169238.765625,169439.609375,169746.890625,170045.828125,170294.734375,170568.406250,171057.640625,171725.656250,172524.078125,173257.218750,173733.156250,173655.968750,173198.515625,172575.125000,172004.359375,171309.531250,170593.625000,169887.937500,169323.093750,169050.640625,169244.375000,169534.625000,169556.671875
26,SYBR,111428.195313,109212.437500,108093.882813,107814.632813,107706.781250,107544.781250,107514.156250,107463.523438,107400.062500,107321.031250,107476.625000,107861.796875,108755.218750,110740.812500,114794.156250,122661.156250,137736.468750,165851.250000,216045.984375,299135.875000,419790.843750,566111.437500,711772.375000,829551.250000,910099.375000,958845.312500,987481.875000,1003853.812500,1013159.437500,1018629.062500,1021515.312500,1023580.312500,1024691.000000,1025075.437500,1024341.375000,1022990.375000,1021137.125000,1019298.687500,1017333.375000,1015015.562500,947570.437500,917635.687500,893904.750000,877199.687500,864478.437500,854058.937500,845181.250000,837629.375000,830761.125000,823990.812500,817466.125000,811367.312500,805809.312500,799899.500000,793815.500000,787782.437500,782273.187500,776763.500000,771211.937500,765348.625000,759377.250000,753278.375000,747307.687500,741418.187500,735476.250000,729615.437500,723944.437500,718420.000000,712560.812500,706788.875000,701156.062500,695505.187500,689773.812500,683775.687500,677949.937500,672178.375000,666867.750000,661278.937500,655522.000000,649783.562500,644199.625000,638563.250000,632911.500000,627164.937500,621581.375000,615876.500000,610477.000000,605070.000000,599514.250000,593849.875000,588441.812500,583113.875000,577695.062500,572197.187500,566715.937500,561161.250000,555403.500000,549760.250000,544175.250000,538739.062500,533211.750000,527620.687500,521807.781250,516092.718750,510451.406250,504688.718750,498745.593750,492771.875000,486328.968750,478693.156250,468674.312500,453703.093750,428307.937500,383018.843750,314874.906250,231587.875000,157238.546875,109396.718750,88075.867188,78358.007813,70833.984375,63909.953125,56687.894531,49019.691406,42936.265625,39717.187500,38850.937500,38546.136719,38177.199219,37786.515625,37401.734375,36995.718750,36481.128906,35878.617188,35316.089844,34610.914063,33860.996094,33115.210938,32518.708984,32009.425781,31599.701172,31984.021484,33399.257813
27,ROX,193018.000000,183924.109375,180248.140625,180691.796875,181152.281250,181558.359375,181849.687500,182007.640625,182174.250000,182332.500000,182478.187500,182582.031250,182656.343750,182703.968750,182676.343750,182559.703125,182212.000000,181428.625000,179998.375000,177560.609375,174016.625000,169906.453125,166009.843750,162904.328125,160725.109375,159300.750000,158337.468750,157757.359375,157429.359375,157243.578125,157134.234375,157138.468750,157278.906250,157372.234375,157376.593750,157328.312500,157484.156250,157563.000000,157566.156250,157546.156250,165219.656250,166416.281250,167146.187500,167589.609375,168103.968750,168705.671875,169131.515625,169439.828125,169759.234375,170164.031250,170521.781250,170830.734375,171003.671875,171328.593750,171596.859375,172010.687500,172265.875000,172709.515625,173057.312500,173441.281250,173818.484375,174198.203125,174514.406250,174909.906250,175347.437500,175649.921875,175926.921875,176324.218750,176924.437500,177408.890625,177979.093750,178467.281250,179136.328125,179885.500000,180656.140625,181351.375000,182046.312500,182865.328125,183546.562500,183860.843750,184006.390625,184065.593750,184138.453125,183879.687500,183631.843750,183248.843750,182949.437500,182583.046875,182412.484375,182266.750000,182260.734375,182139.531250,182044.140625,182091.546875,182538.625000,183100.640625,183587.796875,183917.281250,184256.984375,184549.203125,184919.781250,185187.406250,185284.296875,185166.609375,185088.250000,185102.343750,185118.593750,184968.906250,184937.968750,184927.781250,185192.687500,185716.687500,187106.562500,189791.125000,192952.437500,195050.078125,193871.890625,190841.281250,187866.453125,186671.453125,186310.515625,186220.656250,186098.093750,185888.328125,185488.671875,185028.953125,184698.218750,184547.203125,184459.218750,184405.625000,184360.921875,184284.281250,184186.609375,184017.656250,183861.656250,183769.875000,183684.937500,183491.062500,183304.234375,183209.296875,183066.859375,182689.265625,182076.984375
27,SYBR,125831.703125,121777.554688,119967.648438,119845.000000,119690.882813,119498.406250,119319.765625,119260.781250,119292.648438,119406.046875,119792.007813,120638.640625,122623.921875,126579.929688,134537.609375,149927.343750,178828.125000,230564.390625,316554.625000,443131.625000,599799.750000,758614.000000,890027.625000,980481.187500,1034885.187500,1065485.875000,1082845.500000,1093015.000000,1099220.000000,1102948.375000,1104359.750000,1104803.375000,1104225.875000,1103493.125000,1102147.500000,1100533.875000,1097870.125000,1095564.500000,1093446.625000,1091065.375000,1020417.250000,988365.562500,962535.000000,944112.437500,930163.500000,918967.500000,909295.062500,900814.312500,892800.062500,885388.875000,878562.312500,872167.062500,865900.500000,859316.562500,853053.250000,846982.437500,840769.062500,834082.875000,827794.437500,821756.125000,815517.937500,808982.500000,802736.125000,796696.937500,790648.500000,784464.937500,778164.312500,772004.312500,765808.250000,759894.312500,753852.937500,747991.812500,742088.562500,736141.000000,730090.812500,724052.750000,718084.625000,712092.750000,706339.250000,701007.500000,695351.312500,689350.500000,683107.312500,677305.625000,671333.437500,665465.062500,659614.125000,654236.500000,648603.437500,642975.250000,637209.812500,631755.000000,626203.187500,620479.875000,614674.625000,609102.250000,603575.062500,598074.125000,592685.125000,587195.812500,581181.000000,575094.687500,569109.687500,563240.437500,557166.812500,551040.125000,544884.875000,538584.750000,531832.687500,524134.875000,514060.875000,499236.187500,473778.031250,428083.093750,355998.906250,263513.281250,175734.500000,116284.296875,89204.664063,78909.382813,72653.492188,66551.851563,59732.519531,52373.109375,46566.253906,43361.050781,42209.246094,41660.441406,41253.542969,40750.109375,39973.398438,39166.585938,38347.531250,37524.144531,36704.632813,36085.218750,35627.117188,35232.453125,34820.238281,34458.523438,34001.625000,34338.964844,35786.691406
28,ROX,196084.218750,196039.359375,196153.218750,196425.781250,196747.484375,197060.218750,197241.171875,197334.750000,197377.046875,197465.656250,197537.421875,197513.656250,197510.609375,197509.796875,197568.906250,197491.609375,197434.421875,197411.515625,197404.046875,197300.703125,197156.562500,196862.281250,196246.203125,194978.750000,192914.328125,189745.734375,185887.046875,181710.671875,178004.015625,175046.250000,173644.437500,173001.765625,172615.859375,172126.984375,171877.421875,171649.640625,171544.015625,171580.187500,171603.656250,171503.296875,178664.062500,179626.718750,180352.531250,180805.843750,181314.375000,181748.515625,182082.546875,182326.343750,182628.468750,182923.031250,183234.687500,183557.578125,183835.937500,184186.109375,184460.078125,184692.578125,184858.500000,185280.890625,185699.390625,186085.828125,186339.218750,186618.875000,186838.578125,186926.859375,187086.156250,187280.812500,187682.468750,187904.531250,188120.546875,188132.453125,188333.250000,188531.140625,188761.609375,188978.796875,189110.171875,189257.328125,189469.265625,189708.421875,189894.609375,189956.781250,190087.968750,190162.609375,190318.296875,190450.937500,190638.703125,190801.281250,190826.796875,190985.578125,191180.734375,191428.203125,191450.875000,191519.125000,191469.828125,191536.468750,191697.843750,191938.296875,191989.921875,192091.000000,192174.187500,192278.187500,192220.828125,192328.546875,192464.046875,192527.046875,192477.234375,192458.515625,192566.093750,192634.265625,192699.828125,192864.171875,193131.640625,193779.703125,195176.375000,197789.656250,201045.531250,203520.859375,202957.234375,199830.828125,196462.453125,194867.781250,194526.500000,194390.062500,194324.296875,194216.687500,194251.625000,194208.140625,194276.890625,194328.062500,194454.265625,194570.109375,194738.078125,194958.703125,195264.234375,195724.781250,196352.750000,197126.828125,198001.000000,198687.421875,199075.093750,198918.343750,197602.781250,195651.203125,193848.671875
